"","ID","COU","SITE","SITE_ID","PLOT","GRAZ","ARIDITY.v3","Genus","Species","coverDryfun20","coverBiodesert100","MeanLL","MeanSLA","MeanLDMC","MeanLA","MaxH","MaxLS","percentN","percentC","Life_form","taxon"
"31",2,"Algeria","El Ouassria",1,2,2,0.8317,"Echium","trygorrhizum",1,4,2.84,158.95,0.117647059,1.059666667,2,35,NA,NA,"Wood","Echium trygorrhizum"
"32",2,"Algeria","El Ouassria",1,2,2,0.8317,"Stipa","tenacissima",410,1700,55.58333333,40.44409228,0.613103542,1.464959722,103,20300,1.137736428,41.32390925,"Grass","Stipa tenacissima"
"33",2,"Algeria","El Ouassria",1,2,2,0.8317,"Noaea","mucronata",NA,7,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Noaea mucronata"
"34",2,"Algeria","El Ouassria",1,2,2,0.8317,"Scorzonera","undulata",1,9,13,140.7777778,0.138461538,1.0136,3,66,NA,NA,"Herb","Scorzonera undulata"
"35",2,"Algeria","El Ouassria",1,2,2,0.8317,"Argyrolobium","uniflorum",1,5,1.56,93.42857143,0.304347826,0.290666667,3,77,NA,NA,"Wood","Argyrolobium uniflorum"
"36",2,"Algeria","El Ouassria",1,2,2,0.8317,"Stipa","parviflora",6,39,7.288,114.4127937,0.516466957,0.601649524,10,196,NA,NA,"Grass","Stipa parviflora"
"37",2,"Algeria","El Ouassria",1,2,2,0.8317,"Plantago","albicans",14,68,3.386666667,116.5999613,0.32559313,0.795645671,6,72,2.379333791,36.13201511,"Herb","Plantago albicans"
"38",2,"Algeria","El Ouassria",1,2,2,0.8317,"Scorzonera","laciniata",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Scorzonera laciniata"
"39",3,"Algeria","El Ouassria",1,3,1,0.8317,"Stipa","tenacissima",308,1291,55,43.12481173,0.591705161,1.369743651,NA,NA,1.007906315,41.86931469,"Grass","Stipa tenacissima"
"40",3,"Algeria","El Ouassria",1,3,1,0.8317,"Stipa","parviflora",1,3,8,96.39130435,0.410714286,0.4434,12,160,NA,NA,"Grass","Stipa parviflora"
"41",3,"Algeria","El Ouassria",1,3,1,0.8317,"Iris","sisyrynchium",25,129,15.8,83.17512842,0.277158879,1.226317778,19,729,2.010677208,38.66132631,"Herb","Iris sisyrynchium"
"42",3,"Algeria","El Ouassria",1,3,1,0.8317,"Telephium","imperati",4,14,2.5,135.5060445,0.225681783,0.197028387,1,170,3.65578615,44.41149244,"Herb","Telephium imperati"
"43",3,"Algeria","El Ouassria",1,3,1,0.8317,"Paronychia","argentea",2,22,0.73,88.04227941,0.354545455,0.056430303,3,54,0.961152705,35.59904655,"Herb","Paronychia argentea"
"44",3,"Algeria","El Ouassria",1,3,1,0.8317,"Launaea","resedifolia",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Launaea resedifolia"
"45",3,"Algeria","El Ouassria",1,3,1,0.8317,"Atractylis","serratuloides",37,145,2.69,59.53066145,0.293337373,0.700300085,12,700,1.702288458,40.62755317,"Herb","Atractylis serratuloides"
"46",3,"Algeria","El Ouassria",1,3,1,0.8317,"Echium","trygorrhizum",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Echium trygorrhizum"
"47",3,"Algeria","El Ouassria",1,3,1,0.8317,"Argyrolobium","uniflorum",1,8,1,91.90196078,0.26984127,0.120179487,3,60,NA,NA,"Wood","Argyrolobium uniflorum"
"48",3,"Algeria","El Ouassria",1,3,1,0.8317,"Scorzonera","undulata",3,9,13,131.9617891,0.144347654,1.065522619,5,308,2.063580894,41.91132408,"Herb","Scorzonera undulata"
"49",3,"Algeria","El Ouassria",1,3,1,0.8317,"Noaea","mucronata",8,15,2.4475,70.79205032,0.285059621,0.11245858,16,616,4.49829425,38.13792168,"Wood","Noaea mucronata"
"50",3,"Algeria","El Ouassria",1,3,1,0.8317,"Matthiola","longipetala",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Matthiola longipetala"
"51",3,"Algeria","El Ouassria",1,3,1,0.8317,"Plantago","albicans",29,128,3.264,125.2216567,0.207174829,0.894984127,9,99,1.803275193,29.03298357,"Herb","Plantago albicans"
"52",3,"Algeria","El Ouassria",1,3,1,0.8317,"Ajuga","iva",8,23,2.3225,124.5392439,0.234381549,0.664321875,6,24,2.853478545,35.58394721,"Wood","Ajuga iva"
"53",3,"Algeria","El Ouassria",1,3,1,0.8317,"Dactylis","glomerata",1,1,17,NA,0.341463415,NA,18,750,NA,NA,"Grass","Dactylis glomerata"
"54",3,"Algeria","El Ouassria",1,3,1,0.8317,"Allium","cupani",13,72,12.91666667,94.42840881,0.2168758,0.381693508,15,504,4.881180956,40.29279324,"Herb","Allium cupani"
"55",3,"Algeria","El Ouassria",1,3,1,0.8317,"Stipa","barbata",NA,18,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Stipa barbata"
"56",3,"Algeria","El Ouassria",1,3,1,0.8317,"Salvia","verbenaca",1,6,4,97.3115942,0.241681261,3.35725,2,48,NA,NA,"Herb","Salvia verbenaca"
"57",4,"Algeria","Hassi Bahbah",2,1,3,0.851,"Salsola","foetida",198,810,0.9145,37.71840008,0.194579381,0.12518208,70,32000,3.633847499,27.53563031,"Wood","Salsola foetida"
"58",4,"Algeria","Hassi Bahbah",2,1,3,0.851,"Atriplex","halimus",19,19,2.69,129.9518072,0.157794677,2.1572,20,11360,NA,NA,"Wood","Atriplex halimus"
"59",4,"Algeria","Hassi Bahbah",2,1,3,0.851,"Salsola","vermiculata",32,112,0.93,84.44479167,0.153847671,0.081783828,38,8800,2.725116002,31.42545567,"Wood","Salsola vermiculata"
"60",5,"Algeria","Hassi Bahbah",2,2,2,0.8511,"Ferula","communis",2,19,40,178.8627451,0.193181818,4.561,14,4800,NA,NA,"Wood","Ferula communis"
"61",5,"Algeria","Hassi Bahbah",2,2,2,0.8511,"Centaurea","incana",2,4,2.45,181.8733766,0.162288931,0.714576923,1,60,2.879802912,37.84569577,"Herb","Centaurea incana"
"62",5,"Algeria","Hassi Bahbah",2,2,2,0.8511,"Aizoon","sp.",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Aizoon sp."
"63",5,"Algeria","Hassi Bahbah",2,2,2,0.8511,"Atriplex","halimus",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Atriplex halimus"
"64",5,"Algeria","Hassi Bahbah",2,2,2,0.8511,"Herniaria","fontanesii",14,55,0.487142857,127.0661499,0.308971605,0.040304494,4,88,0.655915416,42.61729246,"Herb","Herniaria fontanesii"
"65",5,"Algeria","Hassi Bahbah",2,2,2,0.8511,"Plantago","coronopus",4,NA,6.02,153.4594298,0.089022491,2.225833333,9,54,1.376130888,34.62863504,"Herb","Plantago coronopus"
"66",5,"Algeria","Hassi Bahbah",2,2,2,0.8511,"Onopordum","arenarium",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Onopordum arenarium"
"67",5,"Algeria","Hassi Bahbah",2,2,2,0.8511,"Thymelaea","microphylla",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Thymelaea microphylla"
"68",5,"Algeria","Hassi Bahbah",2,2,2,0.8511,"Peganum","harmala",1,76,3.04,117.5555556,0.166666667,1.058,12,91,NA,NA,"Wood","Peganum harmala"
"69",5,"Algeria","Hassi Bahbah",2,2,2,0.8511,"Retama","raetam",31,185,14,43.44230769,0.272965879,0.56475,155,33300,NA,NA,"Wood","Retama raetam"
"70",5,"Algeria","Hassi Bahbah",2,2,2,0.8511,"Atriplex","glauca",1,5,1.59,118,0.194092827,0.2714,3,63,NA,NA,"Wood","Atriplex glauca"
"71",5,"Algeria","Hassi Bahbah",2,2,2,0.8511,"Plantago","albicans",22,89,4.57,127.6915154,0.203398424,0.820072346,5,315,1.973026354,36.6014163,"Herb","Plantago albicans"
"72",5,"Algeria","Hassi Bahbah",2,2,2,0.8511,"Salsola","vermiculata",475,1802,0.966666667,85.16269735,0.166363715,0.08224386,55,63000,2.14899437,30.7497935,"Wood","Salsola vermiculata"
"73",5,"Algeria","Hassi Bahbah",2,2,2,0.8511,"Muscari","comosum",4,15,7.79,158.212407,0.099642379,9.198333333,8,144,3.72474648,35.47090841,"Herb","Muscari comosum"
"74",5,"Algeria","Hassi Bahbah",2,2,2,0.8511,"Paronychia","argentea",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Paronychia argentea"
"75",5,"Algeria","Hassi Bahbah",2,2,2,0.8511,"Cynodon","dactylon",4,20,2.255,208.7600733,0.397569444,0.278996753,4,48,2.734956901,42.30297122,"Grass","Cynodon dactylon"
"76",5,"Algeria","Hassi Bahbah",2,2,2,0.8511,"Iris","sisyrynchium",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Iris sisyrynchium"
"77",6,"Algeria","Hassi Bahbah",2,3,1,0.8515,"Aizoon","sp.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Aizoon sp."
"78",6,"Algeria","Hassi Bahbah",2,3,1,0.8515,"Thymelaea","microphylla",2,43,0.445,109.8730159,0.314824515,0.049747273,15,420,2.591124987,39.89206965,"Wood","Thymelaea microphylla"
"79",6,"Algeria","Hassi Bahbah",2,3,1,0.8515,"Onopordum","acaulon",2,8,3.5,109.3088162,0.178371243,2.351666667,1,49,1.701613643,42.76269117,"Herb","Onopordum acaulon"
"80",6,"Algeria","Hassi Bahbah",2,3,1,0.8515,"Onopordum","arenarium",1,NA,8,77.35326087,0.258790436,7.1165,8,77,NA,NA,"Herb","Onopordum arenarium"
"81",6,"Algeria","Hassi Bahbah",2,3,1,0.8515,"Atractylis","carduus",1,10,3,62.38636364,0.297297297,0.343125,5,35,NA,NA,"Wood","Atractylis carduus"
"82",6,"Algeria","Hassi Bahbah",2,3,1,0.8515,"Retama","raetam",230,1032,26.29571429,15.50583181,0.447542628,0.902230303,200,145140,1.591380984,43.96463222,"Wood","Retama raetam"
"83",6,"Algeria","Hassi Bahbah",2,3,1,0.8515,"Marrubium","alysson",NA,15,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Marrubium alysson"
"84",6,"Algeria","Hassi Bahbah",2,3,1,0.8515,"Peganum","harmala",106,393,4.085294118,122.4047382,0.176976582,2.121078431,43,5293,3.609831217,36.04309016,"Wood","Peganum harmala"
"85",6,"Algeria","Hassi Bahbah",2,3,1,0.8515,"Plantago","albicans",16,58,3.735714286,148.6738792,0.187125427,0.689761395,5,66,2.154678721,28.08384047,"Herb","Plantago albicans"
"86",6,"Algeria","Hassi Bahbah",2,3,1,0.8515,"Bassia","muricata",4,13,1.0175,121.3079521,0.170138342,0.095410802,11,153,2.345318489,34.06833071,"Wood","Bassia muricata"
"87",6,"Algeria","Hassi Bahbah",2,3,1,0.8515,"Atractylis","serratuloides",2,4,3.57,93.28687739,0.265757042,0.514,4,60,1.283392512,47.86354507,"Herb","Atractylis serratuloides"
"88",22,"Argentina","Andalgala",8,1,3,0.8393,"Cucurbitella","asperata",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Cucurbitella asperata"
"89",22,"Argentina","Andalgala",8,1,3,0.8393,"Larrea","cuneifolia",135,1875,1.122857143,69.63581188,NA,0.487305288,200,40000,1.972280692,50.13500314,"Wood","Larrea cuneifolia"
"90",23,"Argentina","Andalgala",8,2,2,0.8393,"Setaria","pampeana",8,32,15,359.1407312,NA,2.975355556,30,400,2.391043322,43.54434007,"Grass","Setaria pampeana"
"91",23,"Argentina","Andalgala",8,2,2,0.8393,"Cottea","pappophoroides",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Cottea pappophoroides"
"92",23,"Argentina","Andalgala",8,2,2,0.8393,"Boerhavia","diffusa",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Boerhavia diffusa"
"93",23,"Argentina","Andalgala",8,2,2,0.8393,"Larrea","cuneifolia",395,2833,1.097142857,70.36964117,NA,0.431863921,200,160000,2.009775121,52.00413268,"Wood","Larrea cuneifolia"
"94",24,"Argentina","Andalgala",8,3,1,0.8399,"Cottea","pappophoroides",NA,29,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Cottea pappophoroides"
"95",24,"Argentina","Andalgala",8,3,1,0.8399,"Senna","aphylla",80,320,18.75,20.81585371,NA,1.739791667,250,250000,2.102387502,34.80668669,"Wood","Senna aphylla"
"96",24,"Argentina","Andalgala",8,3,1,0.8399,"Ximenia","americana",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Ximenia americana"
"97",24,"Argentina","Andalgala",8,3,1,0.8399,"Larrea","cuneifolia",280,2795,1.052857143,63.23752417,NA,0.424231332,200,60000,2.120955983,44.68487943,"Wood","Larrea cuneifolia"
"98",28,"Argentina","Central",10,1,3,0.8991,"Hoffmannseggia","trifoliata",NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Hoffmannseggia trifoliata"
"99",28,"Argentina","Central",10,1,3,0.8991,"Nassauvia","glomerulosa",15.5,309.5,NA,NA,NA,NA,6,196,0.626270467,36.38099269,"Wood","Nassauvia glomerulosa"
"100",28,"Argentina","Central",10,1,3,0.8991,"Ephedra","chilensis",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Ephedra chilensis"
"101",28,"Argentina","Central",10,1,3,0.8991,"Pappostipa","major",11,43.4,15.33333333,58.26511055,NA,0.784731481,22,1920,0.537128303,40.7272834,"Grass","Pappostipa major"
"102",28,"Argentina","Central",10,1,3,0.8991,"Poa","ligularis",1.5,83.2,2.44,62.51641138,NA,0.22856,2,70,NA,NA,"Grass","Poa ligularis"
"103",28,"Argentina","Central",10,1,3,0.8991,"Tetraglochin","caespitosum",NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Tetraglochin caespitosum"
"104",28,"Argentina","Central",10,1,3,0.8991,"Hordeum","comosum",NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Hordeum comosum"
"105",28,"Argentina","Central",10,1,3,0.8991,"Pappostipa","ibarii",7,143,2.45,114.815046,NA,0.186762386,3,24,1.235723248,38.32460984,"Grass","Pappostipa ibarii"
"106",28,"Argentina","Central",10,1,3,0.8991,"Austrocactus","sp.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Austrocactus sp."
"107",28,"Argentina","Central",10,1,3,0.8991,"Carex","argentina",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Carex argentina"
"108",28,"Argentina","Central",10,1,3,0.8991,"Pappostipa","humilis",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Pappostipa humilis"
"109",28,"Argentina","Central",10,1,3,0.8991,"Chuquiraga","aurea",16,120.8,2.1075,50.19650578,NA,0.197685949,8,480,0.681535468,45.45310897,"Wood","Chuquiraga aurea"
"110",28,"Argentina","Central",10,1,3,0.8991,"Chuquiraga","morenonis",NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Chuquiraga morenonis"
"111",28,"Argentina","Central",10,1,3,0.8991,"Nassauvia","ulicina",7,65,NA,NA,NA,NA,3,260,0.705333808,36.97195557,"Wood","Nassauvia ulicina"
"112",28,"Argentina","Central",10,1,3,0.8991,"Senecio","filaginoides",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Senecio filaginoides"
"113",28,"Argentina","Central",10,1,3,0.8991,"Brachyclados","caespitosus",10,126.9,0.54,46.38190955,NA,0.061003824,10,493,0.940727576,40.3055756,"Wood","Brachyclados caespitosus"
"114",29,"Argentina","Central",10,2,2,0.8938,"Pappostipa","major",1,11.2,5,107.1052632,NA,0.171368421,5,15,NA,NA,"Grass","Pappostipa major"
"115",29,"Argentina","Central",10,2,2,0.8938,"Tetraglochin","acanthocarpus",NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Tetraglochin acanthocarpus"
"116",29,"Argentina","Central",10,2,2,0.8938,"Tetraglochin","caespitosum",NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Tetraglochin caespitosum"
"117",29,"Argentina","Central",10,2,2,0.8938,"Nassauvia","ulicina",285,1653,NA,NA,NA,NA,8,1750,0.934287363,34.73080452,"Wood","Nassauvia ulicina"
"118",29,"Argentina","Central",10,2,2,0.8938,"Senecio","filaginoides",4,2.5,1.31,68.57673267,NA,0.197892857,14,252,NA,NA,"Wood","Senecio filaginoides"
"119",29,"Argentina","Central",10,2,2,0.8938,"Poa","ligularis",NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Poa ligularis"
"120",29,"Argentina","Central",10,2,2,0.8938,"Poa","lanuginosa",NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Poa lanuginosa"
"121",29,"Argentina","Central",10,2,2,0.8938,"Chuquiraga","morenonis",NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Chuquiraga morenonis"
"122",29,"Argentina","Central",10,2,2,0.8938,"Hoffmannseggia","trifoliata",NA,10.9,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Hoffmannseggia trifoliata"
"123",29,"Argentina","Central",10,2,2,0.8938,"Pappostipa","humilis",NA,10.1,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Pappostipa humilis"
"124",29,"Argentina","Central",10,2,2,0.8938,"Nassauvia","glomerulosa",4,99,NA,NA,NA,NA,7,1152,0.543821066,23.46094382,"Wood","Nassauvia glomerulosa"
"125",29,"Argentina","Central",10,2,2,0.8938,"Pappostipa","ibarii",NA,18.6,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Pappostipa ibarii"
"126",29,"Argentina","Central",10,2,2,0.8938,"Chuquiraga","aurea",3,40.2,1.43,39.02090209,NA,0.13137037,11.5,684,NA,NA,"Wood","Chuquiraga aurea"
"127",30,"Argentina","Central",10,3,1,0.8918,"Chuquiraga","morenonis",3.3,58.9,0.806666667,71.11433476,NA,0.105671393,5,80,0.945461384,31.42483646,"Wood","Chuquiraga morenonis"
"128",30,"Argentina","Central",10,3,1,0.8918,"Poa","ligularis",15,129.3,3.409,66.79424885,NA,0.219748452,4,150,0.497983455,46.05548163,"Grass","Poa ligularis"
"129",30,"Argentina","Central",10,3,1,0.8918,"Pappostipa","major",0.5,6.2,2.75,110.625,NA,0.10773913,4,22,NA,NA,"Grass","Pappostipa major"
"130",30,"Argentina","Central",10,3,1,0.8918,"Hordeum","comosum",NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Hordeum comosum"
"131",30,"Argentina","Central",10,3,1,0.8918,"Pappostipa","speciosa",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Pappostipa speciosa"
"132",30,"Argentina","Central",10,3,1,0.8918,"Nassauvia","glomerulosa",92,1537,NA,NA,NA,NA,5.5,1215,0.656490731,34.54944843,"Wood","Nassauvia glomerulosa"
"133",30,"Argentina","Central",10,3,1,0.8918,"Chuquiraga","aurea",12,47.3,1.11,34.31818182,NA,0.079095238,4,324,NA,NA,"Wood","Chuquiraga aurea"
"134",30,"Argentina","Central",10,3,1,0.8918,"Brachyclados","caespitosus",2,10.3,0.66,38.52295409,NA,0.064333333,5.5,198,NA,NA,"Wood","Brachyclados caespitosus"
"135",30,"Argentina","Central",10,3,1,0.8918,"Acantholippia","seriphioides",NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Acantholippia seriphioides"
"136",30,"Argentina","Central",10,3,1,0.8918,"Nassauvia","ulicina",4,14,NA,NA,NA,NA,3,320,0.587801466,40.38644706,"Wood","Nassauvia ulicina"
"137",30,"Argentina","Central",10,3,1,0.8918,"Tetraglochin","caespitosum",NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Tetraglochin caespitosum"
"138",30,"Argentina","Central",10,3,1,0.8918,"Pappostipa","humilis",4,49.7,7.666666667,80.64380125,NA,0.270650938,11,364,0.901955047,40.94184035,"Grass","Pappostipa humilis"
"139",30,"Argentina","Central",10,3,1,0.8918,"Hoffmannseggia","trifoliata",NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Hoffmannseggia trifoliata"
"140",30,"Argentina","Central",10,3,1,0.8918,"Pappostipa","ibarii",NA,68.3,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Pappostipa ibarii"
"141",30,"Argentina","Central",10,3,1,0.8918,"Berberis","heterophylla",NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Berberis heterophylla"
"142",31,"Argentina","Central",10,4,0,0.8901,"Poa","ligularis",84,766.1,15.94,54.31231681,NA,0.519676944,30,1056,0.5987238,31.47257591,"Grass","Poa ligularis"
"143",31,"Argentina","Central",10,4,0,0.8901,"Acantholippia","seriphioides",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Acantholippia seriphioides"
"144",31,"Argentina","Central",10,4,0,0.8901,"Pappostipa","speciosa",NA,9,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Pappostipa speciosa"
"145",31,"Argentina","Central",10,4,0,0.8901,"Pappostipa","major",4,54.1,13,80.80898876,NA,0.513714286,13,240,NA,NA,"Grass","Pappostipa major"
"146",31,"Argentina","Central",10,4,0,0.8901,"Pappostipa","humilis",6,64,12,88.88478365,NA,0.462386447,18,168,0.821095141,42.10339696,"Grass","Pappostipa humilis"
"147",31,"Argentina","Central",10,4,0,0.8901,"Mulguraea","tridens",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Mulguraea tridens"
"148",31,"Argentina","Central",10,4,0,0.8901,"Tetraglochin","caespitosum",NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Tetraglochin caespitosum"
"149",31,"Argentina","Central",10,4,0,0.8901,"Frankenia","patagonica",NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Frankenia patagonica"
"150",31,"Argentina","Central",10,4,0,0.8901,"Nassauvia","glomerulosa",98,1294,4.61,3.219427913,NA,0.718714286,15,902,0.612773448,27.94828851,"Wood","Nassauvia glomerulosa"
