"","ID","COU","SITE","SITE_ID","PLOT","GRAZ","ARIDITY.v3","Genus","Species","coverDryfun20","coverBiodesert100","MeanLL","MeanSLA","MeanLDMC","MeanLA","MaxH","MaxLS","percentN","percentC","Life_form","taxon"
"58",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Poa","ligularis",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Poa ligularis"
"59",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Monttea","aphylla",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Monttea aphylla"
"60",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Senna","aphylla",NA,27,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Senna aphylla"
"61",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Poa","lanuginosa",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Poa lanuginosa"
"62",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Prosopis","flexuosa",232.5,1448,9.736666667,59.90600101,0.411080516,8.259888889,200,70000,2.72404231,34.4563399,"Wood","Prosopis flexuosa"
"63",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Chuquiraga","rosulata",20,259,0.58,35.24761905,0.621301775,0.036284314,56,7560,NA,NA,"Wood","Chuquiraga rosulata"
"64",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Aloysia","gratissima",2,10,2.43,105.255814,0.421568627,0.9052,70,2700,NA,NA,"Wood","Aloysia gratissima"
"65",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Baccharis","crispa",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Baccharis crispa"
"66",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Amelichloa","ambigua",105.5,464,49.42857143,61.16544342,0.43815546,0.933812657,74,8000,1.398333525,27.6644942,"Grass","Amelichloa ambigua"
"67",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Glandularia","parodii",22,148,2.9,75.31011071,0.319075761,0.782971429,40,1050,1.809988832,39.04583261,"Herb","Glandularia parodii"
"68",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Sphaeralcea","mendocina",9.5,72,2.191428571,182.6375931,0.24198599,1.369257143,20,216,4.903531,35.20823038,"Wood","Sphaeralcea mendocina"
"69",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Nassella","longiglumis",307,931,38.55555556,82.73043498,0.419774814,1.013942574,70,6216,1.715831557,34.05495327,"Grass","Nassella longiglumis"
"70",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Baccharis","ulicina",31,207,1.558181818,119.0641042,0.344491681,0.162004133,52.5,1584,2.248520648,49.58887232,"Wood","Baccharis ulicina"
"71",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Geoffroea","decorticans",2,39,2.06,80.52040816,0.404958678,1.315166667,166,7600,NA,NA,"Wood","Geoffroea decorticans"
"72",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Pappostipa","speciosa",7,69,52.5,43.7774626,0.461175954,0.404873563,56,3600,1.454586616,40.0668327,"Grass","Pappostipa speciosa"
"73",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Sphaeralcea","mendocina",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Sphaeralcea mendocina"
"74",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Brachyclados","lycioides",5,144,3.46,71.15217391,0.37704918,0.5455,32,2385,NA,NA,"Wood","Brachyclados lycioides"
"75",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Trichocline","sinuata",1,1,8,101.3918919,0.259345794,9.0036,6,209,1.911218909,43.96603053,"Herb","Trichocline sinuata"
"76",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Ephedra","ochreata",20,25,10.36,17.22262774,0.440514469,1.8876,40,4900,1.129246351,38.21444359,"Wood","Ephedra ochreata"
"77",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Pappostipa","humilis",3,69,25,99.35135135,0.560606061,0.14704,20,440,NA,NA,"Grass","Pappostipa humilis"
"78",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Junellia","seriphioides",NA,25,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Junellia seriphioides"
"79",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Prosopidastrum","globosum",50,867,7.13,13.85955056,0.53776435,0.9868,16,897,NA,NA,"Wood","Prosopidastrum globosum"
"80",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Conyza","lorentzii",11,NA,6.2325,306.7566545,0.186941566,3.23115,44,360,4.320672106,39.81868188,"Herb","Conyza lorentzii"
"81",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Schinus","johnstonii",NA,45,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Schinus johnstonii"
"82",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Chuquiraga","rosulata",90,263,0.633333333,42.23969039,0.652801311,0.035712081,125,10260,1.275521938,42.70512185,"Wood","Chuquiraga rosulata"
"83",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Senna","aphylla",20,38,6.95,23.85897436,0.480739599,1.063428571,30,6000,NA,NA,"Wood","Senna aphylla"
"84",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Nassella","longiglumis",NA,25,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Nassella longiglumis"
"85",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Condalia","microphylla",50,472,0.42,62.60273973,0.439759036,0.042314815,15,26800,NA,NA,"Wood","Condalia microphylla"
"86",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Baccharis","ulicina",1,79,1.88,108.852459,0.319371728,0.086233766,34,40000,NA,NA,"Wood","Baccharis ulicina"
"87",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Pappostipa","speciosa",35.5,117,66.75,62.17157266,0.449736047,0.463430067,60,3000,2.351527774,37.54193724,"Grass","Pappostipa speciosa"
"88",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Monttea","aphylla",50,55,5.94,20.01345291,0.446,0.743833333,180,42000,NA,NA,"Wood","Monttea aphylla"
"89",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Prosopis","flexuosa",65,1879,11,41.0927888,0.46615238,6.6375,180,110200,NA,NA,"Wood","Prosopis flexuosa"
"90",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Baccharis","gilliesii",10,47,1.28,109.7627119,0.347058824,0.087513514,27,690,NA,NA,"Wood","Baccharis gilliesii"
"91",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Larrea","divaricata",310,2083,0.95,83.54410456,0.450876657,0.292470068,300,98600,2.633599802,42.53473383,"Wood","Larrea divaricata"
"92",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Acantholippia","seriphioides",55.5,320,0.2825,72.08177673,0.458530923,0.017530626,42,3500,2.10884911,42.73559719,"Herb","Acantholippia seriphioides"
"93",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Lycium","chilense",133,350,0.995714286,121.0865962,0.286261819,0.043826853,180,23100,4.808440428,36.75782548,"Wood","Lycium chilense"
"94",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Nassella","tenuis",830,4624,22.38888889,117.3273257,0.382316014,0.259508328,26,1496,2.493567349,38.83194198,"Grass","Nassella tenuis"
"95",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Glandularia","parodii",4,83,3.176666667,79.89250402,0.324572928,1.078666667,27,918,1.808879653,36.22698851,"Herb","Glandularia parodii"
"96",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Cardionema","ramosissima",4.5,7,0.87,107.5491733,0.407595184,0.019839294,6,192,2.182581212,39.0879551,"Herb","Cardionema ramosissima"
"97",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Bredemeyera","microphylla",13,99,0.935,64.88989899,0.431624897,0.064927394,50,2400,2.140974035,43.16054908,"Wood","Bredemeyera microphylla"
"98",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Prosopis","flexuosa var. Depressa",NA,NA,NA,NA,NA,NA,NA,NA,3.008473605,49.42228743,"Wood","Prosopis flexuosa"
"99",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Acantholippia","seriphioides",5,6,0.25,67.66447368,0.475,0.03016129,33,126,NA,NA,"Herb","Acantholippia seriphioides"
"100",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Condalia","microphylla",570,2626,0.465555556,48.91681649,0.500639779,0.042212298,220,142355,1.795928107,41.10804575,"Wood","Condalia microphylla"
"101",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Baccharis","crispa",NA,7,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Baccharis crispa"
"102",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Ephedra","triandra",17,92,8.17,18.03587706,0.496563191,1.281666667,100,2400,0.836145565,31.39008496,"Wood","Ephedra triandra"
"103",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Nassella","tenuis",350,1650,19.84615385,122.4459931,0.41467299,0.201614596,30,660,2.180552304,37.59662601,"Grass","Nassella tenuis"
"104",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Senna","aphylla",5,5,7.63,24.81967213,0.480314961,0.56775,37,1600,NA,NA,"Wood","Senna aphylla"
"105",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Conyza","lorentzii",18,NA,8.271428571,274.3707479,0.178556977,6.194942857,40,1540,4.378161223,36.56046595,"Herb","Conyza lorentzii"
"106",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Amelichloa","ambigua",2,2,55,46.95092025,0.468390805,0.364428571,50,2300,NA,NA,"Grass","Amelichloa ambigua"
"107",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Baccharis","gilliesii",2,4,1.3,99.64285714,0.449541284,0.107307692,18,100,NA,NA,"Wood","Baccharis gilliesii"
"108",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Prosopidastrum","globosum",160.5,1370,7.664,14.01435511,0.55324358,1.016928459,140,30400,NA,NA,"Wood","Prosopidastrum globosum"
"109",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Poa","lanuginosa",1,4,57,53.40486726,0.361022364,0.670527778,NA,NA,1.570008968,36.75826019,"Grass","Poa lanuginosa"
"110",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Larrea","divaricata",NA,46,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Larrea divaricata"
"111",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Baccharis","melanopotamica",2,7,0.54,116.5925926,0.38028169,0.046985075,12,80,NA,NA,"Wood","Baccharis melanopotamica"
"112",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Pappostipa","speciosa",24.5,164,67.66666667,54.82525897,0.508531837,0.307296129,60,1890,1.409360725,39.53258397,"Grass","Pappostipa speciosa"
"113",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Lycium","gilliesianum",26,128,1.62,162.6461039,0.19622454,0.050100029,140,14400,4.825408395,34.82313363,"Wood","Lycium gilliesianum"
"114",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Pappostipa","humilis",79,351,48.85714286,78.97987073,0.535341551,0.235155023,50,2726,1.436246888,39.49374386,"Grass","Pappostipa humilis"
"115",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Sphaeralcea","mendocina",3,6,1.87,103.1195881,0.352642276,0.9953,53,1000,3.210332303,37.11172944,"Wood","Sphaeralcea mendocina"
"116",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Ephedra","ochreata",96,197,7.535,14.6566193,0.505577763,1.414078571,56,3000,0.839417913,33.02631316,"Wood","Ephedra ochreata"
"117",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Prosopis","flexuosa var. Depressa",NA,NA,NA,NA,NA,NA,NA,NA,3.399413628,43.198025,"Wood","Prosopis flexuosa"
"118",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Chuquiraga","rosulata",175,1435,0.585714286,39.5118364,0.67093978,0.031057415,74,13800,1.062580806,45.7593128,"Wood","Chuquiraga rosulata"
"119",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Geoffroea","decorticans",90,435,2.1425,88.02097065,0.431946997,1.416759524,240,14400,2.591629097,45.83311671,"Wood","Geoffroea decorticans"
"120",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Cardionema","ramosissima",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Cardionema ramosissima"
"121",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Lycium","chilense",28,254,0.805,124.3469294,0.252124449,0.027654164,170,5605,3.933296779,43.25822449,"Wood","Lycium chilense"
"122",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Glandularia","parodii",11,88,3.533333333,70.4916221,0.341548023,1.435866667,53,510,1.936562521,38.37171943,"Herb","Glandularia parodii"
"123",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Brachyclados","lycioides",40,43,4,63.76271186,0.383116883,0.179142857,70,12000,NA,NA,"Wood","Brachyclados lycioides"
"124",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Prosopis","flexuosa",70,669,8.556666667,60.26279261,0.462733972,6.068944444,140,23800,NA,NA,"Wood","Prosopis flexuosa"
"125",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Baccharis","ulicina",26,106,1.5,128.5460664,0.397257111,0.075398912,36,1360,2.156482296,47.74038438,"Wood","Baccharis ulicina"
"126",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Schinus","johnstonii",NA,30,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Schinus johnstonii"
"127",19,"Argentina","Valcheta",7,1,3,0.8738,"Chuquiraga","erinacea hystrix",2,109,2.6,NA,0.468085106,NA,25,182,NA,NA,"Wood","Chuquiraga erinacea"
"128",19,"Argentina","Valcheta",7,1,3,0.8738,"Larrea","divaricata",48,458,0.756666667,67.18375789,0.453733663,0.245921863,118,17600,2.218544482,42.10546974,"Wood","Larrea divaricata"
"129",19,"Argentina","Valcheta",7,1,3,0.8738,"Larrea","cuneifolia",105,623,0.78,51.27577601,0.503042645,0.226422857,124,24600,1.573400669,36.15947854,"Wood","Larrea cuneifolia"
"130",19,"Argentina","Valcheta",7,1,3,0.8738,"Schinus","johnstonii",NA,33,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Schinus johnstonii"
"131",19,"Argentina","Valcheta",7,1,3,0.8738,"Mulguraea","aspera",1,17,1.06,165.4444444,0.341772152,0.124083333,42,306,NA,NA,"Wood","Mulguraea aspera"
"132",19,"Argentina","Valcheta",7,1,3,0.8738,"Nassella","tenuis",117,409,10.9,114.443199,0.366824057,0.280117489,30,920,2.480029935,29.99117314,"Grass","Nassella tenuis"
"133",19,"Argentina","Valcheta",7,1,3,0.8738,"Lycium","chilense",1,18,NA,NA,0.293706294,NA,90,600,NA,NA,"Wood","Lycium chilense"
"134",19,"Argentina","Valcheta",7,1,3,0.8738,"Pappostipa","speciosa",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Pappostipa speciosa"
"135",19,"Argentina","Valcheta",7,1,3,0.8738,"Condalia","microphylla",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Condalia microphylla"
"136",19,"Argentina","Valcheta",7,1,3,0.8738,"Boopis","anthemoides",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Boopis anthemoides"
"137",19,"Argentina","Valcheta",7,1,3,0.8738,"Nassella","longiglumis",1,1,25,127.0833333,0.342857143,0.508333333,20,360,NA,NA,"Grass","Nassella longiglumis"
"138",19,"Argentina","Valcheta",7,1,3,0.8738,"Tetraglochin","caespitosum",6,11,0.88,132.5545455,0.351419878,0.190173611,17,255,2.279709352,40.09083907,"Wood","Tetraglochin caespitosum"
"139",19,"Argentina","Valcheta",7,1,3,0.8738,"Prosopis","flexuosa",50,NA,11,57.12398374,0.389240506,7.02625,90,33440,NA,NA,"Wood","Prosopis flexuosa"
"140",19,"Argentina","Valcheta",7,1,3,0.8738,"Gutierrezia","baccharoides",22,142,3.181818182,97.9360037,0.289690207,0.661413605,14,810,2.022094474,35.61374635,"Wood","Gutierrezia baccharoides"
"141",19,"Argentina","Valcheta",7,1,3,0.8738,"Poa","ligularis",7,18,25,112.553252,0.300667931,0.6171,35,112,1.336343255,35.65042673,"Grass","Poa ligularis"
"142",19,"Argentina","Valcheta",7,1,3,0.8738,"Bougainvillea","spinosa",5,112,1.65,62.95294118,0.250737463,0.137205128,140,62400,NA,NA,"Wood","Bougainvillea spinosa"
"143",19,"Argentina","Valcheta",7,1,3,0.8738,"Acantholippia","seriphioides",94.5,356,0.230909091,86.87625552,0.390972505,0.0183041,40,2400,2.510818978,38.45032852,"Herb","Acantholippia seriphioides"
"144",19,"Argentina","Valcheta",7,1,3,0.8738,"Monttea","aphylla",75,205,6.51,8.422845691,0.648894668,0.8406,200,85800,2.603734428,38.33255209,"Wood","Monttea aphylla"
