"","ID","COU","SITE","SITE_ID","PLOT","GRAZ","ARIDITY.v3","Genus","Species","coverDryfun20","coverBiodesert100","MeanLL","MeanSLA","MeanLDMC","MeanLA","MaxH","MaxLS","percentN","percentC","Life_form","taxon"
"31",2,"Algeria","El Ouassria",1,2,2,0.8317,"Echium","trygorrhizum",1,4,2.84,158.95,0.117647059,1.059666667,2,35,NA,NA,"Wood","Echium trygorrhizum"
"32",2,"Algeria","El Ouassria",1,2,2,0.8317,"Stipa","tenacissima",410,1700,55.58333333,40.44409228,0.613103542,1.464959722,103,20300,1.137736428,41.32390925,"Grass","Stipa tenacissima"
"33",2,"Algeria","El Ouassria",1,2,2,0.8317,"Noaea","mucronata",NA,7,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Noaea mucronata"
"34",2,"Algeria","El Ouassria",1,2,2,0.8317,"Scorzonera","undulata",1,9,13,140.7777778,0.138461538,1.0136,3,66,NA,NA,"Herb","Scorzonera undulata"
"35",2,"Algeria","El Ouassria",1,2,2,0.8317,"Argyrolobium","uniflorum",1,5,1.56,93.42857143,0.304347826,0.290666667,3,77,NA,NA,"Wood","Argyrolobium uniflorum"
"36",2,"Algeria","El Ouassria",1,2,2,0.8317,"Stipa","parviflora",6,39,7.288,114.4127937,0.516466957,0.601649524,10,196,NA,NA,"Grass","Stipa parviflora"
"37",2,"Algeria","El Ouassria",1,2,2,0.8317,"Plantago","albicans",14,68,3.386666667,116.5999613,0.32559313,0.795645671,6,72,2.379333791,36.13201511,"Herb","Plantago albicans"
"38",2,"Algeria","El Ouassria",1,2,2,0.8317,"Scorzonera","laciniata",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Scorzonera laciniata"
"39",3,"Algeria","El Ouassria",1,3,1,0.8317,"Stipa","tenacissima",308,1291,55,43.12481173,0.591705161,1.369743651,NA,NA,1.007906315,41.86931469,"Grass","Stipa tenacissima"
"40",3,"Algeria","El Ouassria",1,3,1,0.8317,"Stipa","parviflora",1,3,8,96.39130435,0.410714286,0.4434,12,160,NA,NA,"Grass","Stipa parviflora"
"41",3,"Algeria","El Ouassria",1,3,1,0.8317,"Iris","sisyrynchium",25,129,15.8,83.17512842,0.277158879,1.226317778,19,729,2.010677208,38.66132631,"Herb","Iris sisyrynchium"
"42",3,"Algeria","El Ouassria",1,3,1,0.8317,"Telephium","imperati",4,14,2.5,135.5060445,0.225681783,0.197028387,1,170,3.65578615,44.41149244,"Herb","Telephium imperati"
"43",3,"Algeria","El Ouassria",1,3,1,0.8317,"Paronychia","argentea",2,22,0.73,88.04227941,0.354545455,0.056430303,3,54,0.961152705,35.59904655,"Herb","Paronychia argentea"
"44",3,"Algeria","El Ouassria",1,3,1,0.8317,"Launaea","resedifolia",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Launaea resedifolia"
"45",3,"Algeria","El Ouassria",1,3,1,0.8317,"Atractylis","serratuloides",37,145,2.69,59.53066145,0.293337373,0.700300085,12,700,1.702288458,40.62755317,"Herb","Atractylis serratuloides"
"46",3,"Algeria","El Ouassria",1,3,1,0.8317,"Echium","trygorrhizum",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Echium trygorrhizum"
"47",3,"Algeria","El Ouassria",1,3,1,0.8317,"Argyrolobium","uniflorum",1,8,1,91.90196078,0.26984127,0.120179487,3,60,NA,NA,"Wood","Argyrolobium uniflorum"
"48",3,"Algeria","El Ouassria",1,3,1,0.8317,"Scorzonera","undulata",3,9,13,131.9617891,0.144347654,1.065522619,5,308,2.063580894,41.91132408,"Herb","Scorzonera undulata"
"49",3,"Algeria","El Ouassria",1,3,1,0.8317,"Noaea","mucronata",8,15,2.4475,70.79205032,0.285059621,0.11245858,16,616,4.49829425,38.13792168,"Wood","Noaea mucronata"
"50",3,"Algeria","El Ouassria",1,3,1,0.8317,"Matthiola","longipetala",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Matthiola longipetala"
"51",3,"Algeria","El Ouassria",1,3,1,0.8317,"Plantago","albicans",29,128,3.264,125.2216567,0.207174829,0.894984127,9,99,1.803275193,29.03298357,"Herb","Plantago albicans"
"52",3,"Algeria","El Ouassria",1,3,1,0.8317,"Ajuga","iva",8,23,2.3225,124.5392439,0.234381549,0.664321875,6,24,2.853478545,35.58394721,"Wood","Ajuga iva"
"53",3,"Algeria","El Ouassria",1,3,1,0.8317,"Dactylis","glomerata",1,1,17,NA,0.341463415,NA,18,750,NA,NA,"Grass","Dactylis glomerata"
"54",3,"Algeria","El Ouassria",1,3,1,0.8317,"Allium","cupani",13,72,12.91666667,94.42840881,0.2168758,0.381693508,15,504,4.881180956,40.29279324,"Herb","Allium cupani"
"55",3,"Algeria","El Ouassria",1,3,1,0.8317,"Stipa","barbata",NA,18,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Stipa barbata"
"56",3,"Algeria","El Ouassria",1,3,1,0.8317,"Salvia","verbenaca",1,6,4,97.3115942,0.241681261,3.35725,2,48,NA,NA,"Herb","Salvia verbenaca"
"57",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Condalia","microphylla",291,1549,0.43125,51.1469179,0.437559714,0.03632037,165,40000,2.351248877,38.60898881,"Wood","Condalia microphylla"
"58",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Lycium","chilense",18,350,0.825,132.4130622,0.207770795,0.042346663,158,5500,4.481654631,36.24170751,"Wood","Lycium chilense"
"59",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Pappostipa","humilis",25,660,44.55555556,94.06361721,0.51389471,0.252234035,60,1650,1.094349119,40.25430856,"Grass","Pappostipa humilis"
"60",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Larrea","cuneifolia",NA,21,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Larrea cuneifolia"
"61",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Larrea","divaricata",NA,442,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Larrea divaricata"
"62",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Ephedra","triandra",NA,53,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Ephedra triandra"
"63",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Conyza","lorentzii",1,NA,9,99.37209302,0.26875,0.8546,40,320,NA,NA,"Herb","Conyza lorentzii"
"64",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Nassella","tenuis",199.5,750,22.04714286,101.9731297,0.379462848,0.256755613,70,2100,1.74371934,39.5964957,"Grass","Nassella tenuis"
"65",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Schinus","johnstonii",10,133,1.4,50.89073227,0.488270595,0.4279,120,8000,3.02287632,58.76015147,"Wood","Schinus johnstonii"
"66",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Prosopidastrum","globosum",NA,50,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Prosopidastrum globosum"
"67",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Bredemeyera","microphylla",NA,6,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Bredemeyera microphylla"
"68",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Poa","ligularis",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Poa ligularis"
"69",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Monttea","aphylla",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Monttea aphylla"
"70",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Senna","aphylla",NA,27,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Senna aphylla"
"71",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Grindelia","brachystephana",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Grindelia brachystephana"
"72",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Poa","lanuginosa",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Poa lanuginosa"
"73",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Prosopis","flexuosa",232.5,1448,9.736666667,59.90600101,0.411080516,8.259888889,200,70000,2.72404231,34.4563399,"Wood","Prosopis flexuosa"
"74",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Chuquiraga","rosulata",20,259,0.58,35.24761905,0.621301775,0.036284314,56,7560,NA,NA,"Wood","Chuquiraga rosulata"
"75",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Aloysia","gratissima",2,10,2.43,105.255814,0.421568627,0.9052,70,2700,NA,NA,"Wood","Aloysia gratissima"
"76",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Baccharis","crispa",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Baccharis crispa"
"77",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Amelichloa","ambigua",105.5,464,49.42857143,61.16544342,0.43815546,0.933812657,74,8000,1.398333525,27.6644942,"Grass","Amelichloa ambigua"
"78",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Glandularia","parodii",22,148,2.9,75.31011071,0.319075761,0.782971429,40,1050,1.809988832,39.04583261,"Herb","Glandularia parodii"
"79",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Sphaeralcea","mendocina",9.5,72,2.191428571,182.6375931,0.24198599,1.369257143,20,216,4.903531,35.20823038,"Wood","Sphaeralcea mendocina"
"80",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Nassella","longiglumis",307,931,38.55555556,82.73043498,0.419774814,1.013942574,70,6216,1.715831557,34.05495327,"Grass","Nassella longiglumis"
"81",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Baccharis","ulicina",31,207,1.558181818,119.0641042,0.344491681,0.162004133,52.5,1584,2.248520648,49.58887232,"Wood","Baccharis ulicina"
"82",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Geoffroea","decorticans",2,39,2.06,80.52040816,0.404958678,1.315166667,166,7600,NA,NA,"Wood","Geoffroea decorticans"
"83",16,"Argentina","Rio Colorado",6,1,3,0.8212,"Pappostipa","speciosa",7,69,52.5,43.7774626,0.461175954,0.404873563,56,3600,1.454586616,40.0668327,"Grass","Pappostipa speciosa"
"84",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Sphaeralcea","mendocina",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Sphaeralcea mendocina"
"85",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Brachyclados","lycioides",5,144,3.46,71.15217391,0.37704918,0.5455,32,2385,NA,NA,"Wood","Brachyclados lycioides"
"86",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Trichocline","sinuata",1,1,8,101.3918919,0.259345794,9.0036,6,209,1.911218909,43.96603053,"Herb","Trichocline sinuata"
"87",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Ephedra","ochreata",20,25,10.36,17.22262774,0.440514469,1.8876,40,4900,1.129246351,38.21444359,"Wood","Ephedra ochreata"
"88",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Pappostipa","humilis",3,69,25,99.35135135,0.560606061,0.14704,20,440,NA,NA,"Grass","Pappostipa humilis"
"89",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Senecio","subulatus",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Senecio subulatus"
"90",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Junellia","seriphioides",NA,25,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Junellia seriphioides"
"91",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Prosopidastrum","globosum",50,867,7.13,13.85955056,0.53776435,0.9868,16,897,NA,NA,"Wood","Prosopidastrum globosum"
"92",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Conyza","lorentzii",11,NA,6.2325,306.7566545,0.186941566,3.23115,44,360,4.320672106,39.81868188,"Herb","Conyza lorentzii"
"93",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Schinus","johnstonii",NA,45,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Schinus johnstonii"
"94",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Chuquiraga","rosulata",90,263,0.633333333,42.23969039,0.652801311,0.035712081,125,10260,1.275521938,42.70512185,"Wood","Chuquiraga rosulata"
"95",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Senna","aphylla",20,38,6.95,23.85897436,0.480739599,1.063428571,30,6000,NA,NA,"Wood","Senna aphylla"
"96",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Nassella","longiglumis",NA,25,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Nassella longiglumis"
"97",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Condalia","microphylla",50,472,0.42,62.60273973,0.439759036,0.042314815,15,26800,NA,NA,"Wood","Condalia microphylla"
"98",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Baccharis","ulicina",1,79,1.88,108.852459,0.319371728,0.086233766,34,40000,NA,NA,"Wood","Baccharis ulicina"
"99",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Pappostipa","speciosa",35.5,117,66.75,62.17157266,0.449736047,0.463430067,60,3000,2.351527774,37.54193724,"Grass","Pappostipa speciosa"
"100",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Monttea","aphylla",50,55,5.94,20.01345291,0.446,0.743833333,180,42000,NA,NA,"Wood","Monttea aphylla"
"101",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Prosopis","flexuosa",65,1879,11,41.0927888,0.46615238,6.6375,180,110200,NA,NA,"Wood","Prosopis flexuosa"
"102",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Baccharis","gilliesii",10,47,1.28,109.7627119,0.347058824,0.087513514,27,690,NA,NA,"Wood","Baccharis gilliesii"
"103",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Larrea","divaricata",310,2083,0.95,83.54410456,0.450876657,0.292470068,300,98600,2.633599802,42.53473383,"Wood","Larrea divaricata"
"104",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Acantholippia","seriphioides",55.5,320,0.2825,72.08177673,0.458530923,0.017530626,42,3500,2.10884911,42.73559719,"Herb","Acantholippia seriphioides"
"105",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Lycium","chilense",133,350,0.995714286,121.0865962,0.286261819,0.043826853,180,23100,4.808440428,36.75782548,"Wood","Lycium chilense"
"106",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Nassella","tenuis",830,4624,22.38888889,117.3273257,0.382316014,0.259508328,26,1496,2.493567349,38.83194198,"Grass","Nassella tenuis"
"107",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Glandularia","parodii",4,83,3.176666667,79.89250402,0.324572928,1.078666667,27,918,1.808879653,36.22698851,"Herb","Glandularia parodii"
"108",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Cardionema","ramosissima",4.5,7,0.87,107.5491733,0.407595184,0.019839294,6,192,2.182581212,39.0879551,"Herb","Cardionema ramosissima"
"109",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Bredemeyera","microphylla",13,99,0.935,64.88989899,0.431624897,0.064927394,50,2400,2.140974035,43.16054908,"Wood","Bredemeyera microphylla"
"110",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Prosopis","flexuosa var. Depressa",NA,NA,NA,NA,NA,NA,NA,NA,3.008473605,49.42228743,"Wood","Prosopis flexuosa"
"111",17,"Argentina","Rio Colorado",6,2,2,0.8223,"Prosopis","alpataco",225,NA,7.75,63.11718327,0.439482647,5.471770833,270,54000,NA,NA,"Wood","Prosopis alpataco"
"112",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Acantholippia","seriphioides",5,6,0.25,67.66447368,0.475,0.03016129,33,126,NA,NA,"Herb","Acantholippia seriphioides"
"113",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Condalia","microphylla",570,2626,0.465555556,48.91681649,0.500639779,0.042212298,220,142355,1.795928107,41.10804575,"Wood","Condalia microphylla"
"114",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Baccharis","crispa",NA,7,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Baccharis crispa"
"115",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Ephedra","triandra",17,92,8.17,18.03587706,0.496563191,1.281666667,100,2400,0.836145565,31.39008496,"Wood","Ephedra triandra"
"116",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Nassella","tenuis",350,1650,19.84615385,122.4459931,0.41467299,0.201614596,30,660,2.180552304,37.59662601,"Grass","Nassella tenuis"
"117",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Senna","aphylla",5,5,7.63,24.81967213,0.480314961,0.56775,37,1600,NA,NA,"Wood","Senna aphylla"
"118",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Conyza","lorentzii",18,NA,8.271428571,274.3707479,0.178556977,6.194942857,40,1540,4.378161223,36.56046595,"Herb","Conyza lorentzii"
"119",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Amelichloa","ambigua",2,2,55,46.95092025,0.468390805,0.364428571,50,2300,NA,NA,"Grass","Amelichloa ambigua"
"120",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Baccharis","gilliesii",2,4,1.3,99.64285714,0.449541284,0.107307692,18,100,NA,NA,"Wood","Baccharis gilliesii"
"121",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Prosopidastrum","globosum",160.5,1370,7.664,14.01435511,0.55324358,1.016928459,140,30400,NA,NA,"Wood","Prosopidastrum globosum"
"122",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Poa","lanuginosa",1,4,57,53.40486726,0.361022364,0.670527778,NA,NA,1.570008968,36.75826019,"Grass","Poa lanuginosa"
"123",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Larrea","divaricata",NA,46,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Larrea divaricata"
"124",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Baccharis","melanopotamica",2,7,0.54,116.5925926,0.38028169,0.046985075,12,80,NA,NA,"Wood","Baccharis melanopotamica"
"125",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Pappostipa","speciosa",24.5,164,67.66666667,54.82525897,0.508531837,0.307296129,60,1890,1.409360725,39.53258397,"Grass","Pappostipa speciosa"
"126",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Lycium","gilliesianum",26,128,1.62,162.6461039,0.19622454,0.050100029,140,14400,4.825408395,34.82313363,"Wood","Lycium gilliesianum"
"127",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Pappostipa","humilis",79,351,48.85714286,78.97987073,0.535341551,0.235155023,50,2726,1.436246888,39.49374386,"Grass","Pappostipa humilis"
"128",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Sphaeralcea","mendocina",3,6,1.87,103.1195881,0.352642276,0.9953,53,1000,3.210332303,37.11172944,"Wood","Sphaeralcea mendocina"
"129",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Ephedra","ochreata",96,197,7.535,14.6566193,0.505577763,1.414078571,56,3000,0.839417913,33.02631316,"Wood","Ephedra ochreata"
"130",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Prosopis","flexuosa var. Depressa",NA,NA,NA,NA,NA,NA,NA,NA,3.399413628,43.198025,"Wood","Prosopis flexuosa"
"131",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Chuquiraga","rosulata",175,1435,0.585714286,39.5118364,0.67093978,0.031057415,74,13800,1.062580806,45.7593128,"Wood","Chuquiraga rosulata"
"132",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Geoffroea","decorticans",90,435,2.1425,88.02097065,0.431946997,1.416759524,240,14400,2.591629097,45.83311671,"Wood","Geoffroea decorticans"
"133",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Cardionema","ramosissima",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Cardionema ramosissima"
"134",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Capparis","atamisquea",90,200,1.66,53.18181818,0.435028249,0.372272727,300,84280,NA,NA,"Wood","Capparis atamisquea"
"135",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Lycium","chilense",28,254,0.805,124.3469294,0.252124449,0.027654164,170,5605,3.933296779,43.25822449,"Wood","Lycium chilense"
"136",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Glandularia","parodii",11,88,3.533333333,70.4916221,0.341548023,1.435866667,53,510,1.936562521,38.37171943,"Herb","Glandularia parodii"
"137",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Brachyclados","lycioides",40,43,4,63.76271186,0.383116883,0.179142857,70,12000,NA,NA,"Wood","Brachyclados lycioides"
"138",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Prosopis","flexuosa",70,669,8.556666667,60.26279261,0.462733972,6.068944444,140,23800,NA,NA,"Wood","Prosopis flexuosa"
"139",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Baccharis","ulicina",26,106,1.5,128.5460664,0.397257111,0.075398912,36,1360,2.156482296,47.74038438,"Wood","Baccharis ulicina"
"140",18,"Argentina","Rio Colorado",6,3,1,0.8223,"Schinus","johnstonii",NA,30,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Schinus johnstonii"
"141",19,"Argentina","Valcheta",7,1,3,0.8738,"Senecio","subulatus",2,24,2.3,54.48717949,0.301158301,0.177083333,50,1360,NA,NA,"Wood","Senecio subulatus"
"142",19,"Argentina","Valcheta",7,1,3,0.8738,"Chuquiraga","erinacea hystrix",2,109,2.6,NA,0.468085106,NA,25,182,NA,NA,"Wood","Chuquiraga erinacea"
"143",19,"Argentina","Valcheta",7,1,3,0.8738,"Prosopis","denudans",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Prosopis denudans"
"144",19,"Argentina","Valcheta",7,1,3,0.8738,"Larrea","divaricata",48,458,0.756666667,67.18375789,0.453733663,0.245921863,118,17600,2.218544482,42.10546974,"Wood","Larrea divaricata"
