"","ID","COU","SITE_comm","SITE_ID","PLOT_comm","taxon","coverBiodesert100","GRAZ","ARIDITY.v3_comm","site_ID_comm","sum_abun","SITE_trait","PLOT_trait","ARIDITY.v3_trait","coverBiodesert100_FT","Life_form","trait","value","site_ID_trait","n_sample","weight","level","max_n_in_sample"
"19","1","Algeria","El Ouassria",1,1,"Echium trygorrhizum",0.1,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.1,"Wood","MaxH",6,"1",1,0.1,"ID",2
"20","1","Algeria","El Ouassria",1,1,"Echium trygorrhizum",0.1,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.1,"Wood","MaxLS",16,"1",1,0.1,"ID",2
"21","1","Algeria","El Ouassria",1,1,"Echium trygorrhizum",0.1,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.1,"Wood","percentN",3.081380815,"1",1,0.1,"ID",1
"22","1","Algeria","El Ouassria",1,1,"Echium trygorrhizum",0.1,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.1,"Wood","percentC",41.01272965,"1",1,0.1,"ID",1
"23","1","Algeria","El Ouassria",1,1,"Stipa tenacissima",1.32,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,1.32,"Grass","MeanLL",21,"1",1,1.32,"ID",3
"24","1","Algeria","El Ouassria",1,1,"Stipa tenacissima",1.32,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,1.32,"Grass","MeanSLA",64.62467871,"1",1,1.32,"ID",3
"25","1","Algeria","El Ouassria",1,1,"Stipa tenacissima",1.32,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,1.32,"Grass","MeanLDMC",0.514277598,"1",1,1.32,"ID",3
"26","1","Algeria","El Ouassria",1,1,"Stipa tenacissima",1.32,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,1.32,"Grass","MeanLA",1.307304762,"1",1,1.32,"ID",3
"27","1","Algeria","El Ouassria",1,1,"Stipa tenacissima",1.32,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,1.32,"Grass","MaxH",66,"1",1,1.32,"ID",2
"28","1","Algeria","El Ouassria",1,1,"Stipa tenacissima",1.32,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,1.32,"Grass","MaxLS",8500,"1",1,1.32,"ID",2
"29","1","Algeria","El Ouassria",1,1,"Stipa tenacissima",1.32,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,1.32,"Grass","percentN",1.126442696,"1",1,1.32,"ID",3
"30","1","Algeria","El Ouassria",1,1,"Stipa tenacissima",1.32,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,1.32,"Grass","percentC",38.4005194,"1",1,1.32,"ID",3
"31","1","Algeria","El Ouassria",1,1,"Atractylis serratuloides",0.68,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.68,"Herb","MeanLL",2.580666667,"1",1,0.68,"ID",4
"32","1","Algeria","El Ouassria",1,1,"Atractylis serratuloides",0.68,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.68,"Herb","MeanSLA",74.49095107,"1",1,0.68,"ID",4
"33","1","Algeria","El Ouassria",1,1,"Atractylis serratuloides",0.68,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.68,"Herb","MeanLDMC",0.260839165,"1",1,0.68,"ID",4
"34","1","Algeria","El Ouassria",1,1,"Atractylis serratuloides",0.68,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.68,"Herb","MeanLA",0.637067205,"1",1,0.68,"ID",4
"35","1","Algeria","El Ouassria",1,1,"Atractylis serratuloides",0.68,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.68,"Herb","MaxH",11,"1",1,0.68,"ID",4
"36","1","Algeria","El Ouassria",1,1,"Atractylis serratuloides",0.68,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.68,"Herb","MaxLS",70,"1",1,0.68,"ID",4
"37","1","Algeria","El Ouassria",1,1,"Atractylis serratuloides",0.68,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.68,"Herb","percentN",1.981317316,"1",1,0.68,"ID",4
"38","1","Algeria","El Ouassria",1,1,"Atractylis serratuloides",0.68,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.68,"Herb","percentC",46.32963671,"1",1,0.68,"ID",4
"39","1","Algeria","El Ouassria",1,1,"Iris sisyrynchium",0.24,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.24,"Herb","MeanLL",6.891666667,"1",1,0.24,"ID",3
"40","1","Algeria","El Ouassria",1,1,"Iris sisyrynchium",0.24,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.24,"Herb","MeanSLA",119.4692883,"1",1,0.24,"ID",3
"41","1","Algeria","El Ouassria",1,1,"Iris sisyrynchium",0.24,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.24,"Herb","MeanLDMC",0.287961275,"1",1,0.24,"ID",3
"42","1","Algeria","El Ouassria",1,1,"Iris sisyrynchium",0.24,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.24,"Herb","MeanLA",1.250261111,"1",1,0.24,"ID",3
"43","1","Algeria","El Ouassria",1,1,"Iris sisyrynchium",0.24,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.24,"Herb","MaxH",8,"1",1,0.24,"ID",3
"44","1","Algeria","El Ouassria",1,1,"Iris sisyrynchium",0.24,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.24,"Herb","MaxLS",52,"1",1,0.24,"ID",3
"45","1","Algeria","El Ouassria",1,1,"Iris sisyrynchium",0.24,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.24,"Herb","percentN",1.200517464,"1",1,0.24,"ID",3
"46","1","Algeria","El Ouassria",1,1,"Iris sisyrynchium",0.24,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.24,"Herb","percentC",21.41776386,"1",1,0.24,"ID",3
"47","1","Algeria","El Ouassria",1,1,"Scorzonera undulata",0.08,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.08,"Herb","MeanLL",9,"1",1,0.08,"ID",3
"48","1","Algeria","El Ouassria",1,1,"Scorzonera undulata",0.08,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.08,"Herb","MeanSLA",104.8636364,"1",1,0.08,"ID",3
"49","1","Algeria","El Ouassria",1,1,"Scorzonera undulata",0.08,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.08,"Herb","MeanLDMC",0.173228346,"1",1,0.08,"ID",3
"50","1","Algeria","El Ouassria",1,1,"Scorzonera undulata",0.08,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.08,"Herb","MeanLA",2.307,"1",1,0.08,"ID",3
"51","1","Algeria","El Ouassria",1,1,"Scorzonera undulata",0.08,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.08,"Herb","MaxH",1,"1",1,0.08,"ID",3
"52","1","Algeria","El Ouassria",1,1,"Scorzonera undulata",0.08,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.08,"Herb","MaxLS",130,"1",1,0.08,"ID",3
"53","1","Algeria","El Ouassria",1,1,"Allium cupani",0.42,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.42,"Herb","MeanLL",12.66666667,"1",1,0.42,"ID",3
"54","1","Algeria","El Ouassria",1,1,"Allium cupani",0.42,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.42,"Herb","MeanSLA",106.718513,"1",1,0.42,"ID",3
"55","1","Algeria","El Ouassria",1,1,"Allium cupani",0.42,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.42,"Herb","MeanLDMC",0.246290493,"1",1,0.42,"ID",3
"56","1","Algeria","El Ouassria",1,1,"Allium cupani",0.42,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.42,"Herb","MeanLA",0.573061111,"1",1,0.42,"ID",3
"57","1","Algeria","El Ouassria",1,1,"Allium cupani",0.42,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.42,"Herb","MaxH",16,"1",1,0.42,"ID",3
"58","1","Algeria","El Ouassria",1,1,"Allium cupani",0.42,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.42,"Herb","MaxLS",80,"1",1,0.42,"ID",3
"59","1","Algeria","El Ouassria",1,1,"Allium cupani",0.42,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.42,"Herb","percentN",4.36904713,"1",1,0.42,"ID",3
"60","1","Algeria","El Ouassria",1,1,"Allium cupani",0.42,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.42,"Herb","percentC",40.56587601,"1",1,0.42,"ID",3
"61","1","Algeria","El Ouassria",1,1,"Plantago albicans",0.5,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.5,"Herb","MeanLL",3.955555556,"1",1,0.5,"ID",5
"62","1","Algeria","El Ouassria",1,1,"Plantago albicans",0.5,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.5,"Herb","MeanSLA",130.2972232,"1",1,0.5,"ID",5
"63","1","Algeria","El Ouassria",1,1,"Plantago albicans",0.5,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.5,"Herb","MeanLDMC",0.251220825,"1",1,0.5,"ID",5
"64","1","Algeria","El Ouassria",1,1,"Plantago albicans",0.5,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.5,"Herb","MeanLA",1.364767725,"1",1,0.5,"ID",5
"65","1","Algeria","El Ouassria",1,1,"Plantago albicans",0.5,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.5,"Herb","MaxH",4,"1",1,0.5,"ID",5
"66","1","Algeria","El Ouassria",1,1,"Plantago albicans",0.5,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.5,"Herb","MaxLS",42,"1",1,0.5,"ID",5
"67","1","Algeria","El Ouassria",1,1,"Plantago albicans",0.5,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.5,"Herb","percentN",2.136204797,"1",1,0.5,"ID",5
"68","1","Algeria","El Ouassria",1,1,"Plantago albicans",0.5,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.5,"Herb","percentC",27.56796725,"1",1,0.5,"ID",5
"69","1","Algeria","El Ouassria",1,1,"Stipa parviflora",0.15,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.15,"Grass","MeanLL",7.333333333,"1",1,0.15,"ID",3
"70","1","Algeria","El Ouassria",1,1,"Stipa parviflora",0.15,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.15,"Grass","MeanSLA",109.9861111,"1",1,0.15,"ID",3
"71","1","Algeria","El Ouassria",1,1,"Stipa parviflora",0.15,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.15,"Grass","MeanLDMC",0.488451806,"1",1,0.15,"ID",3
"72","1","Algeria","El Ouassria",1,1,"Stipa parviflora",0.15,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.15,"Grass","MeanLA",0.643033333,"1",1,0.15,"ID",3
"73","1","Algeria","El Ouassria",1,1,"Stipa parviflora",0.15,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.15,"Grass","MaxH",7,"1",1,0.15,"ID",3
"74","1","Algeria","El Ouassria",1,1,"Stipa parviflora",0.15,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.15,"Grass","MaxLS",440,"1",1,0.15,"ID",3
"75","1","Algeria","El Ouassria",1,1,"Stipa parviflora",0.15,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.15,"Grass","percentN",2.673009653,"1",1,0.15,"ID",1
"76","1","Algeria","El Ouassria",1,1,"Stipa parviflora",0.15,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.15,"Grass","percentC",45.31180619,"1",1,0.15,"ID",1
"77","1","Algeria","El Ouassria",1,1,"Paronychia argentea",0.03,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.03,"Herb","MeanLL",0.41,"1",1,0.03,"ID",3
"78","1","Algeria","El Ouassria",1,1,"Paronychia argentea",0.03,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.03,"Herb","MeanSLA",149.3333333,"1",1,0.03,"ID",3
"79","1","Algeria","El Ouassria",1,1,"Paronychia argentea",0.03,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.03,"Herb","MeanLDMC",0.6,"1",1,0.03,"ID",3
"80","1","Algeria","El Ouassria",1,1,"Paronychia argentea",0.03,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.03,"Herb","MeanLA",0.01792,"1",1,0.03,"ID",3
"81","1","Algeria","El Ouassria",1,1,"Paronychia argentea",0.03,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.03,"Herb","MaxH",2,"1",1,0.03,"ID",3
"82","1","Algeria","El Ouassria",1,1,"Paronychia argentea",0.03,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.03,"Herb","MaxLS",4,"1",1,0.03,"ID",3
"83","1","Algeria","El Ouassria",1,1,"Stipa barbata",0.53,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.53,"Grass","MeanLL",6.616666667,"1",1,0.53,"ID",2
"84","1","Algeria","El Ouassria",1,1,"Stipa barbata",0.53,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.53,"Grass","MeanSLA",106.9887157,"1",1,0.53,"ID",2
"85","1","Algeria","El Ouassria",1,1,"Stipa barbata",0.53,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.53,"Grass","MeanLDMC",0.442791785,"1",1,0.53,"ID",2
"86","1","Algeria","El Ouassria",1,1,"Stipa barbata",0.53,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.53,"Grass","MeanLA",0.37295377,"1",1,0.53,"ID",2
"87","1","Algeria","El Ouassria",1,1,"Stipa barbata",0.53,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.53,"Grass","MaxH",6,"1",1,0.53,"ID",2
"88","1","Algeria","El Ouassria",1,1,"Stipa barbata",0.53,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.53,"Grass","MaxLS",270,"1",1,0.53,"ID",2
"89","1","Algeria","El Ouassria",1,1,"Stipa barbata",0.53,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.53,"Grass","percentN",3.550893726,"1",1,0.53,"ID",1
"90","1","Algeria","El Ouassria",1,1,"Stipa barbata",0.53,"3",0.8301,"1",4.22,"El Ouassria",1,0.8301,0.53,"Grass","percentC",41.26633242,"1",1,0.53,"ID",1
"91","2","Algeria","El Ouassria",1,2,"Ajuga iva",0.03,"2",0.8317,"1",20.68,"El Ouassria",3,0.8317,0.23,"Wood","MeanLL",2.3225,"1",1,0.03,"SITE_ID",1
"92","2","Algeria","El Ouassria",1,2,"Ajuga iva",0.03,"2",0.8317,"1",20.68,"El Ouassria",3,0.8317,0.23,"Wood","MeanSLA",124.5392439,"1",1,0.03,"SITE_ID",1
"93","2","Algeria","El Ouassria",1,2,"Ajuga iva",0.03,"2",0.8317,"1",20.68,"El Ouassria",3,0.8317,0.23,"Wood","MeanLDMC",0.234381549,"1",1,0.03,"SITE_ID",1
"94","2","Algeria","El Ouassria",1,2,"Ajuga iva",0.03,"2",0.8317,"1",20.68,"El Ouassria",3,0.8317,0.23,"Wood","MeanLA",0.664321875,"1",1,0.03,"SITE_ID",1
"95","2","Algeria","El Ouassria",1,2,"Ajuga iva",0.03,"2",0.8317,"1",20.68,"El Ouassria",3,0.8317,0.23,"Wood","MaxH",6,"1",1,0.03,"SITE_ID",1
"96","2","Algeria","El Ouassria",1,2,"Ajuga iva",0.03,"2",0.8317,"1",20.68,"El Ouassria",3,0.8317,0.23,"Wood","MaxLS",24,"1",1,0.03,"SITE_ID",1
"97","2","Algeria","El Ouassria",1,2,"Ajuga iva",0.03,"2",0.8317,"1",20.68,"El Ouassria",3,0.8317,0.23,"Wood","percentN",2.853478545,"1",1,0.03,"SITE_ID",1
"98","2","Algeria","El Ouassria",1,2,"Ajuga iva",0.03,"2",0.8317,"1",20.68,"El Ouassria",3,0.8317,0.23,"Wood","percentC",35.58394721,"1",1,0.03,"SITE_ID",1
"99","2","Algeria","El Ouassria",1,2,"Echium trygorrhizum",0.04,"2",0.8317,"1",20.68,"El Ouassria",1,0.8301,0.1,"Wood","percentN",3.081380815,"1",1,0.04,"SITE_ID",1
"100","2","Algeria","El Ouassria",1,2,"Echium trygorrhizum",0.04,"2",0.8317,"1",20.68,"El Ouassria",1,0.8301,0.1,"Wood","percentC",41.01272965,"1",1,0.04,"SITE_ID",1
"101","2","Algeria","El Ouassria",1,2,"Scorzonera undulata",0.09,"2",0.8317,"1",20.68,"El Ouassria",3,0.8317,0.09,"Herb","percentN",2.063580894,"1",1,0.09,"SITE_ID",1
"102","2","Algeria","El Ouassria",1,2,"Scorzonera undulata",0.09,"2",0.8317,"1",20.68,"El Ouassria",3,0.8317,0.09,"Herb","percentC",41.91132408,"1",1,0.09,"SITE_ID",1
"103","2","Algeria","El Ouassria",1,2,"Stipa parviflora",0.39,"2",0.8317,"1",20.68,"El Ouassria",1,0.8301,0.15,"Grass","percentN",2.673009653,"1",1,0.39,"SITE_ID",1
"104","2","Algeria","El Ouassria",1,2,"Stipa parviflora",0.39,"2",0.8317,"1",20.68,"El Ouassria",1,0.8301,0.15,"Grass","percentC",45.31180619,"1",1,0.39,"SITE_ID",1
"105","2","Algeria","El Ouassria",1,2,"Iris sisyrynchium",0.31,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.31,"Herb","MeanLL",13.28571429,"1",1,0.31,"ID",3
"106","2","Algeria","El Ouassria",1,2,"Iris sisyrynchium",0.31,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.31,"Herb","MeanSLA",94.1609988,"1",1,0.31,"ID",3
"107","2","Algeria","El Ouassria",1,2,"Iris sisyrynchium",0.31,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.31,"Herb","MeanLDMC",0.304103476,"1",1,0.31,"ID",3
"108","2","Algeria","El Ouassria",1,2,"Iris sisyrynchium",0.31,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.31,"Herb","MeanLA",0.812502778,"1",1,0.31,"ID",3
"109","2","Algeria","El Ouassria",1,2,"Iris sisyrynchium",0.31,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.31,"Herb","MaxH",13,"1",1,0.31,"ID",3
"110","2","Algeria","El Ouassria",1,2,"Iris sisyrynchium",0.31,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.31,"Herb","MaxLS",221,"1",1,0.31,"ID",3
"111","2","Algeria","El Ouassria",1,2,"Iris sisyrynchium",0.31,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.31,"Herb","percentN",1.830195628,"1",1,0.31,"ID",3
"112","2","Algeria","El Ouassria",1,2,"Iris sisyrynchium",0.31,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.31,"Herb","percentC",43.88075756,"1",1,0.31,"ID",3
"113","2","Algeria","El Ouassria",1,2,"Paronychia argentea",0.07,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.07,"Herb","MeanLL",0.745,"1",1,0.07,"ID",3
"114","2","Algeria","El Ouassria",1,2,"Paronychia argentea",0.07,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.07,"Herb","MeanSLA",99.33662281,"1",1,0.07,"ID",3
"115","2","Algeria","El Ouassria",1,2,"Paronychia argentea",0.07,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.07,"Herb","MeanLDMC",0.411413043,"1",1,0.07,"ID",3
"116","2","Algeria","El Ouassria",1,2,"Paronychia argentea",0.07,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.07,"Herb","MeanLA",0.057099521,"1",1,0.07,"ID",3
"117","2","Algeria","El Ouassria",1,2,"Paronychia argentea",0.07,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.07,"Herb","MaxH",2,"1",1,0.07,"ID",3
"118","2","Algeria","El Ouassria",1,2,"Paronychia argentea",0.07,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.07,"Herb","MaxLS",24,"1",1,0.07,"ID",3
"119","2","Algeria","El Ouassria",1,2,"Paronychia argentea",0.07,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.07,"Herb","percentN",1.423561005,"1",1,0.07,"ID",2
"120","2","Algeria","El Ouassria",1,2,"Paronychia argentea",0.07,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.07,"Herb","percentC",38.49797805,"1",1,0.07,"ID",2
"121","2","Algeria","El Ouassria",1,2,"Matthiola longipetala",0.12,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.12,"Wood","MeanLL",5.08,"1",1,0.12,"ID",1
"122","2","Algeria","El Ouassria",1,2,"Matthiola longipetala",0.12,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.12,"Wood","MeanSLA",88.17948718,"1",1,0.12,"ID",1
"123","2","Algeria","El Ouassria",1,2,"Matthiola longipetala",0.12,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.12,"Wood","MeanLDMC",0.228706967,"1",1,0.12,"ID",1
"124","2","Algeria","El Ouassria",1,2,"Matthiola longipetala",0.12,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.12,"Wood","MeanLA",2.6485,"1",1,0.12,"ID",1
"125","2","Algeria","El Ouassria",1,2,"Matthiola longipetala",0.12,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.12,"Wood","MaxH",6,"1",1,0.12,"ID",1
"126","2","Algeria","El Ouassria",1,2,"Matthiola longipetala",0.12,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.12,"Wood","MaxLS",143,"1",1,0.12,"ID",1
"127","2","Algeria","El Ouassria",1,2,"Matthiola longipetala",0.12,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.12,"Wood","percentN",2.518449817,"1",1,0.12,"ID",1
"128","2","Algeria","El Ouassria",1,2,"Matthiola longipetala",0.12,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.12,"Wood","percentC",36.57067881,"1",1,0.12,"ID",1
"129","2","Algeria","El Ouassria",1,2,"Allium cupani",0.73,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.73,"Herb","MeanLL",11.8,"1",1,0.73,"ID",3
"130","2","Algeria","El Ouassria",1,2,"Allium cupani",0.73,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.73,"Herb","MeanSLA",104.7680279,"1",1,0.73,"ID",3
"131","2","Algeria","El Ouassria",1,2,"Allium cupani",0.73,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.73,"Herb","MeanLDMC",0.224176133,"1",1,0.73,"ID",3
"132","2","Algeria","El Ouassria",1,2,"Allium cupani",0.73,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.73,"Herb","MeanLA",0.352943214,"1",1,0.73,"ID",3
"133","2","Algeria","El Ouassria",1,2,"Allium cupani",0.73,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.73,"Herb","MaxH",11,"1",1,0.73,"ID",3
"134","2","Algeria","El Ouassria",1,2,"Allium cupani",0.73,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.73,"Herb","MaxLS",400,"1",1,0.73,"ID",3
"135","2","Algeria","El Ouassria",1,2,"Allium cupani",0.73,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.73,"Herb","percentN",4.867324848,"1",1,0.73,"ID",3
"136","2","Algeria","El Ouassria",1,2,"Allium cupani",0.73,"2",0.8317,"1",20.68,"El Ouassria",2,0.8317,0.73,"Herb","percentC",40.39140646,"1",1,0.73,"ID",3
