"","Response","Model","Chisq","Df","Pr_value","AIC","Warnings"
"16","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+(1|site_ID)",0.136193070641917,3,0.987165583181575,135.006365187491,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"17","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FEve+(1|site_ID)",0.153291779386353,3,0.984752008475795,135.109581102345,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"18","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FDiv+(1|site_ID)",0.147532866563817,3,0.985578469127135,134.698893303538,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"19","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+graz:aridity+(1|site_ID)",NA,NA,NA,NA,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"20","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FEve+(1|site_ID)",0.11841771919978,3,0.989539132846786,134.979132453026,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"21","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FDiv+(1|site_ID)",0.115500352648161,3,0.989914552659271,134.627476731546,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"22","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+graz:FRic+(1|site_ID)",0.133270111689066,3,0.987565719750778,138.593677107556,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"23","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FEve+FDiv+(1|site_ID)",0.144691291976663,3,0.98598126237065,134.703210138029,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"24","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FEve+graz:FEve+(1|site_ID)",0.136988024999757,3,0.987056111413897,138.045837561042,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"25","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FDiv+graz:FDiv+(1|site_ID)",0.14301228425602,3,0.986217681487986,138.099746508394,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"26","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FEve+(1|site_ID)",0.00627043236906641,1,0.936884630922041,131.091242466705,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"27","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FDiv+(1|site_ID)",0.0288663999831599,1,0.865087878526332,130.714167666254,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"28","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+aridity:FRic+(1|site_ID)",0.000737271367882643,1,0.978337908658299,130.965858716846,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"29","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FEve+FDiv+(1|site_ID)",0.017896482804798,1,0.893578332563646,130.830135609665,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"30","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FEve+aridity:FEve+(1|site_ID)",1.01720443850024e-06,1,0.999195281267449,130.673757740258,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"31","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FDiv+aridity:FDiv+(1|site_ID)",0.0123900928125655,1,0.911369896396727,130.838049347529,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"32","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ FRic+FEve+FDiv+(1|site_ID)",0.116884331870914,1,0.732438562618843,130.729301986145,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"33","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+(1|site_ID)",0.116054836015333,3,0.989843518059461,136.975252229063,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"34","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FDiv+(1|site_ID)",0.114704112809865,3,0.990016294934877,136.599404177842,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"35","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+graz:aridity+(1|site_ID)",0.133125788977486,3,0.987585379136452,140.87789826741,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"36","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+graz:FRic+(1|site_ID)",0.132513580544703,3,0.987668670322767,140.591233662079,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"37","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+aridity:FRic+(1|site_ID)",0.188522397830417,3,0.97942055623308,136.777071414503,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"38","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FEve+FDiv+(1|site_ID)",0.147224104378307,3,0.985622397828023,136.682719809175,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"39","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FEve+graz:aridity+(1|site_ID)",0.150864491436668,3,0.985101985820139,140.971418011173,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"40","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FEve+graz:FEve+(1|site_ID)",0.136811556835037,3,0.987080436277065,140.044296507394,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"41","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FEve+aridity:FEve+(1|site_ID)",0.162056807103203,3,0.983468829530388,136.512057649834,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"42","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FDiv+graz:aridity+(1|site_ID)",0.146404876677095,3,0.985738761820963,140.500854496064,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"43","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FDiv+graz:FDiv+(1|site_ID)",0.144589898819774,3,0.985995572893528,140.096730833173,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"44","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FDiv+aridity:FDiv+(1|site_ID)",NA,NA,NA,NA,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"45","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FEve+FDiv+(1|site_ID)",0.11273576176355,3,0.990266464981959,136.616506285098,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"46","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FEve+graz:FRic+(1|site_ID)",0.11752386196961,3,0.989654597251023,140.573211086896,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"47","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FEve+graz:FEve+(1|site_ID)",0.102973602896922,3,0.99147820778501,139.901238244611,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"48","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FDiv+graz:FRic+(1|site_ID)",0.121119565594147,3,0.989187789258016,140.125264429674,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"49","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FDiv+graz:FDiv+(1|site_ID)",0.113323288672186,3,0.990191993571094,140.086044939002,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"50","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FEve+FDiv+graz:FEve+(1|site_ID)",0.140974526421089,3,0.98650302110308,139.59697749003,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"51","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FEve+FDiv+graz:FDiv+(1|site_ID)",0.140832703309132,3,0.986522814544358,140.062722136949,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"52","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FEve+FDiv+(1|site_ID)",0.0390146655972189,1,0.84341961152078,132.690338461819,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"53","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FEve+aridity:FRic+(1|site_ID)",0.00608368836559726,1,0.937829642072371,132.93885633392,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"54","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FEve+aridity:FEve+(1|site_ID)",0.00610908468911173,1,0.937700275791693,132.587583715686,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"55","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FDiv+aridity:FRic+(1|site_ID)",0.028285144231314,1,0.866440196799353,132.467390109501,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"56","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FDiv+aridity:FDiv+(1|site_ID)",0.0288193980034899,1,0.865196707276701,132.712381300091,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"57","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FEve+FDiv+aridity:FEve+(1|site_ID)",0.017643654965879,1,0.894328286279663,132.396233828844,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"58","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FEve+FDiv+aridity:FDiv+(1|site_ID)",0.0178413284074876,1,0.893741472834526,132.819073703152,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"59","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+FDiv+(1|site_ID)",0.112061792749459,3,0.990351681445638,138.578147912799,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"60","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+graz:aridity+(1|site_ID)",0.114318239330206,3,0.990065489042432,142.854936167611,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"61","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+graz:FRic+(1|site_ID)",0.114583215114391,3,0.9900317157935,142.565313346498,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"62","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+graz:FEve+(1|site_ID)",0.100267204508085,3,0.991805338883375,141.889652481689,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"63","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+aridity:FRic+(1|site_ID)",0.169686147726743,3,0.982327918155617,138.76909493262,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"64","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+aridity:FEve+(1|site_ID)",0.132750031611098,3,0.987636520799603,138.45507202721,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"65","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FDiv+graz:aridity+(1|site_ID)",0.113912837969889,3,0.990117093559244,142.431737880604,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"66","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FDiv+graz:FRic+(1|site_ID)",0.119751410623828,3,0.989366137834362,142.08997280993,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"67","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FDiv+graz:FDiv+(1|site_ID)",0.112738910415978,3,0.990266066335353,142.085111067828,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"68","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FDiv+aridity:FRic+(1|site_ID)",0.169927122935877,3,0.982291527765977,138.297248317998,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"69","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FDiv+aridity:FDiv+(1|site_ID)",0.12360202723004,3,0.988861921674808,NA,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"70","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+graz:aridity+graz:FRic+(1|site_ID)",0.132626121570347,3,0.987653371566091,146.557744328143,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"71","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+graz:aridity+aridity:FRic+(1|site_ID)",0.184755560149266,3,0.980011923852975,142.639492606103,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"72","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+graz:FRic+aridity:FRic+(1|site_ID)",0.179855451242445,3,0.980773869867209,142.342918269118,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"73","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FEve+FDiv+graz:aridity+(1|site_ID)",0.146602381736841,3,0.985710733336592,142.487149324006,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"74","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FEve+FDiv+graz:FEve+(1|site_ID)",0.145686894538204,3,0.985840516589228,141.55774624505,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"75","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FEve+FDiv+graz:FDiv+(1|site_ID)",0.143300115533728,3,0.986177236274221,142.062400625012,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"76","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FEve+FDiv+aridity:FEve+(1|site_ID)",0.145277547289968,3,0.9858984348876,138.251101925746,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"77","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FEve+FDiv+aridity:FDiv+(1|site_ID)",0.163845439658463,3,0.983203323260503,NA,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"78","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FEve+graz:aridity+graz:FEve+(1|site_ID)",0.137048598305163,3,0.987047758702124,146.019436543462,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"79","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FEve+graz:aridity+aridity:FEve+(1|site_ID)",0.157822511795761,3,0.984092470635873,NA,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"80","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FEve+graz:FEve+aridity:FEve+(1|site_ID)",0.14943568299907,3,0.985306885682105,141.155864727117,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"81","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FDiv+graz:aridity+graz:FDiv+(1|site_ID)",0.143301560654396,3,0.986177033122193,145.889823308337,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"82","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FDiv+graz:aridity+aridity:FDiv+(1|site_ID)",0.159348730276082,3,0.983868484206832,142.443030707715,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"83","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FDiv+graz:FDiv+aridity:FDiv+(1|site_ID)",0.158493515925752,3,0.983994106409908,142.083082900145,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"84","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FEve+FDiv+graz:FRic+(1|site_ID)",0.119069177298872,3,0.989454737907903,142.12282143998,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"85","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FEve+FDiv+graz:FEve+(1|site_ID)",0.109141266306262,3,0.990718314101175,141.490107237011,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"86","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FEve+FDiv+graz:FDiv+(1|site_ID)",0.109628740206273,3,0.990657418269559,142.049658087987,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"87","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FEve+graz:FRic+graz:FEve+(1|site_ID)",0.105717770413519,3,0.991142550706834,145.64243376723,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"88","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FDiv+graz:FRic+graz:FDiv+(1|site_ID)",0.114930848475164,3,0.989987354730657,145.532448087045,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"89","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FEve+FDiv+graz:FEve+graz:FDiv+(1|site_ID)",0.136723388450096,3,0.987092584581882,144.956995977936,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"90","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FEve+FDiv+aridity:FRic+(1|site_ID)",0.0384310860618107,1,0.844580046779562,134.462334626199,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"91","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FEve+FDiv+aridity:FEve+(1|site_ID)",0.0382998480760842,1,0.844842268453026,134.320288958138,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"92","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FEve+FDiv+aridity:FDiv+(1|site_ID)",0.0389170277833651,1,0.843613131057334,134.687164875092,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"93","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FEve+aridity:FRic+aridity:FEve+(1|site_ID)",0.00594225473007007,1,0.938555113036952,NA,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"94","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FDiv+aridity:FRic+aridity:FDiv+(1|site_ID)",0.0284592945424301,1,0.866033540749446,NA,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"95","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FEve+FDiv+aridity:FEve+aridity:FDiv+(1|site_ID)",0.0176505206956561,1,0.894307848757818,NA,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"96","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+FDiv+graz:aridity+(1|site_ID)",0.111826247490114,3,0.990381410187087,144.413184394186,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"97","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+FDiv+graz:FRic+(1|site_ID)",0.11813190028365,3,0.989576095580362,144.080588757289,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"98","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+FDiv+graz:FEve+(1|site_ID)",0.110633279881645,3,0.990531549823187,143.426012774054,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"99","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+FDiv+graz:FDiv+(1|site_ID)",0.109126867336687,3,0.990720110999434,144.049596259679,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"100","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+FDiv+aridity:FRic+(1|site_ID)",0.166466863267885,3,0.982812005137509,140.295627404545,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"101","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+FDiv+aridity:FEve+(1|site_ID)",0.117983625126448,3,0.989595255329,140.202408656594,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"102","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+FDiv+aridity:FDiv+(1|site_ID)",0.123049190291412,3,0.988934742203138,140.563909316476,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"103","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+graz:aridity+graz:FRic+(1|site_ID)",0.114631227845229,3,0.990025592489475,148.527005693381,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"104","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+graz:aridity+graz:FEve+(1|site_ID)",0.100226355660341,3,0.991810246343503,147.827203849126,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"105","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+graz:aridity+aridity:FRic+(1|site_ID)",0.167204768845813,3,0.982701386717422,144.636935608521,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"106","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+graz:aridity+aridity:FEve+(1|site_ID)",0.129491436305513,3,0.988077380290411,144.192732546413,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"107","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+graz:FRic+graz:FEve+(1|site_ID)",0.102671689209503,3,0.991514894561657,147.629391296995,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"108","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+graz:FRic+aridity:FRic+(1|site_ID)",0.16323548170595,3,0.983294002972161,144.331504904978,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"109","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+graz:FRic+aridity:FEve+(1|site_ID)",0.127498147598319,3,0.98834469286877,NA,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"110","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+graz:FEve+aridity:FRic+(1|site_ID)",0.149088447353028,3,0.985356556031395,143.745703514493,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"111","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+graz:FEve+aridity:FEve+(1|site_ID)",0.121193387967104,3,0.989178140696102,143.093787731166,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"112","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+aridity:FRic+aridity:FEve+(1|site_ID)",0.197190072316255,3,0.978041636528382,140.173237961511,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"113","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FDiv+graz:aridity+graz:FRic+(1|site_ID)",0.119614671005249,3,0.989383913746217,148.001791678122,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"114","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FDiv+graz:aridity+graz:FDiv+(1|site_ID)",0.111706158888463,3,0.990396556166895,147.883508637523,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"115","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FDiv+graz:aridity+aridity:FRic+(1|site_ID)",0.168522484785635,3,0.982503344090486,144.099810066297,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"116","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FDiv+graz:aridity+aridity:FDiv+(1|site_ID)",0.122301922186028,3,0.989032945634957,144.403210250415,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
"117","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FDiv+graz:FRic+graz:FDiv+(1|site_ID)",0.113899072810215,3,0.990118844333576,147.532449945685,"warning : eval(family$initialize); warning : fitTMB(TMBStruc)"
