"","Response","Model","Chisq","Df","Pr_value","AIC","Warnings"
"31","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FDiv+aridity:FDiv+(1|site_ID)",0.00122356810127148,1,0.972096056940057,NA,"warning : NULL"
"32","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ FRic+FEve+FDiv+(1|site_ID)",0.335794149743906,1,0.562267037757811,121.13256724739,"warning : NULL"
"33","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ FRic+FEve+FRic:FEve+(1|site_ID)",0.303726234652069,1,0.581555781555744,121.199648982195,"warning : NULL"
"34","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ FRic+FDiv+FRic:FDiv+(1|site_ID)",0.327614334035119,1,0.567067242843884,121.109351201228,"warning : NULL"
"35","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ FEve+FDiv+FEve:FDiv+(1|site_ID)",0.0538451351823975,1,0.816502638885246,121.388261918574,"warning : NULL"
"36","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+(1|site_ID)",0.447531774821107,3,0.930257622655379,126.862695538486,"warning : NULL"
"37","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FDiv+(1|site_ID)",0.341848198419986,3,0.951975034447301,126.839177718675,"warning : NULL"
"38","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+graz:aridity+(1|site_ID)",0.354499832948011,3,0.94947272828323,130.795174266251,"warning : NULL"
"39","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+graz:FRic+(1|site_ID)",0.37417308433746,3,0.945524504022081,130.934531019375,"warning : NULL"
"40","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+aridity:FRic+(1|site_ID)",0.333852377097512,3,0.953540949065104,126.429079031,"warning : NULL"
"41","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FEve+FDiv+(1|site_ID)",0.382506979395418,3,0.943831959095432,127.073332664301,"warning : NULL"
"42","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FEve+graz:aridity+(1|site_ID)",0.408782585596118,3,0.938422302045132,131.021753284112,"warning : NULL"
"43","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FEve+graz:FEve+(1|site_ID)",0.429760698142812,3,0.93402828530141,131.14795117647,"warning : NULL"
"44","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FEve+aridity:FEve+(1|site_ID)",0.457441557049999,3,0.928136737515969,127.139942908275,"warning : NULL"
"45","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FDiv+graz:aridity+(1|site_ID)",0.29569110780497,3,0.960836819223643,130.952346702199,"warning : NULL"
"46","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FDiv+graz:FDiv+(1|site_ID)",0.315628329408244,3,0.957062910249656,130.82799922778,"warning : NULL"
"47","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FDiv+aridity:FDiv+(1|site_ID)",0.415098091915018,3,0.937106223122637,127.04561728396,"warning : NULL"
"48","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FEve+FDiv+(1|site_ID)",0.399373910844515,3,0.940371799832816,126.728716289835,"warning : NULL"
"49","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FEve+graz:FRic+(1|site_ID)",0.4404149140187,3,0.931772813834279,130.822186138009,"warning : NULL"
"50","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FEve+graz:FEve+(1|site_ID)",0.440126738944239,3,0.931834023898592,130.777693665818,"warning : NULL"
"51","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FEve+FRic:FEve+(1|site_ID)",0.469114841420558,3,0.925622423228603,126.725031908008,"warning : NULL"
"52","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FDiv+graz:FRic+(1|site_ID)",0.343362410167995,3,0.951677115734203,130.81495520867,"warning : NULL"
"53","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FDiv+graz:FDiv+(1|site_ID)",0.344355620650102,3,0.951481468608434,130.603874411431,"warning : NULL"
"54","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FDiv+FRic:FDiv+(1|site_ID)",0.32582678632999,3,0.955100180397397,126.781269114037,"warning : NULL"
"55","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FEve+FDiv+graz:FEve+(1|site_ID)",0.379071467620771,3,0.944531085825753,131.040200982819,"warning : NULL"
"56","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FEve+FDiv+graz:FDiv+(1|site_ID)",0.379985465919555,3,0.944345277988028,130.807148946409,"warning : NULL"
"57","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FEve+FDiv+FEve:FDiv+(1|site_ID)",0.41231323893749,3,0.937687285409207,126.969660119897,"warning : NULL"
"58","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FEve+FDiv+(1|site_ID)",0.0184458300784507,1,0.891967195472822,123.114064255373,"warning : NULL"
"59","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FEve+aridity:FRic+(1|site_ID)",0.0339258671301773,1,0.853864593576352,122.693972561631,"warning : NULL"
"60","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FEve+aridity:FEve+(1|site_ID)",0.0344324052658571,1,0.852790053007067,123.297238078737,"warning : NULL"
"61","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FEve+FRic:FEve+(1|site_ID)",0.041751501345155,1,0.838094189120091,123.157715475435,"warning : NULL"
"62","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FDiv+aridity:FRic+(1|site_ID)",0.00771700844006364,1,0.929998674968731,122.645400580697,"warning : NULL"
"63","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FDiv+aridity:FDiv+(1|site_ID)",0.00744792329549982,1,0.93122686403055,123.157808560265,"warning : NULL"
"64","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FDiv+FRic:FDiv+(1|site_ID)",0.0170128188580791,1,0.896223703582309,123.092278998266,"warning : NULL"
"65","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FEve+FDiv+aridity:FEve+(1|site_ID)",0.00651683983313333,1,0.935659106827181,123.435676629175,"warning : NULL"
"66","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FEve+FDiv+aridity:FDiv+(1|site_ID)",0.00649888169707899,1,0.935747626364814,123.395322043143,"warning : NULL"
"67","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FEve+FDiv+FEve:FDiv+(1|site_ID)",0.0137821620945236,1,0.906545101911223,123.374454348517,"warning : NULL"
"68","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ FRic+FEve+FDiv+FRic:FEve+(1|site_ID)",0.331704257449658,1,0.564657278619485,122.963093619148,"warning : NULL"
"69","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ FRic+FEve+FDiv+FRic:FDiv+(1|site_ID)",0.332355795647588,1,0.564275191911588,123.057515180226,"warning : NULL"
"70","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ FRic+FEve+FDiv+FEve:FDiv+(1|site_ID)",0.349594934591485,1,0.554342517364901,123.039345741242,"warning : NULL"
"71","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+FDiv+(1|site_ID)",0.404313947042761,3,0.939349899643695,128.704988953026,"warning : NULL"
"72","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+graz:aridity+(1|site_ID)",0.424905130721238,3,0.935050961355589,132.657246073936,"warning : NULL"
"73","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+graz:FRic+(1|site_ID)",0.447759062271947,3,0.930209121997886,132.772753336052,"warning : NULL"
"74","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+graz:FEve+(1|site_ID)",0.447588463625938,3,0.930245526520748,132.750655065409,"warning : NULL"
"75","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+aridity:FRic+(1|site_ID)",0.430392119993099,3,0.933895052070143,128.255282753287,"warning : NULL"
"76","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+aridity:FEve+(1|site_ID)",0.470519761040083,3,0.92531868011122,128.819492084709,"warning : NULL"
"77","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+FRic:FEve+(1|site_ID)",0.476685197608831,3,0.923982890409824,128.675150590614,"warning : NULL"
"78","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FDiv+graz:aridity+(1|site_ID)",0.32221388476353,3,0.955797916731514,132.570682200661,"warning : NULL"
"79","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FDiv+graz:FRic+(1|site_ID)",0.341996061672357,3,0.951945961672977,132.806534150929,"warning : NULL"
"80","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FDiv+graz:FDiv+(1|site_ID)",0.343026074152128,3,0.951743326673355,132.551965421453,"warning : NULL"
"81","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FDiv+aridity:FRic+(1|site_ID)",0.301919568158173,3,0.959667057985104,128.340489576961,"warning : NULL"
"82","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FDiv+aridity:FDiv+(1|site_ID)",0.417529198586988,3,0.936598037015032,128.736845793393,"warning : NULL"
"83","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FDiv+FRic:FDiv+(1|site_ID)",0.323522328166784,3,0.955545529402197,128.766544796327,"warning : NULL"
"84","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+graz:aridity+graz:FRic+(1|site_ID)",0.35205885508275,3,0.949957814632365,NA,"warning : NULL"
"85","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+graz:aridity+aridity:FRic+(1|site_ID)",0.31637497941052,3,0.956919937625413,132.250499943557,"warning : NULL"
"86","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+graz:FRic+aridity:FRic+(1|site_ID)",0.334118835168618,3,0.953488963979518,132.400460058513,"warning : NULL"
"87","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FEve+FDiv+graz:aridity+(1|site_ID)",0.360544275973043,3,0.948266912976263,132.843159925659,"warning : NULL"
"88","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FEve+FDiv+graz:FEve+(1|site_ID)",0.382842126296998,3,0.943763652390263,133.033202946368,"warning : NULL"
"89","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FEve+FDiv+graz:FDiv+(1|site_ID)",0.383568917117009,3,0.94361546087797,132.75621151083,"warning : NULL"
"90","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FEve+FDiv+aridity:FEve+(1|site_ID)",NA,NA,NA,NA,"warning : NULL"
"91","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FEve+FDiv+aridity:FDiv+(1|site_ID)",0.507474958706255,3,0.917246153525884,128.879577314803,"warning : NULL"
"92","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FEve+FDiv+FEve:FDiv+(1|site_ID)",0.421424387001703,3,0.935782011706808,128.946144714698,"warning : NULL"
"93","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FEve+graz:aridity+graz:FEve+(1|site_ID)",0.408842030320242,3,0.93840994220373,136.976055834039,"warning : NULL"
"94","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FEve+graz:aridity+aridity:FEve+(1|site_ID)",0.440256413724918,3,0.931806481607453,132.992039149393,"warning : NULL"
"95","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FEve+graz:FEve+aridity:FEve+(1|site_ID)",0.45790977990242,3,0.928036216106903,133.059488841777,"warning : NULL"
"96","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FDiv+graz:aridity+graz:FDiv+(1|site_ID)",0.295308178886571,3,0.960908456615808,136.493356423169,"warning : NULL"
"97","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FDiv+graz:aridity+aridity:FDiv+(1|site_ID)",0.390978479712565,3,0.942099759891886,132.735464616357,"warning : NULL"
"98","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FDiv+graz:FDiv+aridity:FDiv+(1|site_ID)",0.414953969877117,3,0.937136322420887,132.692199432695,"warning : NULL"
"99","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FEve+FDiv+graz:FRic+(1|site_ID)",0.399630862556013,3,0.940318739444303,132.680590345432,"warning : NULL"
"100","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FEve+FDiv+graz:FEve+(1|site_ID)",0.39856619757225,3,0.94053852538254,132.629509170605,"warning : NULL"
"101","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FEve+FDiv+graz:FDiv+(1|site_ID)",0.400341240428788,3,0.940171993528267,132.543479935888,"warning : NULL"
"102","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FEve+FDiv+FRic:FEve+(1|site_ID)",0.432800709938984,3,0.933386317040861,128.526472208115,"warning : NULL"
"103","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FEve+FDiv+FRic:FDiv+(1|site_ID)",0.376594609213054,3,0.945033909244099,128.676676984772,"warning : NULL"
"104","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FEve+FDiv+FEve:FDiv+(1|site_ID)",0.43488338907202,3,0.93294577184063,128.598616920243,"warning : NULL"
"105","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FEve+graz:FRic+graz:FEve+(1|site_ID)",0.440211359957989,3,0.931816051065316,136.704344202194,"warning : NULL"
"106","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FEve+graz:FRic+FRic:FEve+(1|site_ID)",0.46666357593616,3,0.926151807295963,132.647882502439,"warning : NULL"
"107","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FEve+graz:FEve+FRic:FEve+(1|site_ID)",0.46936788924579,3,0.925567732167464,132.588524549165,"warning : NULL"
"108","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FDiv+graz:FRic+graz:FDiv+(1|site_ID)",0.344195919714451,3,0.951512939729997,136.575796073939,"warning : NULL"
"109","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FDiv+graz:FRic+FRic:FDiv+(1|site_ID)",0.325524823504297,3,0.955158597052461,132.760560027416,"warning : NULL"
"110","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FRic+FDiv+graz:FDiv+FRic:FDiv+(1|site_ID)",0.326912794095521,3,0.954889934468174,132.575297878414,"warning : NULL"
"111","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FEve+FDiv+graz:FEve+graz:FDiv+(1|site_ID)",0.380246162573255,3,0.944292255221015,136.740328613052,"warning : NULL"
"112","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FEve+FDiv+graz:FEve+FEve:FDiv+(1|site_ID)",0.411660608239642,3,0.937823291211618,132.927792290911,"warning : NULL"
"113","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+FEve+FDiv+graz:FDiv+FEve:FDiv+(1|site_ID)",0.410353486321144,3,0.938095499707178,132.718949797609,"warning : NULL"
"114","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FEve+FDiv+aridity:FRic+(1|site_ID)",0.0182869855687203,1,0.892430517529524,124.566453809053,"warning : NULL"
"115","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FEve+FDiv+aridity:FEve+(1|site_ID)",NA,NA,NA,NA,"warning : NULL"
"116","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FEve+FDiv+aridity:FDiv+(1|site_ID)",0.0182240207057849,1,0.892614742058984,NA,"warning : NULL"
"117","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FEve+FDiv+FRic:FEve+(1|site_ID)",0.0229450903974472,1,0.879599950454048,124.940077287035,"warning : NULL"
"118","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FEve+FDiv+FRic:FDiv+(1|site_ID)",0.0311545349681329,1,0.859896063895332,125.026222813401,"warning : NULL"
"119","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FEve+FDiv+FEve:FDiv+(1|site_ID)",0.0309301889769861,1,0.860396226203406,125.008303164004,"warning : NULL"
"120","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FEve+aridity:FRic+aridity:FEve+(1|site_ID)",0.0336023297893521,1,0.854555272800271,124.683221968551,"warning : NULL"
"121","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FEve+aridity:FRic+FRic:FEve+(1|site_ID)",0.041316651470267,1,0.838927927235248,124.449461289101,"warning : NULL"
"122","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FEve+aridity:FEve+FRic:FEve+(1|site_ID)",0.0414135386598723,1,0.838741771178346,125.137535159693,"warning : NULL"
"123","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FDiv+aridity:FRic+aridity:FDiv+(1|site_ID)",0.0071920617779516,1,0.932415604003045,124.613840376624,"warning : NULL"
"124","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FDiv+aridity:FRic+FRic:FDiv+(1|site_ID)",0.0163826925823559,1,0.898153014754678,124.594935818568,"warning : NULL"
"125","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FRic+FDiv+aridity:FDiv+FRic:FDiv+(1|site_ID)",0.0168823051451,1,0.896620285851034,125.079446394853,"warning : NULL"
"126","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FEve+FDiv+aridity:FEve+aridity:FDiv+(1|site_ID)",0.00639362060011108,1,0.936268974945249,125.388783325062,"warning : NULL"
"127","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FEve+FDiv+aridity:FEve+FEve:FDiv+(1|site_ID)",0.0135645678583452,1,0.907282418635567,125.343811812419,"warning : NULL"
"128","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ aridity+FEve+FDiv+aridity:FDiv+FEve:FDiv+(1|site_ID)",0.0135796379695735,1,0.907231161324016,125.30096230297,"warning : NULL"
"129","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ FRic+FEve+FDiv+FRic:FEve+FRic:FDiv+(1|site_ID)",0.329444850752978,1,0.565986163044922,124.90739336766,"warning : NULL"
"130","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ FRic+FEve+FDiv+FRic:FEve+FEve:FDiv+(1|site_ID)",0.343937867839322,1,0.557564981467162,124.823382285503,"warning : NULL"
"131","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ FRic+FEve+FDiv+FRic:FDiv+FEve:FDiv+(1|site_ID)",0.345423303654093,1,0.556715391398134,124.967044917863,"warning : NULL"
"132","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+FDiv+graz:aridity+(1|site_ID)",0.380267629131089,3,0.944287888662442,134.453821142465,"warning : NULL"
"133","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+FDiv+graz:FRic+(1|site_ID)",0.40447701622263,3,0.939316103142984,134.652413999198,"warning : NULL"
"134","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+FDiv+graz:FEve+(1|site_ID)",0.403597133837841,3,0.939498412822196,134.614277054517,"warning : NULL"
"135","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+FDiv+graz:FDiv+(1|site_ID)",0.405204658330215,3,0.93916524805891,134.470533991652,"warning : NULL"
"136","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+FDiv+aridity:FRic+(1|site_ID)",0.38758628358354,3,0.942794770191047,130.17274996707,"warning : NULL"
"137","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+FDiv+aridity:FEve+(1|site_ID)",0.422976529377954,3,0.935456234117294,130.674895046971,"warning : NULL"
"138","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+FDiv+aridity:FDiv+(1|site_ID)",0.500338451287422,3,0.918817049091864,130.574103645092,"warning : NULL"
"139","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+FDiv+FRic:FEve+(1|site_ID)",0.43721902185245,3,0.932451010407348,130.498811165602,"warning : NULL"
"140","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+FDiv+FRic:FDiv+(1|site_ID)",0.381419583588627,3,0.944053455252467,130.640245039321,"warning : NULL"
"141","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+FDiv+FEve:FDiv+(1|site_ID)",0.446523646233721,3,0.930472664187493,130.555200425025,"warning : NULL"
"142","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+graz:aridity+graz:FRic+(1|site_ID)",0.42309069347671,3,0.935432258683499,138.581059664653,"warning : NULL"
"143","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+graz:aridity+graz:FEve+(1|site_ID)",0.424227705286801,3,0.935193374783049,138.563816520716,"warning : NULL"
"144","mean_NIntc_rich_binom","mean_NIntc_rich_binom ~ graz+aridity+FRic+FEve+graz:aridity+aridity:FRic+(1|site_ID)",0.410140259830877,3,0.938139879971592,134.080824135136,"warning : NULL"
