"","ID","replicate","euclidean_dist","grouping","COU","SITE","SITE_ID","PLOT","GRAZ","ARIDITY.v3"
"33",1,"9","4.53664832060322","nurse_nurse_only","Algeria","El Ouassria","1",1,"3",0.8301
"34",1,"10","5.60271730541597","nurse_nurse_only","Algeria","El Ouassria","1",1,"3",0.8301
"35",1,"11","4.45854272874171","nurse_bare_only","Algeria","El Ouassria","1",1,"3",0.8301
"36",1,"11","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",1,"3",0.8301
"37",1,"11","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",1,"3",0.8301
"38",1,"11","5.60271730541597","nurse_nurse_only","Algeria","El Ouassria","1",1,"3",0.8301
"39",1,"11","4.53664832060322","nurse_both","Algeria","El Ouassria","1",1,"3",0.8301
"40",1,"12","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",1,"3",0.8301
"41",1,"12","4.45854272874171","nurse_bare_only","Algeria","El Ouassria","1",1,"3",0.8301
"42",1,"12","4.85921731603124","nurse_both","Algeria","El Ouassria","1",1,"3",0.8301
"43",1,"13","4.85921731603124","nurse_bare_only","Algeria","El Ouassria","1",1,"3",0.8301
"44",1,"14","4.53664832060322","nurse_nurse_only","Algeria","El Ouassria","1",1,"3",0.8301
"45",1,"14","5.7729603329224","nurse_nurse_only","Algeria","El Ouassria","1",1,"3",0.8301
"46",1,"14","5.60271730541597","nurse_nurse_only","Algeria","El Ouassria","1",1,"3",0.8301
"47",1,"15","5.60271730541597","nurse_nurse_only","Algeria","El Ouassria","1",1,"3",0.8301
"48",1,"15","5.7729603329224","nurse_both","Algeria","El Ouassria","1",1,"3",0.8301
"49",1,"16","5.7729603329224","nurse_nurse_only","Algeria","El Ouassria","1",1,"3",0.8301
"50",1,"17","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",1,"3",0.8301
"51",1,"18","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",1,"3",0.8301
"52",1,"18","4.45854272874171","nurse_bare_only","Algeria","El Ouassria","1",1,"3",0.8301
"53",1,"18","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",1,"3",0.8301
"54",1,"18","5.60271730541597","nurse_nurse_only","Algeria","El Ouassria","1",1,"3",0.8301
"55",1,"18","4.53664832060322","nurse_both","Algeria","El Ouassria","1",1,"3",0.8301
"56",1,"19","4.85921731603124","nurse_both","Algeria","El Ouassria","1",1,"3",0.8301
"57",1,"20","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",1,"3",0.8301
"58",1,"20","4.45854272874171","nurse_bare_only","Algeria","El Ouassria","1",1,"3",0.8301
"59",1,"20","4.90441055958725","nurse_nurse_only","Algeria","El Ouassria","1",1,"3",0.8301
"60",1,"20","4.53664832060322","nurse_nurse_only","Algeria","El Ouassria","1",1,"3",0.8301
"61",1,"21","6.58663046608979","nurse_bare_only","Algeria","El Ouassria","1",1,"3",0.8301
"62",1,"22","5.56763791841578","nurse_both","Algeria","El Ouassria","1",1,"3",0.8301
"63",1,"23","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",1,"3",0.8301
"64",1,"25","4.53664832060322","nurse_bare_only","Algeria","El Ouassria","1",1,"3",0.8301
"65",1,"25","6.58663046608979","nurse_nurse_only","Algeria","El Ouassria","1",1,"3",0.8301
"66",1,"25","5.60271730541597","nurse_nurse_only","Algeria","El Ouassria","1",1,"3",0.8301
"67",2,"1","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"68",2,"2","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"69",2,"2","5.7729603329224","nurse_nurse_only","Algeria","El Ouassria","1",2,"2",0.8317
"70",2,"3","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"71",2,"3","5.60271730541597","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"72",2,"3","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"73",2,"3","4.11288876894849","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"74",2,"3","4.53664832060322","nurse_both","Algeria","El Ouassria","1",2,"2",0.8317
"75",2,"4","4.11288876894849","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"76",2,"4","5.56763791841578","nurse_both","Algeria","El Ouassria","1",2,"2",0.8317
"77",2,"4","5.56763791841578","nurse_both","Algeria","El Ouassria","1",2,"2",0.8317
"78",2,"5","5.7729603329224","nurse_both","Algeria","El Ouassria","1",2,"2",0.8317
"79",2,"5","5.7729603329224","nurse_both","Algeria","El Ouassria","1",2,"2",0.8317
"80",2,"6","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"81",2,"6","4.53664832060322","nurse_nurse_only","Algeria","El Ouassria","1",2,"2",0.8317
"82",2,"7","4.53664832060322","nurse_both","Algeria","El Ouassria","1",2,"2",0.8317
"83",2,"7","4.53664832060322","nurse_both","Algeria","El Ouassria","1",2,"2",0.8317
"84",2,"8","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"85",2,"8","4.53664832060322","nurse_both","Algeria","El Ouassria","1",2,"2",0.8317
"86",2,"9","4.53664832060322","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"87",2,"9","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"88",2,"9","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"89",2,"9","4.85921731603124","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"90",2,"10","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"91",2,"10","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"92",2,"10","4.85921731603124","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"93",2,"10","4.53664832060322","nurse_both","Algeria","El Ouassria","1",2,"2",0.8317
"94",2,"11","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"95",2,"12","5.79973601223871","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"96",2,"12","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"97",2,"12","4.53664832060322","nurse_nurse_only","Algeria","El Ouassria","1",2,"2",0.8317
"98",2,"13","4.53664832060322","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"99",2,"13","4.85921731603124","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"100",2,"13","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"101",2,"13","5.56763791841578","nurse_both","Algeria","El Ouassria","1",2,"2",0.8317
"102",2,"14","4.85921731603124","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"103",2,"14","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"104",2,"14","5.56763791841578","nurse_both","Algeria","El Ouassria","1",2,"2",0.8317
"105",2,"15","4.85921731603124","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"106",2,"15","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"107",2,"15","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"108",2,"15","5.60271730541597","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"109",2,"15","4.11288876894849","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"110",2,"15","4.53664832060322","nurse_both","Algeria","El Ouassria","1",2,"2",0.8317
"111",2,"16","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"112",2,"16","4.85921731603124","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"113",2,"16","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"114",2,"16","4.11288876894849","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"115",2,"16","5.79973601223871","nurse_nurse_only","Algeria","El Ouassria","1",2,"2",0.8317
"116",2,"17","4.85921731603124","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"117",2,"17","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"118",2,"17","5.7729603329224","nurse_nurse_only","Algeria","El Ouassria","1",2,"2",0.8317
"119",2,"17","4.53664832060322","nurse_both","Algeria","El Ouassria","1",2,"2",0.8317
"120",2,"17","4.53664832060322","nurse_both","Algeria","El Ouassria","1",2,"2",0.8317
"121",2,"18","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"122",2,"18","6.19427237044707","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"123",2,"18","4.11288876894849","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"124",2,"18","4.53664832060322","nurse_both","Algeria","El Ouassria","1",2,"2",0.8317
"125",2,"19","4.85921731603124","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"126",2,"19","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"127",2,"19","4.11288876894849","nurse_both","Algeria","El Ouassria","1",2,"2",0.8317
"128",2,"20","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"129",2,"20","4.85921731603124","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"130",2,"20","4.11288876894849","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"131",2,"20","5.56763791841578","nurse_nurse_only","Algeria","El Ouassria","1",2,"2",0.8317
"132",2,"20","4.53664832060322","nurse_nurse_only","Algeria","El Ouassria","1",2,"2",0.8317
"133",2,"21","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"134",2,"21","4.11288876894849","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"135",2,"21","4.53664832060322","nurse_nurse_only","Algeria","El Ouassria","1",2,"2",0.8317
"136",2,"21","5.56763791841578","nurse_both","Algeria","El Ouassria","1",2,"2",0.8317
"137",2,"22","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"138",2,"22","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"139",2,"22","4.11288876894849","nurse_both","Algeria","El Ouassria","1",2,"2",0.8317
"140",2,"23","4.11288876894849","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"141",2,"23","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"142",2,"23","5.56763791841578","nurse_nurse_only","Algeria","El Ouassria","1",2,"2",0.8317
"143",2,"23","4.53664832060322","nurse_both","Algeria","El Ouassria","1",2,"2",0.8317
"144",2,"24","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"145",2,"24","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"146",2,"24","4.90441055958725","nurse_both","Algeria","El Ouassria","1",2,"2",0.8317
"147",2,"25","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"148",2,"25","4.85921731603124","nurse_bare_only","Algeria","El Ouassria","1",2,"2",0.8317
"149",2,"25","4.53664832060322","nurse_nurse_only","Algeria","El Ouassria","1",2,"2",0.8317
"150",2,"25","5.79973601223871","nurse_nurse_only","Algeria","El Ouassria","1",2,"2",0.8317
"151",2,"25","4.85921731603124","nurse_nurse_only","Algeria","El Ouassria","1",2,"2",0.8317
"152",2,"25","4.90441055958725","nurse_both","Algeria","El Ouassria","1",2,"2",0.8317
"153",2,"25","4.90441055958725","nurse_both","Algeria","El Ouassria","1",2,"2",0.8317
"154",3,"1","4.85921731603124","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"155",3,"1","5.7729603329224","nurse_both","Algeria","El Ouassria","1",3,"1",0.8317
"156",3,"2","4.85921731603124","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"157",3,"2","4.53664832060322","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"158",3,"2","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"159",3,"2","5.56763791841578","nurse_nurse_only","Algeria","El Ouassria","1",3,"1",0.8317
"160",3,"3","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"161",3,"3","4.85921731603124","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"162",3,"3","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"163",3,"3","4.53664832060322","nurse_nurse_only","Algeria","El Ouassria","1",3,"1",0.8317
"164",3,"4","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"165",3,"4","4.85921731603124","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"166",3,"4","4.53664832060322","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"167",3,"5","4.85921731603124","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"168",3,"5","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"169",3,"5","4.53664832060322","nurse_both","Algeria","El Ouassria","1",3,"1",0.8317
"170",3,"6","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"171",3,"6","4.85921731603124","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"172",3,"6","5.56763791841578","nurse_both","Algeria","El Ouassria","1",3,"1",0.8317
"173",3,"7","4.53664832060322","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"174",3,"7","4.85921731603124","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"175",3,"7","6.19427237044707","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"176",3,"7","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"177",3,"8","4.85921731603124","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"178",3,"8","4.53664832060322","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"179",3,"8","6.19427237044707","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"180",3,"8","6.28840734452286","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"181",3,"8","4.11288876894849","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"182",3,"8","4.90441055958725","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"183",3,"8","5.7729603329224","nurse_nurse_only","Algeria","El Ouassria","1",3,"1",0.8317
"184",3,"9","4.85921731603124","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"185",3,"9","6.19427237044707","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"186",3,"9","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"187",3,"9","4.53664832060322","nurse_both","Algeria","El Ouassria","1",3,"1",0.8317
"188",3,"10","4.85921731603124","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"189",3,"10","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"190",3,"10","4.53664832060322","nurse_both","Algeria","El Ouassria","1",3,"1",0.8317
"191",3,"11","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"192",3,"11","4.45854272874171","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"193",3,"11","4.85921731603124","nurse_both","Algeria","El Ouassria","1",3,"1",0.8317
"194",3,"12","4.53664832060322","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"195",3,"12","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"196",3,"12","4.85921731603124","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"197",3,"12","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"198",3,"13","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"199",3,"13","4.90441055958725","nurse_nurse_only","Algeria","El Ouassria","1",3,"1",0.8317
"200",3,"13","5.56763791841578","nurse_both","Algeria","El Ouassria","1",3,"1",0.8317
"201",3,"13","5.56763791841578","nurse_both","Algeria","El Ouassria","1",3,"1",0.8317
"202",3,"14","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"203",3,"14","4.11288876894849","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"204",3,"14","6.19427237044707","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"205",3,"14","5.60271730541597","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"206",3,"14","5.7729603329224","nurse_nurse_only","Algeria","El Ouassria","1",3,"1",0.8317
"207",3,"14","6.28840734452286","nurse_nurse_only","Algeria","El Ouassria","1",3,"1",0.8317
"208",3,"14","4.85921731603124","nurse_both","Algeria","El Ouassria","1",3,"1",0.8317
"209",3,"14","4.85921731603124","nurse_both","Algeria","El Ouassria","1",3,"1",0.8317
"210",3,"15","4.11288876894849","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"211",3,"15","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"212",3,"15","4.53664832060322","nurse_both","Algeria","El Ouassria","1",3,"1",0.8317
"213",3,"16","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"214",3,"16","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"215",3,"16","4.53664832060322","nurse_both","Algeria","El Ouassria","1",3,"1",0.8317
"216",3,"17","4.53664832060322","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"217",3,"17","4.53664832060322","nurse_nurse_only","Algeria","El Ouassria","1",3,"1",0.8317
"218",3,"17","4.85921731603124","nurse_nurse_only","Algeria","El Ouassria","1",3,"1",0.8317
"219",3,"17","5.56763791841578","nurse_both","Algeria","El Ouassria","1",3,"1",0.8317
"220",3,"17","5.56763791841578","nurse_both","Algeria","El Ouassria","1",3,"1",0.8317
"221",3,"18","4.53664832060322","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"222",3,"18","4.53664832060322","nurse_nurse_only","Algeria","El Ouassria","1",3,"1",0.8317
"223",3,"18","5.32368021846987","nurse_nurse_only","Algeria","El Ouassria","1",3,"1",0.8317
"224",3,"18","5.56763791841578","nurse_both","Algeria","El Ouassria","1",3,"1",0.8317
"225",3,"18","5.56763791841578","nurse_both","Algeria","El Ouassria","1",3,"1",0.8317
"226",3,"19","4.85921731603124","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"227",3,"19","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"228",3,"19","6.28840734452286","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"229",3,"19","5.60271730541597","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"230",3,"19","5.56763791841578","nurse_both","Algeria","El Ouassria","1",3,"1",0.8317
"231",3,"19","5.56763791841578","nurse_both","Algeria","El Ouassria","1",3,"1",0.8317
"232",3,"20","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"233",3,"20","6.28840734452286","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"234",3,"20","5.56763791841578","nurse_nurse_only","Algeria","El Ouassria","1",3,"1",0.8317
"235",3,"20","6.28840734452286","nurse_nurse_only","Algeria","El Ouassria","1",3,"1",0.8317
"236",3,"20","4.85921731603124","nurse_both","Algeria","El Ouassria","1",3,"1",0.8317
"237",3,"20","4.85921731603124","nurse_both","Algeria","El Ouassria","1",3,"1",0.8317
"238",3,"21","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"239",3,"21","4.85921731603124","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"240",3,"22","4.85921731603124","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"241",3,"22","6.28840734452286","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"242",3,"22","4.53664832060322","nurse_nurse_only","Algeria","El Ouassria","1",3,"1",0.8317
"243",3,"22","4.85921731603124","nurse_nurse_only","Algeria","El Ouassria","1",3,"1",0.8317
"244",3,"22","5.56763791841578","nurse_both","Algeria","El Ouassria","1",3,"1",0.8317
"245",3,"22","5.56763791841578","nurse_both","Algeria","El Ouassria","1",3,"1",0.8317
"246",3,"23","4.85921731603124","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"247",3,"23","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"248",3,"23","4.53664832060322","nurse_nurse_only","Algeria","El Ouassria","1",3,"1",0.8317
"249",3,"23","4.90441055958725","nurse_nurse_only","Algeria","El Ouassria","1",3,"1",0.8317
"250",3,"23","5.60271730541597","nurse_both","Algeria","El Ouassria","1",3,"1",0.8317
"251",3,"24","4.85921731603124","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"252",3,"24","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"253",3,"24","5.56763791841578","nurse_nurse_only","Algeria","El Ouassria","1",3,"1",0.8317
"254",3,"24","6.19427237044707","nurse_nurse_only","Algeria","El Ouassria","1",3,"1",0.8317
"255",3,"24","5.7729603329224","nurse_both","Algeria","El Ouassria","1",3,"1",0.8317
"256",3,"24","5.7729603329224","nurse_both","Algeria","El Ouassria","1",3,"1",0.8317
"257",3,"25","5.56763791841578","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"258",3,"25","5.7729603329224","nurse_bare_only","Algeria","El Ouassria","1",3,"1",0.8317
"259",3,"25","5.60271730541597","nurse_both","Algeria","El Ouassria","1",3,"1",0.8317
"260",16,"1","2.55183540039671","nurse_bare_only","Argentina","Rio Colorado","6",1,"3",0.8212
"261",16,"1","1.90578025068623","nurse_nurse_only","Argentina","Rio Colorado","6",1,"3",0.8212
"262",16,"1","2.55183540039671","nurse_nurse_only","Argentina","Rio Colorado","6",1,"3",0.8212
"263",16,"1","1.82802951159401","nurse_nurse_only","Argentina","Rio Colorado","6",1,"3",0.8212
"264",16,"1","3.5112819892452","nurse_both","Argentina","Rio Colorado","6",1,"3",0.8212
"265",16,"1","3.5112819892452","nurse_both","Argentina","Rio Colorado","6",1,"3",0.8212
"266",16,"2","2.68467075565565","nurse_bare_only","Argentina","Rio Colorado","6",1,"3",0.8212
"267",16,"2","3.5112819892452","nurse_bare_only","Argentina","Rio Colorado","6",1,"3",0.8212
"268",16,"2","4.97892055502859","nurse_bare_only","Argentina","Rio Colorado","6",1,"3",0.8212
"269",16,"2","1.90578025068623","nurse_bare_only","Argentina","Rio Colorado","6",1,"3",0.8212
"270",16,"2","2.55183540039671","nurse_bare_only","Argentina","Rio Colorado","6",1,"3",0.8212
"271",16,"2","4.18432255862009","nurse_nurse_only","Argentina","Rio Colorado","6",1,"3",0.8212
"272",16,"2","2.70795774890148","nurse_nurse_only","Argentina","Rio Colorado","6",1,"3",0.8212
"273",16,"2","1.01284247988894","nurse_nurse_only","Argentina","Rio Colorado","6",1,"3",0.8212
"274",16,"2","2.40824657804993","nurse_nurse_only","Argentina","Rio Colorado","6",1,"3",0.8212
"275",16,"2","3.5112819892452","nurse_nurse_only","Argentina","Rio Colorado","6",1,"3",0.8212
"276",16,"2","2.55183540039671","nurse_nurse_only","Argentina","Rio Colorado","6",1,"3",0.8212
"277",16,"2","2.68467075565565","nurse_nurse_only","Argentina","Rio Colorado","6",1,"3",0.8212
"278",16,"2","1.90578025068623","nurse_nurse_only","Argentina","Rio Colorado","6",1,"3",0.8212
"279",16,"2","5.52136682144926","nurse_nurse_only","Argentina","Rio Colorado","6",1,"3",0.8212
"280",16,"3","3.5112819892452","nurse_bare_only","Argentina","Rio Colorado","6",1,"3",0.8212
"281",16,"3","3.5112819892452","nurse_nurse_only","Argentina","Rio Colorado","6",1,"3",0.8212
"282",16,"3","4.18432255862009","nurse_nurse_only","Argentina","Rio Colorado","6",1,"3",0.8212
"283",16,"3","2.68467075565565","nurse_both","Argentina","Rio Colorado","6",1,"3",0.8212
"284",16,"3","2.68467075565565","nurse_both","Argentina","Rio Colorado","6",1,"3",0.8212
"285",16,"4","4.97892055502859","nurse_bare_only","Argentina","Rio Colorado","6",1,"3",0.8212
