"","COU","SITE_ID","ID","trait","Functional_group","n","mean","ci_low_mean","ci_high_mean","var","ci_low_var","ci_high_var","skew","ci_low_skew","ci_high_skew","kurt","ci_low_kurt","ci_high_kurt","GRAZ","ARIDITY.v3"
"30","Algeria","1","2","MaxLS",3,50,216.0492,199.755931596598,232.342468403402,25793.5806020202,24875.7527292269,26711.4084748135,0.23932296907183,0.0407574207018251,0.437888517441834,-1.8654168693924,-1.98881956234512,-1.74201417643968,2,0.8317
"31","Algeria","1","2","MeanLA",1,50,1.464959722,1.464959722,1.464959722,0,0,0,NA,NA,NA,NA,NA,NA,2,0.8317
"32","Algeria","1","2","MeanLA",2,50,0.6619194583742,0.643932882949823,0.679906033798577,0.0326312938474835,0.0237893644146104,0.0414732232803565,-2.43409451215879,-2.80608415600096,-2.06210486831662,5.77942017660666,2.80476948343834,8.75407086977498,2,0.8317
"33","Algeria","1","2","MeanLA",3,50,0.7464866421818,0.686606710252358,0.806366574111242,0.330255354583682,0.232472238931511,0.428038470235852,2.38042556503036,2.07507633907524,2.68577479098548,5.91619562016503,3.46282185795082,8.36956938237925,2,0.8317
"34","Algeria","1","2","MeanLDMC",1,50,0.613103542,0.613103542,0.613103542,0,0,0,NA,NA,NA,NA,NA,NA,2,0.8317
"35","Algeria","1","2","MeanLDMC",2,50,0.370486809634,0.361977498127862,0.378996121140138,0.00704889432634472,0.00630776457864708,0.00779002407404236,1.01643271283762,0.790311348778704,1.24255407689654,-0.724900175791218,-1.20929656437541,-0.240503787207027,2,0.8317
"36","Algeria","1","2","MeanLDMC",3,50,0.2574221267524,0.25152060662893,0.26332364687587,0.00366379288169751,0.00327554414480106,0.00405204161859396,-0.211661679894694,-0.362350189423904,-0.0609731703654848,-0.870785475563072,-1.02521748574319,-0.716353465382953,2,0.8317
"37","Algeria","1","2","MeanLL",1,50,55.58333333,55.58333333,55.58333333,0,0,0,NA,NA,NA,NA,NA,NA,2,0.8317
"38","Algeria","1","2","MeanLL",2,50,5.6893374625078,5.27828421690228,6.10039070811332,16.8805927315975,14.8965384705566,18.8646469926384,0.888551825524456,0.69303728014392,1.08406637090499,-0.63047694919422,-1.10355948532151,-0.157394413066935,2,0.8317
"39","Algeria","1","2","MeanLL",3,50,7.6093221667968,7.23673930159126,7.98190503200234,17.8697889572608,17.3866274375527,18.3529504769689,0.0394386656583994,-0.143745891696207,0.222623223013006,-1.92600609619982,-1.99111002632077,-1.86090216607887,2,0.8317
"40","Algeria","1","2","MeanSLA",1,50,40.44409228,40.44409228,40.44409228,0,0,0,NA,NA,NA,NA,NA,NA,2,0.8317
"41","Algeria","1","2","MeanSLA",2,50,80.365882425652,77.5578529838766,83.1739118674274,624.639772653341,583.027591027335,666.251954279346,0.333949795497188,0.124836156905816,0.543063434088561,-1.59885718317563,-1.75489875739586,-1.4428156089554,2,0.8317
"42","Algeria","1","2","MeanSLA",3,50,112.24673788816,111.113819927215,113.379655849105,182.795876859167,137.496858114426,228.094895603907,1.14280412464869,0.826531181360977,1.4590770679364,2.59493638260105,1.38238488671,3.8074878784921,2,0.8317
"43","Algeria","1","3","C_N_ratio",1,50,41.5408794119918,41.5408794119918,41.5408794119918,0,0,0,NA,NA,NA,NA,NA,NA,1,0.8317
"44","Algeria","1","3","C_N_ratio",2,50,21.5170780638248,20.9045830131306,22.1295731145191,32.7690725335691,26.5916846105665,38.9464604565717,0.445947540052004,0.12464261405999,0.767252466044018,2.06518575624268,1.29440506186557,2.83596645061979,1,0.8317
"45","Algeria","1","3","C_N_ratio",3,50,13.3401855585715,13.0212090069968,13.6591621101461,13.3743835868944,12.1592534930213,14.5895136807675,-0.351016144775234,-0.535479698695924,-0.166552590854544,-1.27905557483755,-1.46750961563965,-1.09060153403546,1,0.8317
"46","Algeria","1","3","MaxH",1,50,84.574,82.892511349538,86.255488650462,342.902694949495,338.66274390397,347.14264599502,-0.00838797442547957,-0.189902734005402,0.173126785154443,-1.98721412737231,-2.03869117448535,-1.93573708025927,1,0.8317
"47","Algeria","1","3","MaxH",2,50,14.4434,13.9268667760651,14.9599332239349,24.4510363636364,20.6883785634777,28.213694163795,-0.455465823810642,-0.654115061337156,-0.256816586284128,-0.0537346353936072,-0.261507915943595,0.154038645156381,1,0.8317
"48","Algeria","1","3","MaxH",3,50,9.8104,9.43621811691017,10.1845818830898,15.066303030303,12.9672279917882,17.1653780688179,-0.141204297287301,-0.29635924876157,0.0139506541869687,-0.370974937503724,-0.652288509082978,-0.0896613659244695,1,0.8317
"49","Algeria","1","3","MaxLS",1,50,14312.68,13733.7113730258,14891.6486269742,34822095.5959596,34454290.1769895,35189901.0149297,0.0295062978029581,-0.165865502140393,0.22487809774631,-1.98123600099103,-2.02370212449136,-1.9387698774907,1,0.8317
"50","Algeria","1","3","MaxLS",2,50,629.6066,611.934319663673,647.278880336327,43280.7003373737,34583.9018551309,51977.4988196166,-2.26820275242336,-2.65415105178019,-1.88225445306653,3.61526708654128,1.61991186934286,5.61062230373969,1,0.8317
"51","Algeria","1","3","MaxLS",3,50,216.1804,197.182495930856,235.178304069144,34261.8617212121,31455.6594282866,37068.0640141376,0.804534419697041,0.589581076665082,1.019487762729,-1.14160893014927,-1.54903778412483,-0.734180076173704,1,0.8317
"52","Algeria","1","3","MeanLA",1,50,1.369743651,1.369743651,1.369743651,0,0,0,NA,NA,NA,NA,NA,NA,1,0.8317
"53","Algeria","1","3","MeanLA",2,50,0.8248748004762,0.784217248051732,0.865532352900668,0.138143114467819,0.121487349579837,0.1547988793558,-0.39596352361282,-0.567352521826099,-0.22457452539954,-0.464983370184014,-0.738669113680636,-0.191297626687392,1,0.8317
"54","Algeria","1","3","MeanLA",3,50,0.6887663534522,0.660894390324748,0.716638316579652,0.0880118599777021,0.0599322639317012,0.116091456023703,0.336196438350428,-0.757807370002458,1.43020024670331,2.13272848359216,-3.23237440164221,7.49783136882652,1,0.8317
"55","Algeria","1","3","MeanLDMC",1,50,0.591705161,0.591705161,0.591705161,0,0,0,NA,NA,NA,NA,NA,NA,1,0.8317
"56","Algeria","1","3","MeanLDMC",2,50,0.3007823767442,0.296517991628653,0.305046761859747,0.00192102946211295,0.00133308320933158,0.00250897571489433,2.78486171124497,2.3150514852575,3.25467193723244,7.54545912012849,3.86158573139188,11.2293325088651,1,0.8317
"57","Algeria","1","3","MeanLDMC",3,50,0.2111258868122,0.209532606865269,0.212719166759131,0.000256423410030217,0.000166211085996028,0.000346635734064407,-2.22069655327524,-2.98036817961613,-1.46102492693436,8.9775295658719,5.66492581520698,12.2901333165368,1,0.8317
"58","Algeria","1","3","MeanLL",1,50,55,55,55,0,0,0,NA,NA,NA,NA,NA,NA,1,0.8317
"59","Algeria","1","3","MeanLL",2,50,7.8456333333414,7.23204238233369,8.45922428434911,40.8290259020565,38.7206012849874,42.9374505191256,0.38418550197506,0.191969045465756,0.576401958484365,-1.74707059164684,-1.91745576394813,-1.57668541934556,1,0.8317
"60","Algeria","1","3","MeanLL",3,50,6.306111700978,5.87967159614528,6.73255180581071,21.5301731670241,20.0562479399393,23.0040983941088,0.716568871577633,0.509838348354165,0.923299394801102,-1.43587531570115,-1.76801138437895,-1.10373924702335,1,0.8317
"61","Algeria","1","3","MeanSLA",1,50,43.12481173,43.12481173,43.12481173,0,0,0,NA,NA,NA,NA,NA,NA,1,0.8317
"62","Algeria","1","3","MeanSLA",2,50,74.442114056304,73.0776032323597,75.8066248802483,239.84650736646,207.117110093621,272.575904639298,0.811904092213023,0.587060142409697,1.03674804201635,0.536551497911078,-0.00611956235419908,1.07922255817636,1,0.8317
"63","Algeria","1","3","MeanSLA",3,50,116.867913875486,115.200475306936,118.535352444036,223.195372368648,200.371471083346,246.019273653951,-0.736262707510947,-0.99041789527677,-0.482107519745124,-1.05909919287888,-1.60589963312376,-0.512298752633997,1,0.8317
"64","Argentina","6","16","C_N_ratio",1,50,19.3060240063276,18.644239969367,19.9678080432882,46.7184660722253,37.953536564579,55.4833955798715,1.51720764721218,1.32421478692125,1.71020050750312,1.75836824141222,0.733187722564684,2.78354876025976,3,0.8212
"65","Argentina","6","16","C_N_ratio",2,50,31.2228504913762,29.7753887537243,32.6703122290282,173.826682241608,113.316579314656,234.33678516856,2.0106651576171,1.10910400260324,2.91222631263096,8.19070188477464,2.36815657374568,14.0132471958036,3,0.8212
"66","Argentina","6","16","C_N_ratio",3,50,12.5375581117212,11.9584619330168,13.1166542904257,44.075820004028,41.165909836149,46.9857301719069,0.732865157335807,0.534658050970862,0.931072263700752,-1.42957040204512,-1.72466659414935,-1.13447420994088,3,0.8212
"67","Argentina","6","16","MaxH",1,50,137.8648,131.333312923647,144.396287076353,5169.33232727273,4511.45879700924,5827.20585753621,0.511772503360012,0.349485146606026,0.674059860113998,-0.66700854808434,-0.812141258181661,-0.521875837987018,3,0.8212
"68","Argentina","6","16","MaxH",2,50,69.4566,65.3470533196023,73.5661466803977,1130.66455555556,987.444719381149,1273.88439172996,0.822252677282774,0.577435125560199,1.06707022900535,-0.524317507820599,-1.23957012662349,0.190935110982287,3,0.8212
"69","Argentina","6","16","MaxH",3,50,106.9936,100.562346032706,113.424853967294,3291.26419393939,3117.40655831017,3465.12182956862,-0.297004263838929,-0.517445450854113,-0.0765630768237457,-1.75468291222339,-1.88477159059186,-1.62459423385492,3,0.8212
"70","Argentina","6","16","MaxLS",1,50,34823.4504,31773.3053547677,37873.5954452323,1018412919.38881,928010509.129596,1108815329.64803,0.496653740065041,0.326805819664345,0.666501660465737,-1.02640796950271,-1.34688046972568,-0.70593546927973,3,0.8212
"71","Argentina","6","16","MaxLS",2,50,5640.9938,5214.57247252437,6067.41512747563,20116747.2466727,8338566.0368297,31894928.4565158,2.00690026574097,-0.380569488277512,4.39437001975945,14.0324920622537,-0.981931167863245,29.0469152923707,3,0.8212
"72","Argentina","6","16","MaxLS",3,50,3622.3384,3392.25816878187,3852.41863121813,4643020.73751919,4337421.91602367,4948619.55901472,-0.350386770470134,-0.55680170021337,-0.143971840726898,-1.69465964833813,-1.85993202068554,-1.52938727599072,3,0.8212
"73","Argentina","6","16","MeanLA",1,50,2.2039197320876,1.87239212296854,2.53544734120666,10.9280101400371,9.49810278080177,12.3579174992725,1.26912003295171,0.985071617495249,1.55316844840818,-0.252648634628464,-1.04735742901121,0.542060159754286,3,0.8212
"74","Argentina","6","16","MeanLA",2,50,0.4516646515948,0.410649883130895,0.492679420058705,0.169074139795168,0.149891944337612,0.188256335252724,0.546361709371589,0.378755009713735,0.713968409029443,-0.746275682599634,-1.08167934996583,-0.410872015233434,3,0.8212
"75","Argentina","6","16","MeanLA",3,50,0.228224547792,0.192194925851095,0.264254169732905,0.164272476961832,0.126763207258146,0.201781746665518,2.4415206725433,1.99738575185664,2.88565559322996,4.39623084925092,2.00148852226741,6.79097317623443,3,0.8212
"76","Argentina","6","16","MeanLDMC",1,50,0.4315320494594,0.428495978597577,0.434568120321223,0.00125168494321551,0.0010104677474497,0.00149290213898133,0.962412888360676,0.832703456174869,1.09212232054648,0.913469810603805,0.214446607836211,1.6124930133714,3,0.8212
"77","Argentina","6","16","MeanLDMC",2,50,0.500644367303,0.489191432215536,0.512097302390464,0.0139840452991963,0.0128651611715484,0.0151029294268443,-0.462648627733765,-0.605058519380345,-0.320238736087185,-1.19179872962623,-1.40847226451048,-0.975125194741984,3,0.8212
"78","Argentina","6","16","MeanLDMC",3,50,0.2561807207362,0.248548176937481,0.263813264534919,0.00386598840601276,0.00350894319406196,0.00422303361796355,0.67052366009168,0.396918594122114,0.944128726061245,-1.40832254963103,-1.86221216322248,-0.954432936039586,3,0.8212
"79","Argentina","6","16","MeanLL",1,50,20.0314320254772,17.8846271561994,22.178236894755,336.776084170866,310.055398613428,363.496769728304,0.386815914387067,0.179170616202334,0.5944612125718,-1.44524376178601,-1.66315889281747,-1.22732863075456,3,0.8212
"80","Argentina","6","16","MeanLL",2,50,2.878961721232,2.40885674905223,3.34906669341177,18.6653761374051,9.40479079745236,27.9259614773578,3.44885089666618,2.59216109442679,4.30554069890557,15.5002357654266,7.84317199040924,23.1572995404439,3,0.8212
"81","Argentina","6","16","MeanLL",3,50,1.2125313375566,1.16870314106873,1.25635953404447,0.227272389670869,0.199717872685029,0.254826906656709,0.731404571508121,0.579246624860987,0.883562518155254,-0.791948756113035,-1.03456403481596,-0.549333477410111,3,0.8212
"82","Argentina","6","16","MeanSLA",1,50,71.141410828772,69.4276429636345,72.8551786939095,342.485739606848,314.883587100698,370.087892112997,0.390444939612462,0.248176954633678,0.532712924591247,-1.37506309099642,-1.5327713586069,-1.21735482338594,3,0.8212
"83","Argentina","6","16","MeanSLA",2,50,46.29235420386,44.2044516105435,48.3802567971765,354.212976409569,312.284803764582,396.141149054556,0.500197444559099,0.283684516962691,0.716710372155507,-0.710802942478222,-1.28731841314909,-0.134287471807349,3,0.8212
"84","Argentina","6","16","MeanSLA",3,50,133.76160176976,132.141209594306,135.381993945214,346.343446467638,278.119027205447,414.567865729829,1.91790977804971,1.63682889493548,2.19899066116393,2.80245681148673,1.17944784318729,4.42546577978618,3,0.8212
"85","Argentina","6","17","C_N_ratio",1,50,16.2023738434756,16.0070426931009,16.3977049938503,3.19634488696262,0.147882588357113,6.24480718556812,5.21014115867224,3.48336527560399,6.9369170417405,32.7074980287739,14.4030197539969,51.0119763035508,2,0.8223
"86","Argentina","6","17","C_N_ratio",2,50,27.4859067863035,25.839236383207,29.1325771894,308.613106581382,176.036486920469,441.189726242294,4.06778831927411,3.20502276661346,4.93055387193476,19.7041543659888,11.2528343319813,28.1554743999962,2,0.8223
"87","Argentina","6","17","C_N_ratio",3,50,10.321208401451,9.81530019730081,10.8271166056012,31.6006628370856,27.2014236222396,35.9999020519315,1.62644124274761,1.34611799131255,1.90676449418267,0.731369659521343,-0.164389162029308,1.62712848107199,2,0.8223
"88","Argentina","6","17","MaxH",1,50,119.2234,108.780305492242,129.666494507758,13136.2780141414,12147.3527042927,14125.2033239901,0.600800923782633,0.427550967961368,0.774050879603898,-1.31663113000544,-1.55907387506913,-1.07418838494175,2,0.8223
"89","Argentina","6","17","MaxH",2,50,76.8416,72.5039709288156,81.1792290711844,2259.20867070707,2050.45017936857,2467.96716204557,0.61403762641654,0.405172268904474,0.822902983928606,-1.04710963439532,-1.34203121898211,-0.752188049808524,2,0.8223
"90","Argentina","6","17","MaxH",3,50,152.5192,146.691867554655,158.346532445345,3272.79978181818,2727.62948594338,3817.97007769298,-1.62317709226604,-1.9767193784936,-1.26963480603847,0.772591819365495,-0.466823557382274,2.01200719611326,2,0.8223
"91","Argentina","6","17","MaxLS",1,50,47306.568,42598.745209272,52014.390790728,2521437730.06571,2435669751.9505,2607205708.18093,0.253042293811771,0.0743635249298954,0.431721062693646,-1.87210305668122,-1.95641368729012,-1.78779242607233,2,0.8223
"92","Argentina","6","17","MaxLS",2,50,7802.4308,6863.89129710997,8740.97030289003,89053336.1994909,60994924.2018816,117111748.1971,2.92002445967277,2.42750199254944,3.41254692679609,8.84752148103947,4.19085929329788,13.5041836687811,2,0.8223
"93","Argentina","6","17","MaxLS",3,50,26070.1204,25381.6829346587,26758.5578653413,44719221.7368606,36820036.1494728,52618407.3242484,1.39836628598367,0.93362523924108,1.86310733272626,1.28616895266311,0.0364635484881153,2.5358743568381,2,0.8223
"94","Argentina","6","17","MeanLA",1,50,1.4856702377968,1.23867490191335,1.73266557368025,6.33147423859519,5.34195627836527,7.32099219882511,1.57352887709813,1.23311300705087,1.9139447471454,0.600971472769355,-0.599210701989942,1.80115364752865,2,0.8223
"95","Argentina","6","17","MeanLA",2,50,0.2757371879718,0.233002663301124,0.318471712642476,0.211615628488417,0.172686572003854,0.250544684972979,1.75481781146498,1.44475523655359,2.06488038637638,2.22121062788182,0.957636260480572,3.48478499528306,2,0.8223
"96","Argentina","6","17","MeanLA",3,50,0.0787358475504,0.0373429819122914,0.120128713188509,0.226957962081948,-0.136754999691097,0.590670923854993,4.62259586270213,0.779661244176705,8.46553048122755,34.4645505141252,-9.27144772769436,78.2005487559448,2,0.8223
"97","Argentina","6","17","MeanLDMC",1,50,0.4192019676702,0.415989517817051,0.422414417523349,0.00154863202418606,0.00139105931244395,0.00170620473592817,0.372839187075368,0.0539012158034347,0.691777158347302,-0.950876123477234,-1.83060480439584,-0.0711474425586306,2,0.8223
"98","Argentina","6","17","MeanLDMC",2,50,0.4980318389036,0.487730300638189,0.508333377169011,0.0104208721090684,0.00943091354397886,0.011410830674158,0.476170101843482,0.316196800444778,0.636143403242187,-0.824232465769175,-1.12506573609112,-0.523399195447227,2,0.8223
"99","Argentina","6","17","MeanLDMC",3,50,0.291824639664,0.290460175910004,0.293189103417996,0.000162472555248166,0.000129291669843717,0.000195653440652615,1.64384248482624,1.20287677929636,2.08480819035612,1.58993945448666,0.0962345165301832,3.08364439244313,2,0.8223
"100","Argentina","6","17","MeanLL",1,50,14.81867711169,13.6891117227744,15.9482425006056,118.296948623114,88.3530974831976,148.240799763031,0.567644990631047,-0.139026928655085,1.27431690991718,2.3463956042714,-0.185416198025796,4.87820740656859,2,0.8223
"101","Argentina","6","17","MeanLL",2,50,1.598331333267,1.42823038547048,1.76843228106352,5.40304551070471,4.40794468886877,6.39814633254064,2.23552488582129,1.91078252821963,2.56026724342295,4.45765633015678,2.66946087109406,6.24585178921951,2,0.8223
"102","Argentina","6","17","MeanLL",3,50,1.1721440002324,1.11864078335289,1.22564721711191,0.210208691436887,0.0169619529859291,0.403455429887845,2.7410648514094,0.606411524002556,4.87571817881623,12.2638516914594,-10.5328808704713,35.0605842533901,2,0.8223
"103","Argentina","6","17","MeanSLA",1,50,90.671717007924,86.9399287705199,94.4035052453281,913.763869992721,814.93930593879,1012.58843404665,-0.595219313355124,-0.801288554181389,-0.389150072528859,-1.16658311537121,-1.47191915272658,-0.861247078015843,2,0.8223
"104","Argentina","6","17","MeanSLA",2,50,56.489276506648,54.5402554143523,58.4382975989437,377.534962524278,342.197458535218,412.872466513338,-0.413664669019324,-0.646628855957711,-0.180700482080938,-0.7532125805057,-1.03766967655702,-0.468755484454382,2,0.8223
"105","Argentina","6","17","MeanSLA",3,50,118.77024793986,118.249164307699,119.291331572021,28.714495502359,14.94170158365,42.487289421068,-0.843737165742371,-2.85044734743505,1.16297301595031,4.88997555779042,-6.90983491481247,16.6897860303933,2,0.8223
"106","Argentina","6","18","C_N_ratio",1,50,20.1046130137013,19.6536627722017,20.5555632552009,17.494883202301,15.5084999765772,19.4812664280247,-0.096641343075891,-0.279253475609158,0.0859707894573763,-0.801268326081205,-0.931840469127828,-0.670696183034582,1,0.8223
"107","Argentina","6","18","C_N_ratio",2,50,40.7670374387184,40.120508194058,41.4135666833788,35.6555717015986,23.8832488819875,47.4278945212097,-3.10083412354157,-3.72740638394099,-2.47426186314216,8.98415485367533,4.41903807781001,13.5492716295406,1,0.8223
"108","Argentina","6","18","C_N_ratio",3,50,12.378600475735,11.8408647499892,12.9163362014807,28.0487280091054,23.8084821914815,32.2889738267293,1.0778484575405,0.834364562990799,1.3213323520902,-0.2290070678607,-1.02931973970915,0.571305603987748,1,0.8223
"109","Argentina","6","18","MaxH",1,50,146.5044,137.927560479334,155.081239520666,7747.52429090909,7269.06923330754,8225.97934851064,-0.358338023135651,-0.535917653559125,-0.180758392712177,-1.65331466892528,-1.84093489901592,-1.46569443883465,1,0.8223
"110","Argentina","6","18","MaxH",2,50,72.7048,71.647544716403,73.762055283597,132.822448484848,94.0895261631688,171.555370806528,0.728795024435273,0.0943508617442707,1.36323918712628,4.58133632418388,2.78392338297721,6.37874926539055,1,0.8223
"111","Argentina","6","18","MaxH",3,50,133.729,128.570948536709,138.887051463291,2710.70199393939,2360.30105061496,3061.10293726383,-1.2091470691274,-1.46047531367133,-0.957818824583457,-0.211705482062003,-0.933964658165289,0.510553694041283,1,0.8223
"112","Argentina","6","18","MaxLS",1,50,67859.3576,61394.2871502733,74324.4280497267,4524789960.50686,4412667728.86523,4636912192.14849,0.178193355949497,-0.00496013768337222,0.361346849582366,-1.91349837056987,-1.98626669393973,-1.84073004720001,1,0.8223
"113","Argentina","6","18","MaxLS",2,50,11236.7376,10735.0552168841,11738.4199831159,22807993.5720081,19442235.5571054,26173751.5869107,-1.39022203827587,-1.6980636998535,-1.08238037669823,0.124616371814023,-0.780238713698779,1.02947145732683,1,0.8223
"114","Argentina","6","18","MaxLS",3,50,6777.328,6281.63781921925,7273.01818078075,21787242.8284848,19489889.1725757,24084596.484394,0.694010387049862,0.521375657121918,0.866645116977806,-0.80326447184412,-1.22216807868344,-0.384360865004796,1,0.8223
"115","Argentina","6","18","MeanLA",1,50,0.871584830904,0.692980530399477,1.05018913140852,3.49535530800331,2.67308932353722,4.3176212924694,2.38290776545412,1.89449572930405,2.87131980160418,4.20582458708554,1.47731680093364,6.93433237323744,1,0.8223
"116","Argentina","6","18","MeanLA",2,50,0.3084770280714,0.25889799904148,0.358056057101319,0.293211638678847,0.251316850535526,0.335106426822167,1.49428518168826,1.19900537214561,1.78956499123091,0.372707781022921,-0.61461624106708,1.36003180311292,1,0.8223
"117","Argentina","6","18","MeanLA",3,50,0.0551848834502,0.0456810888648745,0.0646886780355255,0.011110961955823,0.00290902297768009,0.0193129009339659,6.3610010031522,3.08151073721964,9.64049126908477,51.4293430596913,16.1095237002831,86.7491624190994,1,0.8223
