"","ID","replicate","taxon","position"
"195","2","14","Stipa tenacissima","nurse_species"
"196","2","14",NA,"nurse_only"
"197","2","14","Iris sisyrynchium","bare_only"
"198","2","14","Allium cupani","bare_only"
"199","2","14","Plantago albicans","both"
"200","2","15","Stipa tenacissima","nurse_species"
"201","2","15",NA,"nurse_only"
"202","2","15","Iris sisyrynchium","bare_only"
"203","2","15","Plantago albicans","bare_only"
"204","2","15","Allium cupani","bare_only"
"205","2","15","Scorzonera undulata","bare_only"
"206","2","15","Stipa parviflora","bare_only"
"207","2","15","Atractylis serratuloides","both"
"208","2","16","Stipa tenacissima","nurse_species"
"209","2","16","Matthiola longipetala","nurse_only"
"210","2","16","Plantago albicans","bare_only"
"211","2","16","Iris sisyrynchium","bare_only"
"212","2","16","Allium cupani","bare_only"
"213","2","16","Stipa parviflora","bare_only"
"214","2","16",NA,"both"
"215","2","17","Stipa tenacissima","nurse_species"
"216","2","17","Allium cupani","nurse_only"
"217","2","17","Iris sisyrynchium","bare_only"
"218","2","17","Allium cupani","bare_only"
"219","2","17","Plantago albicans","both"
"220","2","17","Atractylis serratuloides","both"
"221","2","18","Stipa tenacissima","nurse_species"
"222","2","18",NA,"nurse_only"
"223","2","18","Plantago albicans","bare_only"
"224","2","18","Ajuga iva","bare_only"
"225","2","18","Stipa parviflora","bare_only"
"226","2","18","Atractylis serratuloides","both"
"227","2","19","Stipa tenacissima","nurse_species"
"228","2","19",NA,"nurse_only"
"229","2","19","Iris sisyrynchium","bare_only"
"230","2","19","Allium cupani","bare_only"
"231","2","19","Stipa parviflora","both"
"232","2","20","Stipa tenacissima","nurse_species"
"233","2","20","Plantago albicans","nurse_only"
"234","2","20","Atractylis serratuloides","nurse_only"
"235","2","20","Allium cupani","bare_only"
"236","2","20","Iris sisyrynchium","bare_only"
"237","2","20","Stipa parviflora","bare_only"
"238","2","20",NA,"both"
"239","2","21","Stipa tenacissima","nurse_species"
"240","2","21","Atractylis serratuloides","nurse_only"
"241","2","21","Allium cupani","bare_only"
"242","2","21","Stipa parviflora","bare_only"
"243","2","21","Plantago albicans","both"
"244","2","22","Stipa tenacissima","nurse_species"
"245","2","22",NA,"nurse_only"
"246","2","22","Plantago albicans","bare_only"
"247","2","22","Allium cupani","bare_only"
"248","2","22","Stipa parviflora","both"
"249","2","23","Stipa tenacissima","nurse_species"
"250","2","23","Plantago albicans","nurse_only"
"251","2","23","Stipa parviflora","bare_only"
"252","2","23","Allium cupani","bare_only"
"253","2","23","Atractylis serratuloides","both"
"254","2","24","Stipa tenacissima","nurse_species"
"255","2","24",NA,"nurse_only"
"256","2","24","Helanthemum aperta","bare_only"
"257","2","24","Plantago albicans","bare_only"
"258","2","24","Allium cupani","bare_only"
"259","2","24","Paronychia argentea","both"
"260","2","25","Stipa tenacissima","nurse_species"
"261","2","25","Atractylis serratuloides","nurse_only"
"262","2","25","Matthiola longipetala","nurse_only"
"263","2","25","Salvia verbenaca","nurse_only"
"264","2","25","Iris sisyrynchium","nurse_only"
"265","2","25","Plantago albicans","bare_only"
"266","2","25","Iris sisyrynchium","bare_only"
"267","2","25","Allium cupani","both"
"268","2","25","Paronychia argentea","both"
"269","3","1","Stipa tenacissima","nurse_species"
"270","3","1",NA,"nurse_only"
"271","3","1","Iris sisyrynchium","bare_only"
"272","3","1","Allium cupani","both"
"273","3","2","Stipa tenacissima","nurse_species"
"274","3","2","Plantago albicans","nurse_only"
"275","3","2","Iris sisyrynchium","bare_only"
"276","3","2","Atractylis serratuloides","bare_only"
"277","3","2","Allium cupani","bare_only"
"278","3","2",NA,"both"
"279","3","3","Stipa tenacissima","nurse_species"
"280","3","3","Atractylis serratuloides","nurse_only"
"281","3","3","Plantago albicans","bare_only"
"282","3","3","Iris sisyrynchium","bare_only"
"283","3","3","Allium cupani","bare_only"
"284","3","3",NA,"both"
"285","3","4","Stipa tenacissima","nurse_species"
"286","3","4",NA,"nurse_only"
"287","3","4","Allium cupani","bare_only"
"288","3","4","Iris sisyrynchium","bare_only"
"289","3","4","Atractylis serratuloides","bare_only"
"290","3","4",NA,"both"
"291","3","5","Stipa tenacissima","nurse_species"
"292","3","5",NA,"nurse_only"
"293","3","5","Iris sisyrynchium","bare_only"
"294","3","5","Plantago albicans","bare_only"
"295","3","5","Atractylis serratuloides","both"
"296","3","6","Stipa tenacissima","nurse_species"
"297","3","6",NA,"nurse_only"
"298","3","6","Allium cupani","bare_only"
"299","3","6","Iris sisyrynchium","bare_only"
"300","3","6","Plantago albicans","both"
"301","3","7","Stipa tenacissima","nurse_species"
"302","3","7",NA,"nurse_only"
"303","3","7","Atractylis serratuloides","bare_only"
"304","3","7","Iris sisyrynchium","bare_only"
"305","3","7","Ajuga iva","bare_only"
"306","3","7","Plantago albicans","bare_only"
"307","3","7",NA,"both"
"308","3","8","Stipa tenacissima","nurse_species"
"309","3","8","Allium cupani","nurse_only"
"310","3","8","Salvia verbenaca","nurse_only"
"311","3","8","Iris sisyrynchium","bare_only"
"312","3","8","Atractylis serratuloides","bare_only"
"313","3","8","Ajuga iva","bare_only"
"314","3","8","Telephium imperati","bare_only"
"315","3","8","Stipa parviflora","bare_only"
"316","3","8","Paronychia argentea","bare_only"
"317","3","8",NA,"both"
"318","3","9","Stipa tenacissima","nurse_species"
"319","3","9",NA,"nurse_only"
"320","3","9","Iris sisyrynchium","bare_only"
"321","3","9","Ajuga iva","bare_only"
"322","3","9","Plantago albicans","bare_only"
"323","3","9","Atractylis serratuloides","both"
"324","3","10","Stipa tenacissima","nurse_species"
"325","3","10",NA,"nurse_only"
"326","3","10","Iris sisyrynchium","bare_only"
"327","3","10","Allium cupani","bare_only"
"328","3","10","Atractylis serratuloides","both"
"329","3","11","Stipa tenacissima","nurse_species"
"330","3","11",NA,"nurse_only"
"331","3","11","Plantago albicans","bare_only"
"332","3","11","Stipa barbata","bare_only"
"333","3","11","Iris sisyrynchium","both"
"334","3","12","Stipa tenacissima","nurse_species"
"335","3","12",NA,"nurse_only"
"336","3","12","Atractylis serratuloides","bare_only"
"337","3","12","Plantago albicans","bare_only"
"338","3","12","Iris sisyrynchium","bare_only"
"339","3","12","Allium cupani","bare_only"
"340","3","12",NA,"both"
"341","3","13","Stipa tenacissima","nurse_species"
"342","3","13","Paronychia argentea","nurse_only"
"343","3","13","Allium cupani","bare_only"
"344","3","13","Atractylis serratuloides","both"
"345","3","13","Plantago albicans","both"
"346","3","14","Stipa tenacissima","nurse_species"
"347","3","14","Allium cupani","nurse_only"
"348","3","14","Telephium imperati","nurse_only"
"349","3","14","Allium cupani","bare_only"
"350","3","14","Stipa parviflora","bare_only"
"351","3","14","Salvia verbenaca","bare_only"
"352","3","14","Ajuga iva","bare_only"
"353","3","14","Scorzonera undulata","bare_only"
"354","3","14","Plantago albicans","both"
"355","3","14","Atractylis serratuloides","both"
"356","3","14","Plantago albicans","both"
"357","3","14","Iris sisyrynchium","both"
"358","3","15","Stipa tenacissima","nurse_species"
"359","3","15",NA,"nurse_only"
"360","3","15","Stipa parviflora","bare_only"
"361","3","15","Allium cupani","bare_only"
"362","3","15","Atractylis serratuloides","both"
"363","3","16","Stipa tenacissima","nurse_species"
"364","3","16",NA,"nurse_only"
"365","3","16","Plantago albicans","bare_only"
"366","3","16","Allium cupani","bare_only"
"367","3","16","Atractylis serratuloides","both"
"368","3","17","Stipa tenacissima","nurse_species"
"369","3","17","Atractylis serratuloides","nurse_only"
"370","3","17","Iris sisyrynchium","nurse_only"
"371","3","17","Atractylis serratuloides","bare_only"
"372","3","17","Allium cupani","both"
"373","3","17","Noaea mucronata","both"
"374","3","17","Plantago albicans","both"
"375","3","18","Stipa tenacissima","nurse_species"
"376","3","18","Atractylis serratuloides","nurse_only"
"377","3","18","Noaea mucronata","nurse_only"
"378","3","18","Atractylis serratuloides","bare_only"
"379","3","18","Iris sisyrynchium","both"
"380","3","18","Allium cupani","both"
"381","3","18","Plantago albicans","both"
"382","3","19","Stipa tenacissima","nurse_species"
"383","3","19",NA,"nurse_only"
"384","3","19","Iris sisyrynchium","bare_only"
"385","3","19","Allium cupani","bare_only"
"386","3","19","Telephium imperati","bare_only"
"387","3","19","Scorzonera undulata","bare_only"
"388","3","19","Atractylis serratuloides","both"
"389","3","19","Plantago albicans","both"
"390","3","20","Stipa tenacissima","nurse_species"
"391","3","20","Plantago albicans","nurse_only"
"392","3","20","Telephium imperati","nurse_only"
"393","3","20","Allium cupani","bare_only"
"394","3","20","Telephium imperati","bare_only"
"395","3","20","Atractylis serratuloides","both"
"396","3","20","Iris sisyrynchium","both"
"397","3","21","Stipa tenacissima","nurse_species"
"398","3","21",NA,"nurse_only"
"399","3","21","Allium cupani","bare_only"
"400","3","21","Iris sisyrynchium","bare_only"
"401","3","21",NA,"both"
"402","3","22","Stipa tenacissima","nurse_species"
"403","3","22","Atractylis serratuloides","nurse_only"
"404","3","22","Iris sisyrynchium","nurse_only"
"405","3","22","Iris sisyrynchium","bare_only"
"406","3","22","Telephium imperati","bare_only"
"407","3","22","Allium cupani","both"
"408","3","22","Plantago albicans","both"
"409","3","23","Stipa tenacissima","nurse_species"
"410","3","23","Atractylis serratuloides","nurse_only"
"411","3","23","Paronychia argentea","nurse_only"
"412","3","23","Iris sisyrynchium","bare_only"
"413","3","23","Allium cupani","bare_only"
"414","3","23","Scorzonera undulata","both"
"415","3","24","Stipa tenacissima","nurse_species"
"416","3","24","Plantago albicans","nurse_only"
"417","3","24","Ajuga iva","nurse_only"
"418","3","24","Iris sisyrynchium","bare_only"
"419","3","24","Plantago albicans","bare_only"
"420","3","24","Atractylis serratuloides","both"
"421","3","24","Allium cupani","both"
"422","3","25","Stipa tenacissima","nurse_species"
"423","3","25",NA,"nurse_only"
"424","3","25","Plantago albicans","bare_only"
"425","3","25","Allium cupani","bare_only"
"426","3","25","Scorzonera undulata","both"
"427","16","1","Condalia microphylla","nurse_species"
"428","16","1","Baccharis ulicina","nurse_only"
"429","16","1","Conyza lorentzii","nurse_only"
"430","16","1","Nassella tenuis","nurse_only"
"431","16","1","Glandularia parodii","nurse_only"
"432","16","1","Nassella tenuis","bare_only"
"433","16","1","Amelichloa ambigua","both"
"434","16","1","Sphaeralcea mendocina","both"
"435","16","1","Nassella longiglumis","both"
"436","16","2","Condalia microphylla","nurse_species"
"437","16","2","Pappostipa humilis","nurse_only"
"438","16","2","Lycium chilense","nurse_only"
"439","16","2","Schinus johnstonii","nurse_only"
"440","16","2","Conyza lorentzii","nurse_only"
"441","16","2","Ephedra triandra","nurse_only"
"442","16","2","Nassella longiglumis","nurse_only"
"443","16","2","Aloysia gratissima","nurse_only"
"444","16","2","Nassella tenuis","nurse_only"
"445","16","2","Sphaeralcea mendocina","nurse_only"
"446","16","2","Baccharis ulicina","nurse_only"
"447","16","2","Pappostipa speciosa","nurse_only"
"448","16","2","Sphaeralcea mendocina","bare_only"
"449","16","2","Nassella longiglumis","bare_only"
"450","16","2","Amelichloa ambigua","bare_only"
"451","16","2","Baccharis ulicina","bare_only"
"452","16","2","Nassella tenuis","bare_only"
"453","16","2",NA,"both"
"454","16","3","Condalia microphylla","nurse_species"
"455","16","3","Nassella longiglumis","nurse_only"
"456","16","3","Conyza lorentzii","nurse_only"
"457","16","3","Pappostipa humilis","nurse_only"
"458","16","3","Nassella longiglumis","bare_only"
"459","16","3","Nassella tenuis","both"
"460","16","3","Amelichloa ambigua","both"
"461","16","3","Sphaeralcea mendocina","both"
"462","16","4","Condalia microphylla","nurse_species"
"463","16","4","Lycium chilense","nurse_only"
"464","16","4","Ephedra triandra","nurse_only"
"465","16","4","Baccharis ulicina","nurse_only"
"466","16","4","Pappostipa humilis","nurse_only"
"467","16","4","Amelichloa ambigua","nurse_only"
"468","16","4","Amelichloa ambigua","bare_only"
"469","16","4","Baccharis ulicina","bare_only"
"470","16","4","Aloysia gratissima","both"
"471","16","4","Nassella tenuis","both"
"472","16","4","Sphaeralcea mendocina","both"
"473","16","4","Nassella longiglumis","both"
"474","16","5","Condalia microphylla","nurse_species"
"475","16","5","Ephedra triandra","nurse_only"
"476","16","5","Nassella longiglumis","nurse_only"
"477","16","5","Baccharis ulicina","nurse_only"
"478","16","5","Poa ligularis","nurse_only"
"479","16","5","Pappostipa humilis","nurse_only"
"480","16","5","Baccharis ulicina","bare_only"
"481","16","5","Nassella longiglumis","bare_only"
"482","16","5","Sphaeralcea mendocina","bare_only"
"483","16","5","Amelichloa ambigua","both"
"484","16","5","Aloysia gratissima","both"
"485","16","5","Glandularia parodii","both"
"486","16","5","Nassella tenuis","both"
"487","16","6","Condalia microphylla","nurse_species"
"488","16","6","Schinus johnstonii","nurse_only"
"489","16","6","Pappostipa humilis","nurse_only"
"490","16","6","Lycium chilense","nurse_only"
"491","16","6","Baccharis ulicina","nurse_only"
"492","16","6","Oxalis lasiopetala","nurse_only"
"493","16","6","Nassella longiglumis","nurse_only"
"494","16","6","Chuquiraga rosulata","nurse_only"
"495","16","6","Pappostipa speciosa","nurse_only"
"496","16","6","Nassella tenuis","nurse_only"
"497","16","6","Aloysia gratissima","nurse_only"
"498","16","6","Conyza lorentzii","nurse_only"
"499","16","6","Baccharis ulicina","bare_only"
"500","16","6","Nassella longiglumis","bare_only"
"501","16","6","Nassella tenuis","bare_only"
"502","16","6","Nassella longiglumis","bare_only"
"503","16","6","Nassella tenuis","bare_only"
"504","16","6","Glandularia parodii","both"
"505","16","6","Amelichloa ambigua","both"
"506","16","6","Amelichloa ambigua","both"
"507","16","6","Sphaeralcea mendocina","both"
"508","16","6","Amelichloa ambigua","both"
"509","16","6","Amelichloa ambigua","both"
"510","16","6","Sphaeralcea mendocina","both"
"511","16","7","Condalia microphylla","nurse_species"
"512","16","7","Pappostipa humilis","nurse_only"
"513","16","7","Sphaeralcea mendocina","nurse_only"
"514","16","7","Sphaeralcea mendocina","bare_only"
"515","16","7","Baccharis ulicina","both"
"516","16","7","Schinus johnstonii","both"
"517","16","7","Nassella longiglumis","both"
"518","16","7","Prosopis flexuosa","both"
"519","16","7","Amelichloa ambigua","both"
"520","16","7","Aloysia gratissima","both"
"521","16","7","Nassella tenuis","both"
"522","16","8","Condalia microphylla","nurse_species"
"523","16","8","Pappostipa humilis","nurse_only"
"524","16","8","Nassella longiglumis","nurse_only"
"525","16","8","Sphaeralcea mendocina","nurse_only"
"526","16","8","Glandularia parodii","nurse_only"
"527","16","8","Nassella tenuis","nurse_only"
"528","16","8","Conyza lorentzii","nurse_only"
"529","16","8","Sphaeralcea mendocina","bare_only"
"530","16","8","Nassella tenuis","bare_only"
"531","16","8","Amelichloa ambigua","both"
"532","16","9","Condalia microphylla","nurse_species"
"533","16","9","Prosopis flexuosa","nurse_only"
"534","16","9","Amelichloa ambigua","nurse_only"
"535","16","9","Lycium chilense","nurse_only"
"536","16","9","Sphaeralcea mendocina","nurse_only"
"537","16","9","Nassella longiglumis","nurse_only"
"538","16","9","Baccharis ulicina","nurse_only"
"539","16","9","Amelichloa ambigua","bare_only"
"540","16","9","Sphaeralcea mendocina","bare_only"
"541","16","9","Nassella tenuis","both"
"542","16","9","Glandularia parodii","both"
"543","16","9","Pappostipa humilis","both"
"544","16","10","Condalia microphylla","nurse_species"
"545","16","10","Nassella tenuis","nurse_only"
"546","16","10","Prosopis flexuosa","nurse_only"
"547","16","10","Nassella tenuis","bare_only"
"548","16","10","Nassella longiglumis","bare_only"
"549","16","10","Amelichloa ambigua","both"
"550","16","10","Baccharis ulicina","both"
"551","16","10","Sphaeralcea mendocina","both"
"552","16","11","Condalia microphylla","nurse_species"
"553","16","11","Pappostipa humilis","nurse_only"
"554","16","11","Pappostipa speciosa","nurse_only"
"555","16","11","Nassella tenuis","nurse_only"
"556","16","11","Aloysia gratissima","nurse_only"
"557","16","11","Ephedra triandra","nurse_only"
"558","16","11","Nassella longiglumis","bare_only"
"559","16","11","Sphaeralcea mendocina","bare_only"
"560","16","11","Nassella longiglumis","bare_only"
"561","16","11","Amelichloa ambigua","both"
"562","16","12","Condalia microphylla","nurse_species"
"563","16","12",NA,"nurse_only"
"564","16","12","Amelichloa ambigua","bare_only"
"565","16","12","Glandularia parodii","bare_only"
"566","16","12","Nassella longiglumis","bare_only"
"567","16","12","Baccharis ulicina","bare_only"
"568","16","12","Sphaeralcea mendocina","both"
"569","16","13","Condalia microphylla","nurse_species"
"570","16","13","Lycium chilense","nurse_only"
"571","16","13","Glandularia parodii","nurse_only"
"572","16","13","Senna aphylla","nurse_only"
"573","16","13","Nassella tenuis","nurse_only"
"574","16","13","Conyza lorentzii","nurse_only"
"575","16","13","Pappostipa humilis","nurse_only"
"576","16","13","Schinus johnstonii","nurse_only"
"577","16","13","Glandularia parodii","bare_only"
"578","16","13","Nassella tenuis","bare_only"
"579","16","13","Amelichloa ambigua","both"
"580","16","13","Sphaeralcea mendocina","both"
"581","16","13","Nassella longiglumis","both"
"582","16","14","Condalia microphylla","nurse_species"
"583","16","14",NA,"nurse_only"
"584","16","14","Nassella longiglumis","bare_only"
"585","16","14","Nassella tenuis","bare_only"
"586","16","14","Sphaeralcea mendocina","both"
"587","16","14","Amelichloa ambigua","both"
"588","16","15","Condalia microphylla","nurse_species"
"589","16","15","Pappostipa humilis","nurse_only"
"590","16","15","Nassella longiglumis","nurse_only"
"591","16","15","Senecio melanopotamicus","nurse_only"
"592","16","15","Amelichloa ambigua","nurse_only"
"593","16","15","Amelichloa ambigua","bare_only"
"594","16","15","Nassella longiglumis","bare_only"
"595","16","15","Baccharis ulicina","both"
"596","16","15","Nassella tenuis","both"
"597","16","15","Glandularia parodii","both"
"598","16","16","Condalia microphylla","nurse_species"
"599","16","16","Senna aphylla","nurse_only"
"600","16","16","Pappostipa humilis","nurse_only"
"601","16","16","Nassella longiglumis","nurse_only"
"602","16","16","Lycium chilense","bare_only"
"603","16","16","Nassella longiglumis","bare_only"
"604","16","16","Pappostipa humilis","bare_only"
"605","16","16","Amelichloa ambigua","both"
"606","16","16","Condalia microphylla","both"
"607","16","16","Nassella tenuis","both"
"608","16","16","Sphaeralcea mendocina","both"
"609","16","17","Condalia microphylla","nurse_species"
"610","16","17","Pappostipa humilis","nurse_only"
"611","16","17","Amelichloa ambigua","nurse_only"
"612","16","17","Schinus johnstonii","nurse_only"
"613","16","17","Nassella tenuis","nurse_only"
"614","16","17","Chuquiraga rosulata","nurse_only"
"615","16","17","Amelichloa ambigua","bare_only"
"616","16","17","Nassella tenuis","bare_only"
"617","16","17","Baccharis ulicina","both"
"618","16","17","Nassella longiglumis","both"
"619","16","18","Condalia microphylla","nurse_species"
"620","16","18","Nassella tenuis","nurse_only"
"621","16","18","Nassella longiglumis","nurse_only"
"622","16","18","Sphaeralcea mendocina","nurse_only"
"623","16","18","Pappostipa humilis","nurse_only"
"624","16","18","Nassella longiglumis","bare_only"
"625","16","18","Nassella tenuis","bare_only"
"626","16","18","Pappostipa speciosa","bare_only"
"627","16","18","Sphaeralcea mendocina","bare_only"
"628","16","18","Amelichloa ambigua","both"
"629","16","18","Schinus johnstonii","both"
"630","16","18","Glandularia parodii","both"
"631","16","18","Baccharis ulicina","both"
"632","16","18","Baccharis gilliesii","both"
"633","16","19","Condalia microphylla","nurse_species"
"634","16","19","Baccharis ulicina","nurse_only"
"635","16","19","Nassella tenuis","nurse_only"
"636","16","19","Pappostipa humilis","nurse_only"
"637","16","19","Nassella tenuis","bare_only"
"638","16","19","Nassella longiglumis","both"
"639","16","19","Amelichloa ambigua","both"
"640","16","19","Sphaeralcea mendocina","both"
"641","16","20","Condalia microphylla","nurse_species"
"642","16","20","Lycium chilense","nurse_only"
"643","16","20","Schinus johnstonii","bare_only"
"644","16","20","Nassella longiglumis","bare_only"
"645","16","20","Pappostipa humilis","both"
"646","16","20","Amelichloa ambigua","both"
