"","ID","Site","Country","Plot","MeanLL","MeanSLA","MeanLDMC","MeanLA","MaxH","MaxLS","site_ID","GRAZ","ARIDITY.v3","sp_fullname"
"95",18,"Rio Colorado","Argentina",3,7.664,14.01435511,0.55324358,1.016928459,140,30400,6,1,0.8223,"Prosopidastrum globosum"
"96",18,"Rio Colorado","Argentina",3,57,53.40486726,0.361022364,0.670527778,NA,NA,6,1,0.8223,"Poa lanuginosa"
"97",18,"Rio Colorado","Argentina",3,NA,NA,NA,NA,NA,NA,6,1,0.8223,"Larrea divaricata"
"98",18,"Rio Colorado","Argentina",3,0.54,116.5925926,0.38028169,0.046985075,12,80,6,1,0.8223,"Baccharis melanopotamica"
"99",18,"Rio Colorado","Argentina",3,67.66666667,54.82525897,0.508531837,0.307296129,60,1890,6,1,0.8223,"Pappostipa speciosa"
"100",18,"Rio Colorado","Argentina",3,1.62,162.6461039,0.19622454,0.050100029,140,14400,6,1,0.8223,"Lycium gilliesianum"
"101",18,"Rio Colorado","Argentina",3,48.85714286,78.97987073,0.535341551,0.235155023,50,2726,6,1,0.8223,"Pappostipa humilis"
"102",18,"Rio Colorado","Argentina",3,1.87,103.1195881,0.352642276,0.9953,53,1000,6,1,0.8223,"Sphaeralcea mendocina"
"103",18,"Rio Colorado","Argentina",3,7.535,14.6566193,0.505577763,1.414078571,56,3000,6,1,0.8223,"Ephedra ochreata"
"104",18,"Rio Colorado","Argentina",3,0.585714286,39.5118364,0.67093978,0.031057415,74,13800,6,1,0.8223,"Chuquiraga rosulata"
"105",18,"Rio Colorado","Argentina",3,2.1425,88.02097065,0.431946997,1.416759524,240,14400,6,1,0.8223,"Geoffroea decorticans"
"106",18,"Rio Colorado","Argentina",3,NA,NA,NA,NA,NA,NA,6,1,0.8223,"Cardionema ramosissima"
"107",18,"Rio Colorado","Argentina",3,0.805,124.3469294,0.252124449,0.027654164,170,5605,6,1,0.8223,"Lycium chilense"
"108",18,"Rio Colorado","Argentina",3,3.533333333,70.4916221,0.341548023,1.435866667,53,510,6,1,0.8223,"Glandularia parodii"
"109",18,"Rio Colorado","Argentina",3,4,63.76271186,0.383116883,0.179142857,70,12000,6,1,0.8223,"Brachyclados lycioides"
"110",18,"Rio Colorado","Argentina",3,8.556666667,60.26279261,0.462733972,6.068944444,140,23800,6,1,0.8223,"Prosopis flexuosa"
"111",18,"Rio Colorado","Argentina",3,1.5,128.5460664,0.397257111,0.075398912,36,1360,6,1,0.8223,"Baccharis ulicina"
"112",18,"Rio Colorado","Argentina",3,NA,NA,NA,NA,NA,NA,6,1,0.8223,"Schinus johnstonii"
"113",19,"Valcheta","Argentina",1,0.756666667,67.18375789,0.453733663,0.245921863,118,17600,7,3,0.8738,"Larrea divaricata"
"114",19,"Valcheta","Argentina",1,0.78,51.27577601,0.503042645,0.226422857,124,24600,7,3,0.8738,"Larrea cuneifolia"
"115",19,"Valcheta","Argentina",1,NA,NA,NA,NA,NA,NA,7,3,0.8738,"Schinus johnstonii"
"116",19,"Valcheta","Argentina",1,1.06,165.4444444,0.341772152,0.124083333,42,306,7,3,0.8738,"Mulguraea aspera"
"117",19,"Valcheta","Argentina",1,10.9,114.443199,0.366824057,0.280117489,30,920,7,3,0.8738,"Nassella tenuis"
"118",19,"Valcheta","Argentina",1,NA,NA,0.293706294,NA,90,600,7,3,0.8738,"Lycium chilense"
"119",19,"Valcheta","Argentina",1,NA,NA,NA,NA,NA,NA,7,3,0.8738,"Pappostipa speciosa"
"120",19,"Valcheta","Argentina",1,NA,NA,NA,NA,NA,NA,7,3,0.8738,"Boopis anthemoides"
"121",19,"Valcheta","Argentina",1,25,127.0833333,0.342857143,0.508333333,20,360,7,3,0.8738,"Nassella longiglumis"
"122",19,"Valcheta","Argentina",1,0.88,132.5545455,0.351419878,0.190173611,17,255,7,3,0.8738,"Tetraglochin caespitosum"
"123",19,"Valcheta","Argentina",1,3.181818182,97.9360037,0.289690207,0.661413605,14,810,7,3,0.8738,"Gutierrezia baccharoides"
"124",19,"Valcheta","Argentina",1,25,112.553252,0.300667931,0.6171,35,112,7,3,0.8738,"Poa ligularis"
"125",19,"Valcheta","Argentina",1,1.65,62.95294118,0.250737463,0.137205128,140,62400,7,3,0.8738,"Bougainvillea spinosa"
"126",19,"Valcheta","Argentina",1,0.230909091,86.87625552,0.390972505,0.0183041,40,2400,7,3,0.8738,"Acantholippia seriphioides"
"127",19,"Valcheta","Argentina",1,6.51,8.422845691,0.648894668,0.8406,200,85800,7,3,0.8738,"Monttea aphylla"
"128",20,"Valcheta","Argentina",2,NA,NA,NA,NA,NA,NA,7,2,0.8738,"Ephedra ochreata"
"129",20,"Valcheta","Argentina",2,NA,NA,NA,NA,NA,NA,7,2,0.8738,"Gutierrezia baccharoides"
"130",20,"Valcheta","Argentina",2,0.86,178.4443734,0.172627119,0.040760439,60,7380,7,2,0.8738,"Lycium chilense"
"131",20,"Valcheta","Argentina",2,13.29166667,134.2563924,0.309106129,0.396910377,20,391,7,2,0.8738,"Nassella tenuis"
"132",20,"Valcheta","Argentina",2,11,50.00914634,0.431011827,3.2806,80,19800,7,2,0.8738,"Prosopis flexuosa"
"133",20,"Valcheta","Argentina",2,0.814545455,64.84988941,0.487463053,0.331426339,210,63800,7,2,0.8738,"Larrea divaricata"
"134",20,"Valcheta","Argentina",2,NA,NA,NA,NA,NA,NA,7,2,0.8738,"Sphaeralcea mendocina"
"135",20,"Valcheta","Argentina",2,7.11,8.828316611,0.6325811,1.319833333,85,4200,7,2,0.8738,"Monttea aphylla"
"136",20,"Valcheta","Argentina",2,NA,NA,NA,NA,NA,NA,7,2,0.8738,"Poa ligularis"
"137",20,"Valcheta","Argentina",2,1.7,47.45614035,0.452380952,0.386428571,70,17760,7,2,0.8738,"Schinus johnstonii"
"138",20,"Valcheta","Argentina",2,0.231666667,90.97687808,0.381574475,0.016136041,24,6300,7,2,0.8738,"Acantholippia seriphioides"
"139",20,"Valcheta","Argentina",2,NA,NA,NA,NA,NA,NA,7,2,0.8738,"Pappostipa speciosa"
"140",20,"Valcheta","Argentina",2,24.5,107.8164725,0.271461988,0.636081818,20,1,7,2,0.8738,"Poa lanuginosa"
"141",21,"Valcheta","Argentina",3,52,139.7738095,0.282828283,1.956833333,36,1,7,1,0.8731,"Poa lanuginosa"
"142",21,"Valcheta","Argentina",3,NA,NA,NA,NA,NA,NA,7,1,0.8731,"Jarava neaei"
"143",21,"Valcheta","Argentina",3,7.29,11.1995118,0.532534853,1.302041667,50,25500,7,1,0.8731,"Ephedra ochreata"
"144",21,"Valcheta","Argentina",3,1,123.4210526,0.222222222,0.055176471,60,680,7,1,0.8731,"Lycium chilense"
"145",21,"Valcheta","Argentina",3,6.665,7.226849249,0.632031231,1.1949,180,152100,7,1,0.8731,"Monttea aphylla"
"146",21,"Valcheta","Argentina",3,NA,NA,NA,NA,NA,NA,7,1,0.8731,"Tetraglochin caespitosum"
"147",21,"Valcheta","Argentina",3,19.53571429,89.03185707,0.378925626,0.350165795,30,800,7,1,0.8731,"Nassella tenuis"
"148",21,"Valcheta","Argentina",3,6.586,17.57121415,0.544707006,0.821013333,36,13200,7,1,0.8731,"Senna aphylla"
"149",21,"Valcheta","Argentina",3,0.811666667,60.10653218,0.508140527,0.296230094,160,41400,7,1,0.8731,"Larrea divaricata"
"150",21,"Valcheta","Argentina",3,11,55.10734463,0.446406053,9.754,100,26000,7,1,0.8731,"Prosopis flexuosa"
"151",21,"Valcheta","Argentina",3,3.403333333,177.1929268,0.197473707,0.253426768,36,1400,7,1,0.8731,"Gutierrezia baccharoides"
"152",21,"Valcheta","Argentina",3,0.274,73.54759734,0.378231773,0.023833186,47,4800,7,1,0.8731,"Acantholippia seriphioides"
"153",21,"Valcheta","Argentina",3,52.5,50.08268339,0.420643072,0.482977128,50,4690,7,1,0.8731,"Pappostipa speciosa"
"154",40,"Fowlers","Australia",1,0.56875,83.4837513,NA,0.078907446,64,20172,13,3,0.9011,"Maireana pyramidata"
"155",40,"Fowlers","Australia",1,1.079,150.6484444,NA,0.287367791,13,729,13,3,0.9011,"Lotus cruentus"
"156",40,"Fowlers","Australia",1,0.973125,148.433274,NA,0.128841109,9,342,13,3,0.9011,"Sclerolaena ventricosa"
"157",40,"Fowlers","Australia",1,NA,NA,NA,NA,NA,NA,13,3,0.9011,"Maireana turbinata"
"158",40,"Fowlers","Australia",1,2.377,153.0885733,NA,0.25478371,22,238,13,3,0.9011,"Minuria cunninghamii"
"159",40,"Fowlers","Australia",1,0.927222222,141.0887649,NA,0.131538961,14,460,13,3,0.9011,"Sclerolaena brachyptera"
"160",40,"Fowlers","Australia",1,NA,NA,NA,NA,NA,NA,13,3,0.9011,"Atriplex vesicaria"
"161",40,"Fowlers","Australia",1,1.049,148.0079407,NA,0.119177356,12,156,13,3,0.9011,"Sclerolaena divaricata"
"162",40,"Fowlers","Australia",1,NA,NA,NA,NA,NA,NA,13,3,0.9011,"Sida fibulifera"
"163",40,"Fowlers","Australia",1,1.0975,98.54825822,NA,0.123699631,7,77,13,3,0.9011,"Sclerolaena lanicuspis"
"164",40,"Fowlers","Australia",1,1.291666667,111.35356,NA,0.666701208,11,1332,13,3,0.9011,"Sida corrugata"
"165",41,"Fowlers","Australia",2,3.703846154,105.0830176,NA,0.251472695,7,121,13,2,0.9008,"Enneapogon avenaceus"
"166",41,"Fowlers","Australia",2,5.141,82.85286071,NA,0.215232207,23,256,13,2,0.9008,"Austrostipa scabra"
"167",41,"Fowlers","Australia",2,0.934,104.9985349,NA,0.229632756,20,682,13,2,0.9008,"Sclerolaena obliquicuspis"
"168",41,"Fowlers","Australia",2,0.445,105.3459119,NA,0.062037037,44,2964,13,2,0.9008,"Maireana pyramidata"
"169",41,"Fowlers","Australia",2,0.872,107.2391986,NA,0.111714359,10,340,13,2,0.9008,"Sclerolaena patenticuspis"
"170",42,"Fowlers","Australia",3,1.193928571,155.7473894,NA,0.161613524,9,209,13,1,0.8989,"Sclerolaena brachyptera"
"171",42,"Fowlers","Australia",3,7.5425,98.92273229,NA,0.249352679,34,56,13,1,0.8989,"Austrodanthonia caespitosa"
"172",42,"Fowlers","Australia",3,18.9725,109.7242309,NA,0.20749363,12,130,13,1,0.8989,"Sclerolaena eriacantha"
"173",42,"Fowlers","Australia",3,1.100714286,176.6696094,NA,0.117622236,18,936,13,1,0.8989,"Sclerolaena lanicuspis"
"174",42,"Fowlers","Australia",3,2.01125,91.66018205,NA,0.563421697,44,5775,13,1,0.8989,"Atriplex vesicaria"
"175",42,"Fowlers","Australia",3,1.124411765,151.4208599,NA,0.246785443,10.5,195,13,1,0.8989,"Lotus cruentus"
"176",42,"Fowlers","Australia",3,NA,NA,NA,NA,NA,NA,13,1,0.8989,"Austrostipa scabra"
"177",42,"Fowlers","Australia",3,3.205,97.85699911,NA,0.139222222,8,121,13,1,0.8989,"Eragrostis setifolia"
"178",42,"Fowlers","Australia",3,0.9165,171.6694395,NA,0.120215407,17,180,13,1,0.8989,"Sclerolaena ventricosa"
"179",42,"Fowlers","Australia",3,0.731,147.1208742,NA,0.076158233,23,798,13,1,0.8989,"Sclerolaena divaricata"
"180",43,"Fowlers","Australia",4,1.13,98.13403417,NA,0.152408163,24,2160,13,0,0.9014,"Maireana turbinata"
"181",43,"Fowlers","Australia",4,1.175416667,172.7484281,NA,0.190534653,19,1330,13,0,0.9014,"Sclerolaena ventricosa"
"182",43,"Fowlers","Australia",4,9.12,161.1511752,NA,1.2051875,24,340,13,0,0.9014,"Enteropogon acicularis"
"183",43,"Fowlers","Australia",4,1.295833333,188.9271135,NA,0.251832293,50,9000,13,0,0.9014,"Sclerolaena brachyptera"
"184",43,"Fowlers","Australia",4,2.285,141.143644,NA,0.188580471,33,1470,13,0,0.9014,"Minuria cunninghamii"
"185",43,"Fowlers","Australia",4,1.815555556,113.3582376,NA,0.476790546,56,11554,13,0,0.9014,"Atriplex vesicaria"
"186",44,"Hay site","Australia",1,5.014545455,32.97209241,NA,0.470389214,60,13560,14,3,0.8087,"Maireana aphylla"
"187",44,"Hay site","Australia",1,1.06,176.5306122,NA,0.140813953,2.5,180,14,3,0.8087,"Sclerolaena diacantha"
"188",44,"Hay site","Australia",1,1.2875,151.1238692,NA,0.156585342,8,816,14,3,0.8087,"Sclerolaena brachyptera"
"189",44,"Hay site","Australia",1,NA,NA,NA,NA,NA,NA,14,3,0.8087,"Einadia nutans"
"190",44,"Hay site","Australia",1,NA,NA,NA,NA,NA,NA,14,3,0.8087,"Atriplex vesicaria"
"191",44,"Hay site","Australia",1,1.53125,64.74681106,NA,0.380763168,90,111630,14,3,0.8087,"Nitraria billardierei"
"192",45,"Hay site","Australia",2,0.975,129.8681299,NA,0.105085526,27,1247,14,2,0.8097,"Sida trichopoda"
"193",45,"Hay site","Australia",2,10.495,140.966584,NA,0.746388384,20,266,14,2,0.8097,"Austrostipa scabra"
"194",45,"Hay site","Australia",2,1.183571429,137.2535617,NA,0.163758971,8,1920,14,2,0.8097,"Sclerolaena brachyptera"
"195",45,"Hay site","Australia",2,10.3175,155.30597,NA,1.802111264,18,221,14,2,0.8097,"Austrodanthonia caespitosa"
"196",45,"Hay site","Australia",2,NA,NA,NA,NA,NA,NA,14,2,0.8097,"Craspedia sp."
"197",45,"Hay site","Australia",2,6.59,205.3005877,NA,0.770626013,11,432,14,2,0.8097,"Sporobolus carolii"
"198",45,"Hay site","Australia",2,0.745,101.6231884,NA,0.096054795,30,7992,14,2,0.8097,"Maireana trichoptera"
"199",45,"Hay site","Australia",2,NA,NA,NA,NA,NA,NA,14,2,0.8097,"Chloris truncata"
"200",45,"Hay site","Australia",2,6.612,43.48320684,NA,0.697271313,37,4032,14,2,0.8097,"Maireana aphylla"
"201",45,"Hay site","Australia",2,1.595,151.8981481,NA,0.273416667,5,88,14,2,0.8097,"Einadia nutans"
"202",45,"Hay site","Australia",2,1.618125,108.680604,NA,0.244632917,24,900,14,2,0.8097,"Atriplex semibaccata"
"203",45,"Hay site","Australia",2,1.47,116.0864619,NA,0.188962963,18,242,14,2,0.8097,"Sclerolaena diacantha"
"204",45,"Hay site","Australia",2,1.433333333,107.5130634,NA,0.191912036,27,594,14,2,0.8097,"Sclerolaena tricuspis"
"205",46,"Hay site","Australia",3,1.257777778,105.3328195,NA,0.198539503,63,3600,14,1,0.8089,"Atriplex vesicaria"
"206",46,"Hay site","Australia",3,6.733333333,38.94312333,NA,0.732831871,45,3249,14,1,0.8089,"Maireana aphylla"
"207",46,"Hay site","Australia",3,1.44625,177.9129561,NA,0.334796509,24,119,14,1,0.8089,"Einadia nutans"
"208",46,"Hay site","Australia",3,7.497083333,201.1739224,NA,1.309995526,27,360,14,1,0.8089,"Paspalidium constrictum"
"209",46,"Hay site","Australia",3,1.553333333,70.51188995,NA,0.208755508,13,741,14,1,0.8089,"Sclerolaena diacantha"
"210",46,"Hay site","Australia",3,7.51,118.7627339,NA,0.594654762,7,81,14,1,0.8089,"Austrodanthonia caespitosa"
"211",46,"Hay site","Australia",3,1.27875,124.5858863,NA,0.220271658,10,2268,14,1,0.8089,"Sclerolaena brachyptera"
