"","ID","plotref","Site","Country","Plot","Genus","Species","MeanLL","MeanSLA","MeanLDMC","MeanLA","MaxH","MaxLS","site_ID","GRAZ","ARIDITY.v3"
"14",1,"1_1","El Ouassria","Algeria",1,"Cynodon","dactylon",2,189.5263158,0.404255319,0.189526316,1,80,1,3,0.8301
"15",1,"1_1","El Ouassria","Algeria",1,"Iris","sisyrynchium",6.891666667,119.4692883,0.287961275,1.250261111,8,52,1,3,0.8301
"16",1,"1_1","El Ouassria","Algeria",1,"Scorzonera","undulata",9,104.8636364,0.173228346,2.307,1,130,1,3,0.8301
"17",1,"1_1","El Ouassria","Algeria",1,"Paronychia","argentea",0.41,149.3333333,0.6,0.01792,2,4,1,3,0.8301
"18",1,"1_1","El Ouassria","Algeria",1,"Stipa","barbata",6.616666667,106.9887157,0.442791785,0.37295377,6,270,1,3,0.8301
"19",2,"1_2","El Ouassria","Algeria",2,"Iris","sisyrynchium",13.28571429,94.1609988,0.304103476,0.812502778,13,221,1,2,0.8317
"20",2,"1_2","El Ouassria","Algeria",2,"Ajuga","iva",NA,NA,NA,NA,NA,NA,1,2,0.8317
"21",2,"1_2","El Ouassria","Algeria",2,"Noaea","mucronata",NA,NA,NA,NA,NA,NA,1,2,0.8317
"22",2,"1_2","El Ouassria","Algeria",2,"Scorzonera","undulata",13,140.7777778,0.138461538,1.0136,3,66,1,2,0.8317
"23",2,"1_2","El Ouassria","Algeria",2,"Argyrolobium","uniflorum",1.56,93.42857143,0.304347826,0.290666667,3,77,1,2,0.8317
"24",2,"1_2","El Ouassria","Algeria",2,"Stipa","parviflora",7.288,114.4127937,0.516466957,0.601649524,10,196,1,2,0.8317
"25",2,"1_2","El Ouassria","Algeria",2,"Plantago","albicans",3.386666667,116.5999613,0.32559313,0.795645671,6,72,1,2,0.8317
"26",2,"1_2","El Ouassria","Algeria",2,"Scorzonera","laciniata",NA,NA,NA,NA,NA,NA,1,2,0.8317
"27",2,"1_2","El Ouassria","Algeria",2,"Echinops","spinosus",NA,NA,NA,NA,NA,NA,1,2,0.8317
"28",2,"1_2","El Ouassria","Algeria",2,"Dactylis","glomerata",17,54.49765258,0.36535163,1.934666667,20,850,1,2,0.8317
"29",2,"1_2","El Ouassria","Algeria",2,"Matthiola","longipetala",5.08,88.17948718,0.228706967,2.6485,6,143,1,2,0.8317
"30",2,"1_2","El Ouassria","Algeria",2,"Allium","cupani",11.8,104.7680279,0.224176133,0.352943214,11,400,1,2,0.8317
"31",2,"1_2","El Ouassria","Algeria",2,"Paronychia","argentea",0.745,99.33662281,0.411413043,0.057099521,2,24,1,2,0.8317
"32",2,"1_2","El Ouassria","Algeria",2,"Stipa","barbata",9,122.3243243,0.474358974,0.754333333,25,14,1,2,0.8317
"33",2,"1_2","El Ouassria","Algeria",2,"Stipa","tenacissima",55.58333333,40.44409228,0.613103542,1.464959722,103,20300,1,2,0.8317
"34",2,"1_2","El Ouassria","Algeria",2,"Atractylis","serratuloides",2.773333333,57.11469756,0.32702872,0.719693095,10,440,1,2,0.8317
"35",2,"1_2","El Ouassria","Algeria",2,"Telephium","imperati",NA,NA,NA,NA,NA,NA,1,2,0.8317
"36",2,"1_2","El Ouassria","Algeria",2,"Ziziphus","lotus",1,132.7894737,0.38,0.360428571,3,45,1,2,0.8317
"37",2,"1_2","El Ouassria","Algeria",2,"Artemisia","campestris",2.63,107.6111111,0.288,0.430444444,21,540,1,2,0.8317
"38",2,"1_2","El Ouassria","Algeria",2,"Echium","trygorrhizum",2.84,158.95,0.117647059,1.059666667,2,35,1,2,0.8317
"39",3,"1_3","El Ouassria","Algeria",3,"Echium","trygorrhizum",NA,NA,NA,NA,NA,NA,1,1,0.8317
"40",3,"1_3","El Ouassria","Algeria",3,"Argyrolobium","uniflorum",1,91.90196078,0.26984127,0.120179487,3,60,1,1,0.8317
"41",3,"1_3","El Ouassria","Algeria",3,"Scorzonera","undulata",13,131.9617891,0.144347654,1.065522619,5,308,1,1,0.8317
"42",3,"1_3","El Ouassria","Algeria",3,"Matthiola","longipetala",NA,NA,NA,NA,NA,NA,1,1,0.8317
"43",3,"1_3","El Ouassria","Algeria",3,"Plantago","albicans",3.264,125.2216567,0.207174829,0.894984127,9,99,1,1,0.8317
"44",3,"1_3","El Ouassria","Algeria",3,"Ajuga","iva",2.3225,124.5392439,0.234381549,0.664321875,6,24,1,1,0.8317
"45",3,"1_3","El Ouassria","Algeria",3,"Noaea","mucronata",2.4475,70.79205032,0.285059621,0.11245858,16,616,1,1,0.8317
"46",3,"1_3","El Ouassria","Algeria",3,"Atractylis","serratuloides",2.69,59.53066145,0.293337373,0.700300085,12,700,1,1,0.8317
"47",3,"1_3","El Ouassria","Algeria",3,"Stipa","parviflora",8,96.39130435,0.410714286,0.4434,12,160,1,1,0.8317
"48",3,"1_3","El Ouassria","Algeria",3,"Iris","sisyrynchium",15.8,83.17512842,0.277158879,1.226317778,19,729,1,1,0.8317
"49",3,"1_3","El Ouassria","Algeria",3,"Telephium","imperati",2.5,135.5060445,0.225681783,0.197028387,1,170,1,1,0.8317
"50",3,"1_3","El Ouassria","Algeria",3,"Stipa","tenacissima",55,43.12481173,0.591705161,1.369743651,NA,NA,1,1,0.8317
"51",3,"1_3","El Ouassria","Algeria",3,"Dactylis","glomerata",17,NA,0.341463415,NA,18,750,1,1,0.8317
"52",3,"1_3","El Ouassria","Algeria",3,"Allium","cupani",12.91666667,94.42840881,0.2168758,0.381693508,15,504,1,1,0.8317
"53",3,"1_3","El Ouassria","Algeria",3,"Stipa","barbata",NA,NA,NA,NA,NA,NA,1,1,0.8317
"54",3,"1_3","El Ouassria","Algeria",3,"Salvia","verbenaca",4,97.3115942,0.241681261,3.35725,2,48,1,1,0.8317
"55",3,"1_3","El Ouassria","Algeria",3,"Paronychia","argentea",0.73,88.04227941,0.354545455,0.056430303,3,54,1,1,0.8317
"56",3,"1_3","El Ouassria","Algeria",3,"Launaea","resedifolia",NA,NA,NA,NA,NA,NA,1,1,0.8317
"57",16,"6_1","Rio Colorado","Argentina",1,"Condalia","microphylla",0.43125,51.1469179,0.437559714,0.03632037,165,40000,6,3,0.8212
"58",16,"6_1","Rio Colorado","Argentina",1,"Lycium","chilense",0.825,132.4130622,0.207770795,0.042346663,158,5500,6,3,0.8212
"59",16,"6_1","Rio Colorado","Argentina",1,"Pappostipa","humilis",44.55555556,94.06361721,0.51389471,0.252234035,60,1650,6,3,0.8212
"60",16,"6_1","Rio Colorado","Argentina",1,"Larrea","cuneifolia",NA,NA,NA,NA,NA,NA,6,3,0.8212
"61",16,"6_1","Rio Colorado","Argentina",1,"Larrea","divaricata",NA,NA,NA,NA,NA,NA,6,3,0.8212
"62",16,"6_1","Rio Colorado","Argentina",1,"Ephedra","triandra",NA,NA,NA,NA,NA,NA,6,3,0.8212
"63",16,"6_1","Rio Colorado","Argentina",1,"Conyza","lorentzii",9,99.37209302,0.26875,0.8546,40,320,6,3,0.8212
"64",16,"6_1","Rio Colorado","Argentina",1,"Nassella","tenuis",22.04714286,101.9731297,0.379462848,0.256755613,70,2100,6,3,0.8212
"65",16,"6_1","Rio Colorado","Argentina",1,"Schinus","johnstonii",1.4,50.89073227,0.488270595,0.4279,120,8000,6,3,0.8212
"66",16,"6_1","Rio Colorado","Argentina",1,"Prosopidastrum","globosum",NA,NA,NA,NA,NA,NA,6,3,0.8212
"67",16,"6_1","Rio Colorado","Argentina",1,"Bredemeyera","microphylla",NA,NA,NA,NA,NA,NA,6,3,0.8212
"68",16,"6_1","Rio Colorado","Argentina",1,"Poa","ligularis",NA,NA,NA,NA,NA,NA,6,3,0.8212
"69",16,"6_1","Rio Colorado","Argentina",1,"Monttea","aphylla",NA,NA,NA,NA,NA,NA,6,3,0.8212
"70",16,"6_1","Rio Colorado","Argentina",1,"Senna","aphylla",NA,NA,NA,NA,NA,NA,6,3,0.8212
"71",16,"6_1","Rio Colorado","Argentina",1,"Grindelia","brachystephana",NA,NA,NA,NA,NA,NA,6,3,0.8212
"72",16,"6_1","Rio Colorado","Argentina",1,"Poa","lanuginosa",NA,NA,NA,NA,NA,NA,6,3,0.8212
"73",16,"6_1","Rio Colorado","Argentina",1,"Prosopis","flexuosa",9.736666667,59.90600101,0.411080516,8.259888889,200,70000,6,3,0.8212
"74",16,"6_1","Rio Colorado","Argentina",1,"Chuquiraga","rosulata",0.58,35.24761905,0.621301775,0.036284314,56,7560,6,3,0.8212
"75",16,"6_1","Rio Colorado","Argentina",1,"Aloysia","gratissima",2.43,105.255814,0.421568627,0.9052,70,2700,6,3,0.8212
"76",16,"6_1","Rio Colorado","Argentina",1,"Baccharis","crispa",NA,NA,NA,NA,NA,NA,6,3,0.8212
"77",16,"6_1","Rio Colorado","Argentina",1,"Amelichloa","ambigua",49.42857143,61.16544342,0.43815546,0.933812657,74,8000,6,3,0.8212
"78",16,"6_1","Rio Colorado","Argentina",1,"Glandularia","parodii",2.9,75.31011071,0.319075761,0.782971429,40,1050,6,3,0.8212
"79",16,"6_1","Rio Colorado","Argentina",1,"Sphaeralcea","mendocina",2.191428571,182.6375931,0.24198599,1.369257143,20,216,6,3,0.8212
"80",16,"6_1","Rio Colorado","Argentina",1,"Nassella","longiglumis",38.55555556,82.73043498,0.419774814,1.013942574,70,6216,6,3,0.8212
"81",16,"6_1","Rio Colorado","Argentina",1,"Baccharis","ulicina",1.558181818,119.0641042,0.344491681,0.162004133,52.5,1584,6,3,0.8212
"82",16,"6_1","Rio Colorado","Argentina",1,"Geoffroea","decorticans",2.06,80.52040816,0.404958678,1.315166667,166,7600,6,3,0.8212
"83",16,"6_1","Rio Colorado","Argentina",1,"Pappostipa","speciosa",52.5,43.7774626,0.461175954,0.404873563,56,3600,6,3,0.8212
"84",17,"6_2","Rio Colorado","Argentina",2,"Sphaeralcea","mendocina",NA,NA,NA,NA,NA,NA,6,2,0.8223
"85",17,"6_2","Rio Colorado","Argentina",2,"Brachyclados","lycioides",3.46,71.15217391,0.37704918,0.5455,32,2385,6,2,0.8223
"86",17,"6_2","Rio Colorado","Argentina",2,"Trichocline","sinuata",8,101.3918919,0.259345794,9.0036,6,209,6,2,0.8223
"87",17,"6_2","Rio Colorado","Argentina",2,"Ephedra","ochreata",10.36,17.22262774,0.440514469,1.8876,40,4900,6,2,0.8223
"88",17,"6_2","Rio Colorado","Argentina",2,"Pappostipa","humilis",25,99.35135135,0.560606061,0.14704,20,440,6,2,0.8223
"89",17,"6_2","Rio Colorado","Argentina",2,"Senecio","subulatus",NA,NA,NA,NA,NA,NA,6,2,0.8223
"90",17,"6_2","Rio Colorado","Argentina",2,"Junellia","seriphioides",NA,NA,NA,NA,NA,NA,6,2,0.8223
"91",17,"6_2","Rio Colorado","Argentina",2,"Prosopidastrum","globosum",7.13,13.85955056,0.53776435,0.9868,16,897,6,2,0.8223
"92",17,"6_2","Rio Colorado","Argentina",2,"Conyza","lorentzii",6.2325,306.7566545,0.186941566,3.23115,44,360,6,2,0.8223
"93",17,"6_2","Rio Colorado","Argentina",2,"Schinus","johnstonii",NA,NA,NA,NA,NA,NA,6,2,0.8223
"94",17,"6_2","Rio Colorado","Argentina",2,"Chuquiraga","rosulata",0.633333333,42.23969039,0.652801311,0.035712081,125,10260,6,2,0.8223
"95",17,"6_2","Rio Colorado","Argentina",2,"Senna","aphylla",6.95,23.85897436,0.480739599,1.063428571,30,6000,6,2,0.8223
"96",17,"6_2","Rio Colorado","Argentina",2,"Nassella","longiglumis",NA,NA,NA,NA,NA,NA,6,2,0.8223
"97",17,"6_2","Rio Colorado","Argentina",2,"Condalia","microphylla",0.42,62.60273973,0.439759036,0.042314815,15,26800,6,2,0.8223
"98",17,"6_2","Rio Colorado","Argentina",2,"Baccharis","ulicina",1.88,108.852459,0.319371728,0.086233766,34,40000,6,2,0.8223
"99",17,"6_2","Rio Colorado","Argentina",2,"Pappostipa","speciosa",66.75,62.17157266,0.449736047,0.463430067,60,3000,6,2,0.8223
"100",17,"6_2","Rio Colorado","Argentina",2,"Monttea","aphylla",5.94,20.01345291,0.446,0.743833333,180,42000,6,2,0.8223
"101",17,"6_2","Rio Colorado","Argentina",2,"Prosopis","flexuosa",11,41.0927888,0.46615238,6.6375,180,110200,6,2,0.8223
"102",17,"6_2","Rio Colorado","Argentina",2,"Baccharis","gilliesii",1.28,109.7627119,0.347058824,0.087513514,27,690,6,2,0.8223
"103",17,"6_2","Rio Colorado","Argentina",2,"Larrea","divaricata",0.95,83.54410456,0.450876657,0.292470068,300,98600,6,2,0.8223
"104",17,"6_2","Rio Colorado","Argentina",2,"Acantholippia","seriphioides",0.2825,72.08177673,0.458530923,0.017530626,42,3500,6,2,0.8223
"105",17,"6_2","Rio Colorado","Argentina",2,"Lycium","chilense",0.995714286,121.0865962,0.286261819,0.043826853,180,23100,6,2,0.8223
"106",17,"6_2","Rio Colorado","Argentina",2,"Nassella","tenuis",22.38888889,117.3273257,0.382316014,0.259508328,26,1496,6,2,0.8223
"107",17,"6_2","Rio Colorado","Argentina",2,"Glandularia","parodii",3.176666667,79.89250402,0.324572928,1.078666667,27,918,6,2,0.8223
"108",17,"6_2","Rio Colorado","Argentina",2,"Cardionema","ramosissima",0.87,107.5491733,0.407595184,0.019839294,6,192,6,2,0.8223
"109",17,"6_2","Rio Colorado","Argentina",2,"Bredemeyera","microphylla",0.935,64.88989899,0.431624897,0.064927394,50,2400,6,2,0.8223
"110",17,"6_2","Rio Colorado","Argentina",2,"Prosopis","flexuosa var. Depressa",NA,NA,NA,NA,NA,NA,6,2,0.8223
"111",17,"6_2","Rio Colorado","Argentina",2,"Prosopis","alpataco",7.75,63.11718327,0.439482647,5.471770833,270,54000,6,2,0.8223
"112",18,"6_3","Rio Colorado","Argentina",3,"Acantholippia","seriphioides",0.25,67.66447368,0.475,0.03016129,33,126,6,1,0.8223
"113",18,"6_3","Rio Colorado","Argentina",3,"Condalia","microphylla",0.465555556,48.91681649,0.500639779,0.042212298,220,142355,6,1,0.8223
"114",18,"6_3","Rio Colorado","Argentina",3,"Baccharis","crispa",NA,NA,NA,NA,NA,NA,6,1,0.8223
"115",18,"6_3","Rio Colorado","Argentina",3,"Ephedra","triandra",8.17,18.03587706,0.496563191,1.281666667,100,2400,6,1,0.8223
"116",18,"6_3","Rio Colorado","Argentina",3,"Nassella","tenuis",19.84615385,122.4459931,0.41467299,0.201614596,30,660,6,1,0.8223
"117",18,"6_3","Rio Colorado","Argentina",3,"Senna","aphylla",7.63,24.81967213,0.480314961,0.56775,37,1600,6,1,0.8223
"118",18,"6_3","Rio Colorado","Argentina",3,"Conyza","lorentzii",8.271428571,274.3707479,0.178556977,6.194942857,40,1540,6,1,0.8223
"119",18,"6_3","Rio Colorado","Argentina",3,"Amelichloa","ambigua",55,46.95092025,0.468390805,0.364428571,50,2300,6,1,0.8223
"120",18,"6_3","Rio Colorado","Argentina",3,"Baccharis","gilliesii",1.3,99.64285714,0.449541284,0.107307692,18,100,6,1,0.8223
"121",18,"6_3","Rio Colorado","Argentina",3,"Prosopidastrum","globosum",7.664,14.01435511,0.55324358,1.016928459,140,30400,6,1,0.8223
"122",18,"6_3","Rio Colorado","Argentina",3,"Poa","lanuginosa",57,53.40486726,0.361022364,0.670527778,NA,NA,6,1,0.8223
"123",18,"6_3","Rio Colorado","Argentina",3,"Larrea","divaricata",NA,NA,NA,NA,NA,NA,6,1,0.8223
"124",18,"6_3","Rio Colorado","Argentina",3,"Baccharis","melanopotamica",0.54,116.5925926,0.38028169,0.046985075,12,80,6,1,0.8223
"125",18,"6_3","Rio Colorado","Argentina",3,"Pappostipa","speciosa",67.66666667,54.82525897,0.508531837,0.307296129,60,1890,6,1,0.8223
"126",18,"6_3","Rio Colorado","Argentina",3,"Lycium","gilliesianum",1.62,162.6461039,0.19622454,0.050100029,140,14400,6,1,0.8223
"127",18,"6_3","Rio Colorado","Argentina",3,"Pappostipa","humilis",48.85714286,78.97987073,0.535341551,0.235155023,50,2726,6,1,0.8223
"128",18,"6_3","Rio Colorado","Argentina",3,"Sphaeralcea","mendocina",1.87,103.1195881,0.352642276,0.9953,53,1000,6,1,0.8223
"129",18,"6_3","Rio Colorado","Argentina",3,"Ephedra","ochreata",7.535,14.6566193,0.505577763,1.414078571,56,3000,6,1,0.8223
"130",18,"6_3","Rio Colorado","Argentina",3,"Prosopis","flexuosa var. Depressa",NA,NA,NA,NA,NA,NA,6,1,0.8223
"131",18,"6_3","Rio Colorado","Argentina",3,"Chuquiraga","rosulata",0.585714286,39.5118364,0.67093978,0.031057415,74,13800,6,1,0.8223
"132",18,"6_3","Rio Colorado","Argentina",3,"Geoffroea","decorticans",2.1425,88.02097065,0.431946997,1.416759524,240,14400,6,1,0.8223
"133",18,"6_3","Rio Colorado","Argentina",3,"Cardionema","ramosissima",NA,NA,NA,NA,NA,NA,6,1,0.8223
"134",18,"6_3","Rio Colorado","Argentina",3,"Capparis","atamisquea",1.66,53.18181818,0.435028249,0.372272727,300,84280,6,1,0.8223
"135",18,"6_3","Rio Colorado","Argentina",3,"Lycium","chilense",0.805,124.3469294,0.252124449,0.027654164,170,5605,6,1,0.8223
"136",18,"6_3","Rio Colorado","Argentina",3,"Glandularia","parodii",3.533333333,70.4916221,0.341548023,1.435866667,53,510,6,1,0.8223
"137",18,"6_3","Rio Colorado","Argentina",3,"Brachyclados","lycioides",4,63.76271186,0.383116883,0.179142857,70,12000,6,1,0.8223
"138",18,"6_3","Rio Colorado","Argentina",3,"Prosopis","flexuosa",8.556666667,60.26279261,0.462733972,6.068944444,140,23800,6,1,0.8223
"139",18,"6_3","Rio Colorado","Argentina",3,"Baccharis","ulicina",1.5,128.5460664,0.397257111,0.075398912,36,1360,6,1,0.8223
"140",18,"6_3","Rio Colorado","Argentina",3,"Schinus","johnstonii",NA,NA,NA,NA,NA,NA,6,1,0.8223
"141",19,"7_1","Valcheta","Argentina",1,"Senecio","subulatus",2.3,54.48717949,0.301158301,0.177083333,50,1360,7,3,0.8738
"142",19,"7_1","Valcheta","Argentina",1,"Chuquiraga","erinacea hystrix",2.6,NA,0.468085106,NA,25,182,7,3,0.8738
"143",19,"7_1","Valcheta","Argentina",1,"Prosopis","denudans",NA,NA,NA,NA,NA,NA,7,3,0.8738
"144",19,"7_1","Valcheta","Argentina",1,"Larrea","divaricata",0.756666667,67.18375789,0.453733663,0.245921863,118,17600,7,3,0.8738
"145",19,"7_1","Valcheta","Argentina",1,"Larrea","cuneifolia",0.78,51.27577601,0.503042645,0.226422857,124,24600,7,3,0.8738
"146",19,"7_1","Valcheta","Argentina",1,"Schinus","johnstonii",NA,NA,NA,NA,NA,NA,7,3,0.8738
"147",19,"7_1","Valcheta","Argentina",1,"Mulguraea","aspera",1.06,165.4444444,0.341772152,0.124083333,42,306,7,3,0.8738
"148",19,"7_1","Valcheta","Argentina",1,"Nassella","tenuis",10.9,114.443199,0.366824057,0.280117489,30,920,7,3,0.8738
"149",19,"7_1","Valcheta","Argentina",1,"Lycium","chilense",NA,NA,0.293706294,NA,90,600,7,3,0.8738
"150",19,"7_1","Valcheta","Argentina",1,"Pappostipa","speciosa",NA,NA,NA,NA,NA,NA,7,3,0.8738
"151",19,"7_1","Valcheta","Argentina",1,"Condalia","microphylla",NA,NA,NA,NA,NA,NA,7,3,0.8738
"152",19,"7_1","Valcheta","Argentina",1,"Boopis","anthemoides",NA,NA,NA,NA,NA,NA,7,3,0.8738
"153",19,"7_1","Valcheta","Argentina",1,"Nassella","longiglumis",25,127.0833333,0.342857143,0.508333333,20,360,7,3,0.8738
"154",19,"7_1","Valcheta","Argentina",1,"Tetraglochin","caespitosum",0.88,132.5545455,0.351419878,0.190173611,17,255,7,3,0.8738
"155",19,"7_1","Valcheta","Argentina",1,"Prosopis","flexuosa",11,57.12398374,0.389240506,7.02625,90,33440,7,3,0.8738
"156",19,"7_1","Valcheta","Argentina",1,"Gutierrezia","baccharoides",3.181818182,97.9360037,0.289690207,0.661413605,14,810,7,3,0.8738
"157",19,"7_1","Valcheta","Argentina",1,"Poa","ligularis",25,112.553252,0.300667931,0.6171,35,112,7,3,0.8738
"158",19,"7_1","Valcheta","Argentina",1,"Prosopis","alpataco",NA,NA,NA,NA,NA,NA,7,3,0.8738
"159",19,"7_1","Valcheta","Argentina",1,"Bougainvillea","spinosa",1.65,62.95294118,0.250737463,0.137205128,140,62400,7,3,0.8738
"160",19,"7_1","Valcheta","Argentina",1,"Acantholippia","seriphioides",0.230909091,86.87625552,0.390972505,0.0183041,40,2400,7,3,0.8738
"161",19,"7_1","Valcheta","Argentina",1,"Monttea","aphylla",6.51,8.422845691,0.648894668,0.8406,200,85800,7,3,0.8738
"162",20,"7_2","Valcheta","Argentina",2,"Ephedra","ochreata",NA,NA,NA,NA,NA,NA,7,2,0.8738
"163",20,"7_2","Valcheta","Argentina",2,"Gutierrezia","baccharoides",NA,NA,NA,NA,NA,NA,7,2,0.8738
"164",20,"7_2","Valcheta","Argentina",2,"Larrea","cuneifolia",0.72,46.7032967,0.464285714,0.236111111,147,52500,7,2,0.8738
"165",20,"7_2","Valcheta","Argentina",2,"Chuquiraga","erinacea hystrix",3,23.48905109,0.53515625,0.3218,105,4200,7,2,0.8738
"166",20,"7_2","Valcheta","Argentina",2,"Condalia","microphylla",NA,NA,NA,NA,NA,NA,7,2,0.8738
"167",20,"7_2","Valcheta","Argentina",2,"Larrea","nitida",NA,NA,NA,NA,NA,NA,7,2,0.8738
"168",20,"7_2","Valcheta","Argentina",2,"Lycium","chilense",0.86,178.4443734,0.172627119,0.040760439,60,7380,7,2,0.8738
"169",20,"7_2","Valcheta","Argentina",2,"Lycium","gilliesianum",NA,NA,NA,NA,NA,NA,7,2,0.8738
"170",20,"7_2","Valcheta","Argentina",2,"Nassella","tenuis",13.29166667,134.2563924,0.309106129,0.396910377,20,391,7,2,0.8738
"171",20,"7_2","Valcheta","Argentina",2,"Prosopis","flexuosa",11,50.00914634,0.431011827,3.2806,80,19800,7,2,0.8738
"172",20,"7_2","Valcheta","Argentina",2,"Larrea","divaricata",0.814545455,64.84988941,0.487463053,0.331426339,210,63800,7,2,0.8738
"173",20,"7_2","Valcheta","Argentina",2,"Cyclolepis","genistoides",2.186666667,51.28420206,0.26259415,0.439557304,135,22500,7,2,0.8738
"174",20,"7_2","Valcheta","Argentina",2,"Sphaeralcea","mendocina",NA,NA,NA,NA,NA,NA,7,2,0.8738
"175",20,"7_2","Valcheta","Argentina",2,"Monttea","aphylla",7.11,8.828316611,0.6325811,1.319833333,85,4200,7,2,0.8738
"176",20,"7_2","Valcheta","Argentina",2,"Poa","ligularis",NA,NA,NA,NA,NA,NA,7,2,0.8738
"177",20,"7_2","Valcheta","Argentina",2,"Schinus","johnstonii",1.7,47.45614035,0.452380952,0.386428571,70,17760,7,2,0.8738
"178",20,"7_2","Valcheta","Argentina",2,"Acantholippia","seriphioides",0.231666667,90.97687808,0.381574475,0.016136041,24,6300,7,2,0.8738
"179",20,"7_2","Valcheta","Argentina",2,"Pappostipa","speciosa",NA,NA,NA,NA,NA,NA,7,2,0.8738
"180",20,"7_2","Valcheta","Argentina",2,"Poa","lanuginosa",24.5,107.8164725,0.271461988,0.636081818,20,1,7,2,0.8738
"181",21,"7_3","Valcheta","Argentina",3,"Cyclolepis","genistoides",NA,NA,NA,NA,NA,NA,7,1,0.8731
"182",21,"7_3","Valcheta","Argentina",3,"Poa","lanuginosa",52,139.7738095,0.282828283,1.956833333,36,1,7,1,0.8731
"183",21,"7_3","Valcheta","Argentina",3,"Jarava","neaei",NA,NA,NA,NA,NA,NA,7,1,0.8731
"184",21,"7_3","Valcheta","Argentina",3,"Ephedra","ochreata",7.29,11.1995118,0.532534853,1.302041667,50,25500,7,1,0.8731
"185",21,"7_3","Valcheta","Argentina",3,"Lycium","chilense",1,123.4210526,0.222222222,0.055176471,60,680,7,1,0.8731
"186",21,"7_3","Valcheta","Argentina",3,"Chuquiraga","erinacea hystrix",2.5,54.74946581,0.376827626,0.136462815,130,18500,7,1,0.8731
"187",21,"7_3","Valcheta","Argentina",3,"Margyricarpus","pinnatus",NA,NA,NA,NA,NA,NA,7,1,0.8731
"188",21,"7_3","Valcheta","Argentina",3,"Monttea","aphylla",6.665,7.226849249,0.632031231,1.1949,180,152100,7,1,0.8731
"189",21,"7_3","Valcheta","Argentina",3,"Tetraglochin","caespitosum",NA,NA,NA,NA,NA,NA,7,1,0.8731
"190",21,"7_3","Valcheta","Argentina",3,"Nassella","tenuis",19.53571429,89.03185707,0.378925626,0.350165795,30,800,7,1,0.8731
"191",21,"7_3","Valcheta","Argentina",3,"Condalia","microphylla",NA,NA,NA,NA,NA,NA,7,1,0.8731
"192",21,"7_3","Valcheta","Argentina",3,"Senna","aphylla",6.586,17.57121415,0.544707006,0.821013333,36,13200,7,1,0.8731
"193",21,"7_3","Valcheta","Argentina",3,"Larrea","divaricata",0.811666667,60.10653218,0.508140527,0.296230094,160,41400,7,1,0.8731
"194",21,"7_3","Valcheta","Argentina",3,"Schinus","johnstonii",1.9,33.54943604,0.516508806,0.363091667,120,23200,7,1,0.8731
"195",21,"7_3","Valcheta","Argentina",3,"Prosopis","flexuosa",11,55.10734463,0.446406053,9.754,100,26000,7,1,0.8731
"196",21,"7_3","Valcheta","Argentina",3,"Gutierrezia","baccharoides",3.403333333,177.1929268,0.197473707,0.253426768,36,1400,7,1,0.8731
"197",21,"7_3","Valcheta","Argentina",3,"Acantholippia","seriphioides",0.274,73.54759734,0.378231773,0.023833186,47,4800,7,1,0.8731
"198",21,"7_3","Valcheta","Argentina",3,"Pappostipa","speciosa",52.5,50.08268339,0.420643072,0.482977128,50,4690,7,1,0.8731
"199",40,"13_1","Fowlers","Australia",1,"Sclerolaena","eriacantha",NA,NA,NA,NA,NA,NA,13,3,0.9011
